nif	year	amortizacion
"A35046572"	2010	-108.799
"A12006227"	2007	-108.75
"A01013077"	2013	-108.73
"A39031620"	2015	-108.709
"V30405880"	2009	-108.681
"B84348622"	2014	-108.672
"B62263272"	2016	-108.638
"A80732142"	2017	-108.637
"B58613076"	2015	-108.614
"A20065744"	2008	-108.552
"A08115578"	2009	-108.539
"A39023759"	2008	-108.537
"A11545795"	2014	-108.534
"A36615896"	2015	-108.523
"V95436002"	2016	-108.492
"A14033666"	2017	-108.477
"B23289580"	2014	-108.464
"F50561091"	2016	-108.452
"A53283511"	2016	-108.45
"B46055943"	2009	-108.447
"A08704520"	2012	-108.42
"A26020198"	2013	-108.341
"A81824047"	2011	-108.337
"B23014848"	2013	-108.334
"A08394157"	2016	-108.32
"A08288490"	2007	-108.32
"A28012359"	2013	-108.318
"A28827335"	2011	-108.284
"B02011641"	2012	-108.272
"B28489748"	2008	-108.258
"B73108755"	2012	-108.198
"A28435931"	2014	-108.083
"A28216992"	2015	-108.057
"A07089121"	2015	-108.029
"A08257388"	2015	-108.013
"B38001905"	2009	-108
"A28019461"	2016	-108
"B28227866"	2009	-107.978
"A07036569"	2012	-107.975
"B01267277"	2009	-107.939
"A30035679"	2010	-107.918
"A28440576"	2010	-107.89
"A14026199"	2017	-107.851
"A53283511"	2017	-107.774
"A28211092"	2009	-107.741
"A20557294"	2016	-107.715
"A28801942"	2010	-107.689
"A08394157"	2015	-107.672
"A28124311"	2014	-107.656
"A14037642"	2007	-107.645
"A28485761"	2014	-107.644
"B31066798"	2016	-107.619
"B97307086"	2015	-107.544
"B84311760"	2012	-107.535
"A08508418"	2010	-107.527
"B27008390"	2016	-107.508
"B03078391"	2016	-107.484
"F50561091"	2017	-107.452
"A28171601"	2007	-107.439
"A07012826"	2008	-107.42
"A08704520"	2017	-107.378
"A30040224"	2010	-107.297
"A08677700"	2010	-107.274
"A33008426"	2012	-107.234
"A08499568"	2010	-107.22
"A28668127"	2015	-107.218
"A08511453"	2016	-107.198
"A28524726"	2014	-107.186
"B41007576"	2015	-107.05
"A28574044"	2014	-107.049
"A08078719"	2011	-107.001
"A25418401"	2010	-107
"A08257214"	2015	-107
"A48107809"	2013	-106.994
"A09015256"	2016	-106.985
"A43002450"	2008	-106.98
"A08421190"	2013	-106.975
"A04016952"	2014	-106.952
"B36684157"	2012	-106.951
"A08679060"	2008	-106.936
"A20031126"	2008	-106.884
"A28266989"	2009	-106.873
"A50030543"	2015	-106.84
"B42001297"	2010	-106.808
"B08584989"	2007	-106.802
"B36853935"	2014	-106.733
"A28216992"	2012	-106.713
"A28259141"	2013	-106.679
"B42141176"	2013	-106.676
"A28313351"	2010	-106.646
"A43055565"	2013	-106.642
"A08063372"	2013	-106.641
"A78831369"	2008	-106.64
"B36853935"	2015	-106.603
"A32006413"	2016	-106.514
"A28046704"	2014	-106.509
"A08334906"	2013	-106.47
"A08122574"	2011	-106.464
"B97751978"	2014	-106.405
"A30035521"	2009	-106.378
"B48059786"	2013	-106.35
"A36014595"	2013	-106.28
"B50475839"	2010	-106.278
"A53283511"	2014	-106.273
"A04202008"	2012	-106.267
"B46055943"	2010	-106.252
"A48114151"	2016	-106.202
"A47024393"	2010	-106.175
"A81200511"	2014	-106.165
"A31037294"	2012	-106.164
"A12011946"	2008	-106.136
"A28386225"	2011	-106.083
"A43055565"	2012	-106.068
"A22009906"	2011	-106.066
"A96560560"	2014	-106.065
"A46105508"	2015	-106.056
"A20065744"	2013	-106.041
"A26000174"	2009	-106.037
"B48092084"	2014	-106.033
"F10017804"	2015	-106.032
"A08394157"	2017	-106.032
"A50169143"	2010	-106.026
"B17019373"	2008	-106.018
"A28255784"	2013	-106.013
"A28198356"	2016	-106.012
"A80352750"	2017	-106
"A30023238"	2009	-105.966
"A19012962"	2010	-105.96
"A21007570"	2017	-105.954
"A17013269"	2010	-105.91
"A28720795"	2010	-105.904
"B27011477"	2012	-105.878
"A39017058"	2013	-105.821
"A33036807"	2008	-105.818
"B41070020"	2014	-105.738
"A08574881"	2015	-105.733
"B07762099"	2009	-105.697
"A13008339"	2017	-105.683
"B17228081"	2012	-105.669
"A28675908"	2015	-105.608
"A08224107"	2008	-105.607
"A08128035"	2009	-105.59
"A48009773"	2011	-105.577
"A08644932"	2017	-105.566
"A36017598"	2007	-105.56
"B38025920"	2017	-105.558
"A28698884"	2009	-105.462
"A36615037"	2013	-105.441
"B31001696"	2013	-105.433
"B31071178"	2008	-105.407
"A08562910"	2013	-105.403
"A28345148"	2014	-105.383
"A28543809"	2009	-105.37
"A29025368"	2008	-105.331
"B36684157"	2011	-105.312
"B08359093"	2010	-105.283
"B30041115"	2015	-105.28
"B30041115"	2017	-105.271
"A19011626"	2017	-105.249
"A33025701"	2015	-105.147
"A33014176"	2017	-105.143
"A08502635"	2015	-105.102
"A58393778"	2013	-105.101
"B30041115"	2016	-105.066
"A30032619"	2012	-105.024
"A17202375"	2011	-105
"A47011721"	2013	-104.966
"A28547115"	2007	-104.859
"A15000227"	2011	-104.842
"B28227775"	2015	-104.824
"A36001063"	2016	-104.698
"A31096233"	2013	-104.697
"A09028184"	2009	-104.649
"A27003243"	2013	-104.586
"A32002644"	2009	-104.582
"A43055565"	2014	-104.544
"B08194276"	2015	-104.502
"B28241495"	2007	-104.5
"A08413403"	2014	-104.471
"B28227775"	2014	-104.404
"B28218287"	2017	-104.315
"A08275281"	2014	-104.3
"A43110337"	2010	-104.16
"A29030715"	2007	-104.14
"B41042698"	2014	-104.129
"A08290405"	2015	-104.117
"A28486090"	2014	-104.113
"A48121826"	2015	-104.102
"A60850500"	2015	-104.097
"A50889955"	2009	-104.061
"A95249199"	2010	-104.06
"A29008174"	2008	-104.055
"A47025895"	2009	-104.039
"A35046911"	2013	-104.037
"A50025071"	2008	-104.026
"A08217432"	2013	-103.955
"A78831369"	2007	-103.95
"A28574044"	2016	-103.897
"A28651222"	2011	-103.859
"A08630063"	2009	-103.856
"A46023594"	2009	-103.834
"A31018799"	2007	-103.831
"A09015256"	2014	-103.749
"A28155240"	2011	-103.737
"A15013618"	2007	-103.73
"A28375913"	2014	-103.694
"A28137255"	2012	-103.637
"A28117398"	2013	-103.57
"A48110381"	2017	-103.534
"B40003550"	2014	-103.527
"B07029465"	2015	-103.431
"A08477663"	2010	-103.38
"A36615896"	2014	-103.362
"A28623379"	2014	-103.325
"A48115000"	2014	-103.294
"V41812744"	2012	-103.274
"A28670636"	2012	-103.256
"A25026733"	2007	-103.234
"F10017804"	2016	-103.217
"A08203887"	2016	-103.213
"A36014009"	2009	-103.209
"B47030770"	2014	-103.192
"A50017334"	2013	-103.19
"A46002069"	2012	-103.137
"A28381564"	2014	-103.105
"B35011675"	2010	-103.093
"A33126244"	2014	-103.061
"A08667370"	2010	-103.045
"A30418255"	2012	-103.013
"A30418255"	2013	-103.013
"A30418255"	2011	-103.013
"B28494797"	2017	-103.012
"A07042435"	2011	-103.004
"A43621416"	2012	-103
"A20037933"	2007	-102.974
"A60850500"	2016	-102.938
"A08013898"	2015	-102.901
"B12007357"	2010	-102.849
"B50030964"	2009	-102.752
"A08122574"	2013	-102.739
"A07018112"	2012	-102.738
"B43029305"	2011	-102.737
"A29025368"	2010	-102.735
"A20003042"	2008	-102.671
"A36226645"	2012	-102.636
"B30034730"	2012	-102.615
"A81200511"	2015	-102.596
"A36619476"	2014	-102.479
"B83541912"	2015	-102.46
"V41812744"	2011	-102.454
"B27008390"	2012	-102.431
"B08704439"	2013	-102.425
"A50008390"	2015	-102.422
"A01013077"	2012	-102.397
"A41069352"	2011	-102.315
"A28636025"	2013	-102.304
"A35101732"	2010	-102.287
"A08450421"	2008	-102.21
"A08066300"	2016	-102.182
"B39021217"	2017	-102.18
"B12027843"	2010	-102.178
"A08149668"	2010	-102.162
"A30035034"	2014	-102.147
"A30017883"	2012	-102.133
"A30610984"	2014	-102.124
"A48117881"	2013	-102.091
"B46055943"	2008	-102.088
"A35047778"	2014	-102.03
"B46118303"	2010	-102.023
"A92111871"	2014	-102
"A25022369"	2008	-102
"A07089592"	2007	-101.915
"A08203226"	2015	-101.905
"A35026590"	2011	-101.886
"B22004113"	2012	-101.842
"B45007671"	2010	-101.842
"A31034606"	2011	-101.835
"A01010164"	2013	-101.832
"A28729424"	2015	-101.793
"B08961393"	2011	-101.775
"A96646880"	2014	-101.743
"A38014114"	2013	-101.74
"A30034441"	2012	-101.737
"A17011297"	2007	-101.7
"B38318572"	2010	-101.646
"A08952012"	2010	-101.619
"A20779849"	2015	-101.54
"A08511453"	2017	-101.527
"A28581247"	2011	-101.51
"A08623928"	2009	-101.497
"A12100020"	2012	-101.481
"A30036933"	2016	-101.466
"A29350139"	2013	-101.46
"A08105702"	2007	-101.46
"A14004691"	2012	-101.453
"A28198356"	2017	-101.443
"A07036130"	2015	-101.443
"B12007357"	2013	-101.423
"A46077053"	2009	-101.396
"A80732142"	2015	-101.385
"A30012009"	2017	-101.377
"A46044814"	2010	-101.375
"A12021556"	2007	-101.37
"A08414906"	2007	-101.35
"V95436002"	2015	-101.335
"A12016093"	2011	-101.327
"A59067603"	2013	-101.248
"A14033526"	2017	-101.247
"A21010616"	2015	-101.208
"B20023982"	2009	-101.163
"A07036130"	2013	-101.13
"B27013382"	2016	-101.125
"A46002697"	2007	-101.074
"A38024907"	2011	-101.069
"A46015830"	2007	-101.069
"A15072622"	2015	-101.045
"A29051067"	2016	-100.993
"A11608999"	2016	-100.964
"A46111654"	2007	-100.914
"A29005782"	2011	-100.906
"A11019767"	2017	-100.822
"A08217432"	2012	-100.816
"A48114151"	2015	-100.805
"A07036130"	2017	-100.804
"A15020480"	2008	-100.799
"A08005688"	2012	-100.786
"A12283388"	2009	-100.693
"A12461802"	2010	-100.682
"A25022369"	2009	-100.666
"B97131155"	2013	-100.647
"B46070728"	2009	-100.638
"A07012826"	2007	-100.62
"A08681264"	2012	-100.577
"A35047778"	2015	-100.558
"A50008390"	2014	-100.555
"A20049755"	2010	-100.533
"A28618890"	2017	-100.529
"B46063137"	2013	-100.518
"A26010413"	2010	-100.503
"A35098482"	2014	-100.483
"A46074563"	2014	-100.468
"B30603229"	2016	-100.44
"B28689370"	2014	-100.424
"A97043772"	2010	-100.409
"A07061161"	2012	-100.398
"A36014595"	2012	-100.375
"A28684512"	2011	-100.315
"A28060283"	2016	-100.313
"A24015802"	2017	-100.277
"A08704520"	2011	-100.277
"A50615160"	2013	-100.258
"A08526345"	2015	-100.201
"A43055565"	2011	-100.165
"A28582450"	2014	-100.153
"A08396830"	2009	-100.126
"A08396830"	2010	-100.126
"B17011511"	2007	-100.1
"A04047700"	2012	-100.092
"A45015872"	2013	-100.031
"A28557783"	2015	-100.014
"B08619405"	2010	-100.014
"F10017804"	2014	-100.002
"A08431090"	2007	-100
"A28574044"	2012	-99.964
"A29067147"	2014	-99.877
"A41037672"	2017	-99.832
"A09354176"	2014	-99.82
"A46014155"	2013	-99.781
"A25010430"	2009	-99.774
"A21006911"	2014	-99.718
"A28827335"	2007	-99.684
"A21006911"	2015	-99.66
"A20022448"	2010	-99.656
"A29035896"	2011	-99.618
"A08396830"	2008	-99.61
"B28227866"	2008	-99.556
"A28410850"	2017	-99.532
"A08413403"	2016	-99.531
"A06244131"	2009	-99.482
"A08332256"	2009	-99.481
"A46066825"	2008	-99.444
"A34169144"	2014	-99.412
"B39021217"	2015	-99.375
"A31404452"	2008	-99.34
"A29009537"	2015	-99.331
"A30017883"	2010	-99.26
"B12536934"	2011	-99.244
"A08262065"	2013	-99.22
"A08651762"	2012	-99.219
"A31018187"	2013	-99.186
"A08217432"	2011	-99.13
"A36608180"	2011	-99.073
"A30035034"	2015	-99.01
"B27008390"	2015	-98.983
"A11006095"	2010	-98.88
"A30005920"	2008	-98.878
"A45012259"	2011	-98.874
"A46005484"	2010	-98.852
"B46045993"	2010	-98.846
"A08291973"	2007	-98.84
"B03100831"	2013	-98.837
"A12025490"	2009	-98.828
"A30506406"	2014	-98.821
"A09015256"	2017	-98.803
"A28412724"	2016	-98.749
"B08013963"	2009	-98.701
"A15031800"	2015	-98.694
"B41070020"	2015	-98.668
"A61401857"	2014	-98.635
"A80352420"	2007	-98.63
"A28399434"	2012	-98.563
"A08450421"	2011	-98.553
"B27011477"	2011	-98.536
"B15015274"	2012	-98.534
"A43019975"	2013	-98.486
"A48034110"	2010	-98.429
"A33778739"	2010	-98.427
"B46151411"	2016	-98.395
"A20034286"	2017	-98.365
"A46005252"	2009	-98.313
"A80732142"	2016	-98.29
"A79049797"	2017	-98.272
"A48119143"	2017	-98.258
"A46005252"	2013	-98.246
"B20193017"	2014	-98.234
"B28241495"	2012	-98.221
"A48059950"	2009	-98.218
"A28674968"	2016	-98.198
"A28198356"	2015	-98.126
"A48121826"	2014	-98.085
"A21011903"	2015	-98.059
"A28604882"	2014	-98.053
"A01007442"	2014	-98.05
"A28080489"	2010	-98.03
"A15027139"	2008	-98.006
"A80771116"	2016	-98
"A27199140"	2012	-97.997
"B08292054"	2015	-97.99
"B22004113"	2011	-97.976
"A31071913"	2007	-97.93
"A35026590"	2010	-97.906
"A35091057"	2011	-97.895
"A38018404"	2010	-97.893
"B41042698"	2015	-97.888
"A18012930"	2008	-97.856
"B08114449"	2014	-97.854
"B83588657"	2017	-97.837
"A14023139"	2007	-97.833
"B08373250"	2008	-97.735
"A08013898"	2016	-97.724
"A08514986"	2008	-97.692
"B42001297"	2012	-97.681
"B38318572"	2009	-97.661
"A07068422"	2011	-97.653
"A46056255"	2008	-97.592
"A41022989"	2011	-97.588
"B82274135"	2017	-97.552
"A34003624"	2013	-97.514
"A31038839"	2010	-97.51
"A04047700"	2016	-97.478
"B08527194"	2017	-97.454
"A24010217"	2011	-97.449
"B36684157"	2010	-97.445
"A15031800"	2014	-97.436
"A03012614"	2012	-97.432
"B30558290"	2013	-97.413
"A08128035"	2014	-97.408
"B08642324"	2008	-97.39
"A46031027"	2016	-97.388
"A04016952"	2017	-97.345
"A08508418"	2014	-97.325
"A40006371"	2016	-97.316
"A33025701"	2014	-97.295
"B28227775"	2016	-97.276
"A26000174"	2008	-97.253
"A28017531"	2012	-97.25
"A32226037"	2009	-97.119
"A28435931"	2015	-97.116
"A28555563"	2013	-97.099
"A08296535"	2012	-97.064
"A58294166"	2013	-97.055
"A08263469"	2016	-97.045
"A28019461"	2017	-97
"B46115838"	2010	-97
"B21011333"	2012	-96.997
"A45015716"	2016	-96.994
"A28724219"	2015	-96.966
"A28562908"	2015	-96.954
"B11605862"	2014	-96.838
"A39022124"	2011	-96.827
"A20073508"	2012	-96.811
"A08278731"	2012	-96.77
"B03004801"	2007	-96.767
"A47010194"	2015	-96.764
"A08257388"	2016	-96.744
"A46089819"	2007	-96.703
"A15031800"	2017	-96.695
"A07036130"	2014	-96.638
"A40006371"	2017	-96.627
"A03046125"	2010	-96.624
"B03100831"	2012	-96.562
"A48080881"	2014	-96.506
"A35028208"	2012	-96.463
"A47025895"	2008	-96.454
"A78100609"	2010	-96.451
"A08026635"	2012	-96.44
"A28321313"	2016	-96.433
"A28556504"	2015	-96.432
"A38030680"	2011	-96.416
"B46115838"	2007	-96.41
"A45012531"	2017	-96.408
"A30610984"	2015	-96.403
"C28863686"	2012	-96.391
"B08284002"	2013	-96.367
"B97307086"	2014	-96.344
"A28724219"	2014	-96.313
"A08217432"	2010	-96.302
"A21102157"	2007	-96.27
"A08644932"	2015	-96.21
"A28381564"	2015	-96.193
"B08660409"	2017	-96.186
"A08138042"	2007	-96.162
"A43014174"	2017	-96.152
"B46151411"	2015	-96.149
"A09028184"	2012	-96.122
"A30023295"	2012	-96.115
"F10017804"	2017	-96.089
"A28486090"	2015	-96.082
"B46164463"	2008	-96.08
"A30017636"	2010	-96.064
"A97628242"	2014	-96.06
"A46077053"	2008	-96.051
"B82988825"	2010	-96.024
"B38001905"	2008	-96
"A01161066"	2013	-95.983
"A34003624"	2012	-95.977
"A36017598"	2008	-95.959
"A50030543"	2016	-95.939
"A62332580"	2013	-95.928
"A46014155"	2012	-95.913
"A08066300"	2017	-95.889
"A50060011"	2014	-95.859
"A08203887"	2017	-95.851
"A08334906"	2017	-95.848
"A08704520"	2010	-95.761
"A28604882"	2015	-95.757
"B79033700"	2014	-95.72
"A45015716"	2015	-95.714
"A45002839"	2011	-95.712
"A28333490"	2016	-95.682
"A12025490"	2010	-95.668
"A28060283"	2015	-95.631
"A31009913"	2017	-95.626
"A08278293"	2015	-95.623
"A08148991"	2009	-95.565
"A36014009"	2013	-95.562
"B38318572"	2007	-95.55
"A08290405"	2016	-95.545
"B22004113"	2010	-95.51
"A08607988"	2015	-95.471
"A24004103"	2007	-95.449
"A46031845"	2009	-95.386
"A28381564"	2016	-95.383
"A58348038"	2009	-95.348
"A17045204"	2008	-95.338
"A46131520"	2017	-95.305
"B46164463"	2007	-95.275
"A08507741"	2015	-95.171
"A47011721"	2012	-95.084
"B41007576"	2016	-95.071
"A30035034"	2016	-95.05
"A03011541"	2013	-95.035
"A46131520"	2012	-94.963
"A59067603"	2009	-94.907
"A08574881"	2013	-94.901
"A28270452"	2010	-94.897
"A08078719"	2010	-94.862
"A45018223"	2013	-94.857
"A36615037"	2012	-94.856
"A08572430"	2009	-94.839
"A46151973"	2014	-94.832
"A12323408"	2012	-94.83
"B82393778"	2012	-94.813
"A50017334"	2012	-94.812
"B45005279"	2010	-94.806
"A21006911"	2012	-94.76
"A13006903"	2011	-94.733
"B25436122"	2013	-94.723
"A58394941"	2014	-94.707
"A50068923"	2011	-94.683
"B08292054"	2014	-94.677
"A28211092"	2008	-94.662
"A20049755"	2015	-94.654
"A39000104"	2013	-94.615
"A31096233"	2012	-94.603
"A50032002"	2008	-94.593
"B10010775"	2011	-94.583
"A15016702"	2008	-94.578
"A46079380"	2013	-94.577
"A34003624"	2011	-94.569
"A43035401"	2012	-94.559
"B41072471"	2010	-94.537
"B46164463"	2012	-94.53
"A28440576"	2017	-94.374
"A08195927"	2010	-94.278
"F38008579"	2010	-94.243
"A28096378"	2010	-94.215
"A20049755"	2011	-94.198
"B03044641"	2014	-94.184
"A08278293"	2017	-94.166
"A08135139"	2007	-94.151
"A09004813"	2012	-94.141
"A08260663"	2013	-94.12
"A28827335"	2010	-94.119
"B08113615"	2013	-94.1
"A82854811"	2014	-94.049
"A47009196"	2017	-94.007
"A31003247"	2007	-94
"A08397465"	2012	-93.989
"A28724219"	2012	-93.882
"A80652423"	2010	-93.861
"B08216202"	2007	-93.84
"A20557294"	2013	-93.827
"B28341790"	2011	-93.799
"A46005252"	2012	-93.799
"A20034286"	2009	-93.791
"B50030964"	2008	-93.791
"B41058124"	2007	-93.76
"A08061731"	2010	-93.758
"A30014047"	2008	-93.729
"F28698488"	2013	-93.718
"A04017497"	2009	-93.705
"A28012656"	2013	-93.679
"A48119622"	2007	-93.549
"A29025368"	2015	-93.522
"A31009913"	2009	-93.519
"A48034110"	2009	-93.513
"A36615896"	2016	-93.503
"A08021768"	2014	-93.49
"B23011273"	2014	-93.482
"A08421190"	2008	-93.474
"A46077053"	2007	-93.472
"B81542813"	2010	-93.444
"A26270322"	2009	-93.414
"A08191579"	2013	-93.411
"C28863686"	2011	-93.403
"A06017040"	2008	-93.394
"A48093421"	2013	-93.373
"A08574881"	2014	-93.36
"B36009942"	2012	-93.352
"A46023594"	2011	-93.294
"A31003247"	2012	-93.271
"A08304933"	2011	-93.251
"B08619405"	2015	-93.25
"A34003624"	2010	-93.228
"A08334906"	2016	-93.2
"A07089592"	2013	-93.136
"A07033491"	2016	-93.133
"B46166013"	2007	-92.907
"A08334906"	2012	-92.89
"A08687204"	2011	-92.883
"A08311995"	2008	-92.853
"B50047091"	2010	-92.838
"A42001305"	2011	-92.786
"B11605862"	2015	-92.778
"B96906375"	2013	-92.767
"A07033491"	2017	-92.75
"A48114151"	2014	-92.743
"A45012531"	2015	-92.698
"A08340267"	2011	-92.689
"B29053808"	2013	-92.642
"A08225278"	2009	-92.626
"A22001721"	2015	-92.606
"A07051253"	2014	-92.547
"A17003757"	2014	-92.542
"A08263469"	2015	-92.521
"A03018710"	2016	-92.488
"A35101732"	2009	-92.486
"B30604565"	2017	-92.484
"B38025920"	2016	-92.466
"A04236931"	2007	-92.454
"A28684512"	2010	-92.431
"A22009039"	2012	-92.418
"A03017886"	2010	-92.413
"A11608999"	2015	-92.377
"A23022783"	2008	-92.309
"A28174985"	2012	-92.307
"A20003042"	2007	-92.3
"A59119917"	2009	-92.229
"B17374893"	2016	-92.191
"B31001696"	2007	-92.19
"A35026590"	2009	-92.182
"A29050762"	2016	-92.145
"B21011333"	2009	-92.128
"A59320143"	2008	-92.12
"A31017106"	2010	-92.094
"A34003624"	2009	-92.092
"A41050535"	2014	-92.04
"A78018421"	2012	-92
"A19122209"	2010	-92
"A08397002"	2007	-91.976
"A29050572"	2015	-91.948
"A39013867"	2017	-91.947
"A03035417"	2011	-91.931
"A15012305"	2007	-91.931
"A08606378"	2012	-91.904
"B38024089"	2016	-91.902
"A08704520"	2009	-91.88
"A33008426"	2011	-91.87
"A32006215"	2009	-91.822
"B11605862"	2016	-91.792
"A08262024"	2014	-91.77
"A07905573"	2007	-91.74
"A28412724"	2017	-91.723
"A26004093"	2017	-91.719
"A28381564"	2012	-91.7
"A08061590"	2013	-91.698
"A28133023"	2007	-91.693
"A30506406"	2015	-91.63
"A28057008"	2008	-91.617
"A46134250"	2013	-91.597
"A04007811"	2011	-91.592
"B12536934"	2010	-91.587
"A31394356"	2013	-91.575
"A08484107"	2008	-91.575
"A28577864"	2009	-91.567
"A09015256"	2015	-91.547
"A28675908"	2016	-91.511
"A29051067"	2014	-91.486
"A36614691"	2016	-91.446
"A20557294"	2011	-91.445
"B50029263"	2013	-91.431
"B62263272"	2017	-91.417
"A28449569"	2008	-91.405
"A08278293"	2014	-91.39
"A28547115"	2011	-91.344
"A36249076"	2013	-91.32
"A20024832"	2013	-91.288
"A12016549"	2009	-91.255
"A28842003"	2008	-91.225
"A08257388"	2017	-91.206
"A08278731"	2008	-91.179
"B33030305"	2013	-91.172
"A28013894"	2007	-91.16
"A46023594"	2014	-91.094
"B46142485"	2013	-91.069
"A48071351"	2016	-91.061
"A20032264"	2007	-91.019
"A31394356"	2011	-90.966
"A23019342"	2010	-90.961
"G07065709"	2011	-90.94
"B08407322"	2007	-90.902
"A35014414"	2016	-90.875
"B46157533"	2010	-90.857
"A46014155"	2011	-90.854
"A08507741"	2012	-90.834
"A03028461"	2009	-90.833
"A29049509"	2007	-90.831
"A46023594"	2012	-90.769
"A30012959"	2010	-90.711
"A28674968"	2013	-90.709
"A08651762"	2011	-90.687
"A50017334"	2011	-90.67
