nif	year	total_activo
"B07985609"	2014	30144.79
"A23016157"	2007	30152.07
"A79259362"	2013	30156.57
"A08131153"	2013	30168
"B32362410"	2015	30187.27
"B37020179"	2013	30190.64
"A50027929"	2016	30203.4
"A01012103"	2013	30212.28
"B33876459"	2012	30217.78
"B47531462"	2017	30222.47
"A46078267"	2014	30240.1
"B19001551"	2013	30242.96
"A28435931"	2017	30245.86
"A50027929"	2015	30250.25
"B81762684"	2015	30273.12
"A08358442"	2008	30273.15
"B28084168"	2012	30276
"A48108484"	2015	30283
"A38003844"	2014	30289.84
"A15017163"	2017	30298.11
"A48093538"	2017	30299.02
"A28451649"	2008	30309.67
"B81009151"	2015	30325.54
"A12001418"	2007	30329.25
"A08132805"	2009	30330.32
"A08132805"	2014	30332.14
"A43621416"	2015	30339
"B59737882"	2017	30343.53
"A32006215"	2012	30362.81
"B08271694"	2007	30366.25
"A01010164"	2009	30366.87
"A06244131"	2007	30367.25
"B57175283"	2013	30376.32
"A58349929"	2010	30376.81
"A32006215"	2014	30377.18
"A08606378"	2011	30382.5
"A79290565"	2013	30395.86
"A46139937"	2017	30402.27
"B28341790"	2011	30403.25
"B83045674"	2009	30404.65
"B43579424"	2009	30409.81
"A08667370"	2014	30417.28
"B48841282"	2013	30423.84
"A01376888"	2016	30427.66
"B46114724"	2016	30427.77
"A12081790"	2009	30429.66
"B10005932"	2012	30431.71
"B20023982"	2008	30435.01
"A45010543"	2015	30435.69
"B92116979"	2015	30438.73
"A36014595"	2014	30440.21
"A25041146"	2015	30444.19
"B61425682"	2013	30448.54
"A15020795"	2014	30452.45
"A39000104"	2013	30458.23
"A28290799"	2007	30466.58
"A20806329"	2017	30470.48
"A96569207"	2015	30471.78
"B43029305"	2012	30481.5
"A11209749"	2013	30481.68
"A36006021"	2013	30488.43
"A08626103"	2015	30493.9
"B46201158"	2017	30494
"B46164463"	2011	30495.56
"A12029039"	2012	30496.41
"A08520629"	2014	30501.03
"F43393065"	2011	30507.22
"A78092764"	2008	30512.39
"A03046125"	2014	30515.11
"A08238578"	2012	30518.35
"A12001418"	2013	30528.83
"A28019461"	2016	30531
"A78067188"	2010	30534
"B48841282"	2014	30534.57
"A31138761"	2013	30536.25
"A28379816"	2017	30539.28
"A79290565"	2012	30552.36
"A34003624"	2014	30571.78
"A17005968"	2012	30577.85
"A28024172"	2016	30583.98
"B28091486"	2015	30586.27
"A58349929"	2013	30586.5
"B03158532"	2015	30590.53
"A47010095"	2009	30607.38
"A41212572"	2015	30608.05
"A48057467"	2011	30609.71
"A78521168"	2012	30625.11
"A35397884"	2008	30629.72
"A35510650"	2015	30638.27
"B07039514"	2012	30661.44
"A28842003"	2011	30661.95
"A08154650"	2013	30664.54
"C28863686"	2008	30667.64
"A41010521"	2015	30674.65
"A08157737"	2015	30681.23
"A13002134"	2012	30681.79
"A06014930"	2012	30687.78
"A48020200"	2012	30703.97
"A43110337"	2014	30704.52
"A73093734"	2013	30706.59
"B28354355"	2010	30716.11
"B46114724"	2014	30717.5
"A17023813"	2013	30725.3
"B46114724"	2015	30726.97
"A26270322"	2009	30729.33
"A12329223"	2009	30734.16
"V95436002"	2014	30734.51
"A36011385"	2010	30739.38
"B35329077"	2016	30743.22
"A46043154"	2009	30754.98
"B35329077"	2014	30760.96
"A06388052"	2011	30761.33
"B50067586"	2007	30776.19
"B19179662"	2017	30777.8
"A35753094"	2015	30779
"A08766099"	2007	30800.17
"A28645000"	2014	30811.14
"A43028588"	2012	30820.05
"A48084909"	2007	30821.15
"A08507741"	2007	30822.13
"A78092764"	2016	30823.78
"A28070167"	2015	30824.85
"B08245805"	2016	30830.27
"B33876459"	2011	30850.79
"A28131274"	2015	30852.9
"A08331472"	2014	30854.38
"A08361016"	2013	30865.02
"A58253816"	2015	30877.59
"A09028184"	2010	30880.86
"V95436002"	2015	30887.63
"A46043154"	2010	30888.62
"A03050572"	2014	30896.21
"A58253816"	2016	30900.17
"A28352656"	2007	30906.47
"B78459815"	2012	30907.02
"A28137255"	2008	30909.03
"A27199140"	2015	30913.1
"A42000901"	2013	30915.57
"A28645000"	2015	30916.53
"A14018634"	2010	30920.31
"A08296790"	2007	30926.09
"A50043298"	2017	30927
"A81864498"	2015	30929.92
"A13005384"	2013	30933.35
"A63796395"	2016	30963.28
"A17202375"	2016	30971.15
"A08507741"	2014	30977.41
"A28842003"	2009	30980.08
"A08620056"	2009	30981.71
"B12004818"	2017	30984.67
"A11545795"	2017	30990.58
"A28145498"	2007	30996.93
"A28900975"	2011	31001.54
"A28693166"	2013	31002.46
"A41212572"	2016	31011.5
"A48403927"	2015	31026.37
"A35251727"	2015	31038.26
"B84309616"	2012	31038.91
"A28306868"	2012	31040.97
"A32005746"	2012	31045.59
"A81410227"	2015	31051
"A45010543"	2008	31056
"B33602707"	2014	31074.61
"B36684157"	2014	31082.74
"A08132656"	2010	31086.94
"A78355278"	2011	31087.2
"A28228690"	2012	31093.09
"A63796395"	2015	31097.34
"A28293884"	2007	31110.04
"A33016403"	2011	31115.92
"B08373250"	2007	31134.56
"A36632875"	2016	31141.84
"A08274805"	2007	31141.97
"A20557294"	2014	31145.27
"A01376888"	2017	31154.77
"A24022196"	2007	31160.45
"A06008361"	2007	31163.83
"A46086773"	2008	31167.44
"C28863686"	2007	31169.33
"A08014813"	2008	31174.97
"A14000533"	2007	31179.7
"A50005156"	2012	31185.49
"A08703803"	2016	31190.05
"B03158532"	2012	31192.36
"A06419220"	2016	31196.29
"A57346926"	2016	31199.42
"A28058758"	2014	31203.2
"A03057221"	2013	31204.67
"A81410227"	2014	31210.39
"A31449002"	2010	31214.94
"A46134250"	2013	31215.82
"A06141345"	2017	31219.37
"A41050980"	2017	31238.13
"A01007442"	2007	31240.03
"B31009715"	2007	31246.97
"A28306868"	2010	31251.23
"A03066933"	2010	31253.13
"B46039061"	2014	31262.01
"A28693166"	2012	31264.04
"A58253816"	2014	31265.42
"A08520629"	2016	31270.19
"A31737455"	2017	31284.26
"A26023606"	2011	31301.03
"B96324983"	2014	31315.78
"A38030680"	2011	31318.8
"A78521168"	2015	31337.56
"A20031126"	2017	31342.3
"B46114724"	2017	31343.03
"A28253656"	2014	31352.34
"B81762684"	2016	31353.02
"A36008886"	2014	31353.22
"A26004093"	2013	31354.66
"A31076508"	2017	31355.42
"A28399715"	2016	31360.84
"A03050572"	2016	31367.97
"A08291924"	2007	31369.96
"A08438194"	2012	31373.13
"A28030062"	2008	31378.05
"A03066933"	2017	31378.19
"A48108484"	2013	31381.64
"B19179662"	2016	31384.97
"A17013947"	2017	31387.68
"A08606378"	2012	31388.98
"A28313351"	2012	31393.62
"A28571750"	2013	31394.14
"B96199807"	2008	31406.67
"B38425070"	2009	31415.58
"A08211112"	2014	31419.74
"A79049797"	2017	31424.9
"A78092764"	2017	31426.37
"A81410227"	2017	31434
"A28441269"	2017	31435.83
"A20039426"	2017	31438
"A28030062"	2016	31442.29
"B46039061"	2013	31443.38
"B08194359"	2011	31445
"B38318572"	2009	31446.73
"A36006021"	2009	31451.21
"A28290799"	2008	31459.93
"A17202375"	2011	31467
"A08224081"	2015	31475.25
"A24020828"	2009	31479
"A17019316"	2015	31486
"B59886531"	2010	31487
"A01061373"	2008	31492.92
"B28354355"	2009	31500.43
"A12081790"	2010	31504.25
"A08620056"	2010	31505.88
"B33876459"	2015	31507.64
"A38014098"	2013	31511.57
"B27007897"	2016	31522.36
"A08520629"	2011	31523.74
"A96569207"	2016	31531.55
"A08005688"	2017	31546.03
"A28148898"	2015	31550
"A24015406"	2013	31561.47
"A33126244"	2015	31561.94
"B12003554"	2009	31568.03
"A30032619"	2010	31569.33
"A17034844"	2016	31570.56
"B07039514"	2013	31586.94
"A35091057"	2011	31588.37
"B06013841"	2016	31590.73
"A29003423"	2015	31607.84
"A08199168"	2014	31610.14
"A28313351"	2014	31641.93
"B31009715"	2010	31642.09
"A43019868"	2012	31642.16
"A28518090"	2013	31650.05
"A62035282"	2014	31657.73
"B43029305"	2014	31679.8
"A46066791"	2010	31693
"A08405490"	2014	31694.49
"A28173573"	2008	31698.99
"A29003951"	2009	31707.33
"B63805295"	2014	31707.92
"A81931214"	2011	31711.58
"A83932475"	2011	31712
"B35329077"	2013	31715.17
"F04030672"	2013	31717.97
"A08296790"	2012	31723.85
"A28137255"	2009	31726.22
"A28518090"	2011	31727.85
"B08245805"	2015	31735.1
"A33016403"	2017	31736.93
"B82393778"	2008	31760.12
"B31009715"	2011	31777.4
"A14000533"	2008	31778.07
"A03046125"	2013	31779.33
"B28617256"	2012	31781.69
"A59119917"	2013	31782.65
"A46045936"	2010	31789.01
"A28345148"	2012	31797.83
"A78400603"	2012	31801.58
"A28357093"	2008	31812.4
"A31737455"	2013	31832.52
"A43621416"	2017	31839
"A35610666"	2010	31851.99
"A31072325"	2013	31869.83
"A20020277"	2015	31877.98
"B31009715"	2012	31891.93
"A08331472"	2013	31898.65
"A78092764"	2009	31900.1
"A06141345"	2016	31905.49
"A12003950"	2010	31915.28
"A03040854"	2017	31924.94
"V30558738"	2015	31926.8
"A08132805"	2007	31938.7
"B46023677"	2017	31938.88
"A08132656"	2011	31942.76
"A48110381"	2015	31944.57
"A26010413"	2017	31956.03
"A08270993"	2015	31957.37
"A08507741"	2008	31964.61
"A08078719"	2009	31968.79
"B62916077"	2013	31971.72
"A17019316"	2016	31974
"A03050572"	2015	31978.13
"A50043298"	2014	31988.78
"B46071080"	2012	31993.66
"B45006616"	2012	31996.29
"A40004731"	2014	32002.43
"A15685324"	2009	32006.07
"A31138761"	2017	32009.19
"A35098482"	2013	32013.56
"A28106003"	2015	32014.04
"A48080147"	2008	32023.01
"A27199140"	2013	32035.54
"B60171162"	2017	32037
"A08377046"	2016	32039.61
"A17034844"	2013	32041.8
"B12003554"	2010	32049.69
"B08584989"	2013	32055.89
"A28171601"	2009	32056.33
"B73456147"	2014	32059.82
"B48714133"	2009	32060.57
"B12004818"	2012	32060.93
"B08584989"	2012	32067.22
"B28361350"	2015	32070.96
"A08703803"	2011	32078
"A36008886"	2016	32086.73
"A08132805"	2008	32087.63
"A80352420"	2013	32094.54
"A28435931"	2013	32094.6
"A20039426"	2012	32096
"A85279107"	2015	32097.66
"A46111654"	2015	32108.38
"B30032445"	2017	32123.89
"A28842003"	2012	32127.49
"A28623379"	2011	32128.81
"A82683434"	2007	32130.82
"A28306868"	2011	32132.41
"A48020200"	2009	32134.55
"A08182206"	2008	32134.88
"A28900975"	2010	32143.19
"A08377046"	2017	32148.8
"A59119917"	2016	32153.54
"B38318572"	2010	32153.72
"A08224545"	2008	32160.92
"A08657017"	2009	32164.29
"A48403927"	2017	32182.2
"A07427081"	2012	32191.01
"A28712479"	2014	32207.62
"A07018112"	2017	32209.27
"A08250425"	2008	32213.43
"B01267277"	2014	32213.9
"A33605072"	2009	32214.24
"A08296790"	2010	32221.32
"A08657017"	2011	32221.75
"B82852831"	2011	32222.28
"A35028570"	2014	32225.88
"A08667370"	2015	32230.47
"B78459815"	2011	32243.62
"A31737455"	2015	32251.41
"A14030027"	2016	32251.78
"B08136905"	2017	32252.94
"A08514986"	2013	32267.86
"B30020226"	2011	32275.23
"A46086773"	2009	32288.15
"B31009715"	2013	32289.57
"B08271694"	2008	32295.14
"A46111654"	2017	32296.41
"A14025902"	2017	32300.38
"A28024172"	2017	32300.79
"B37012069"	2008	32303.78
"A07052244"	2013	32308.45
"A38030680"	2016	32314.65
"A08604316"	2009	32318.76
"A41035742"	2009	32322.75
"F04030672"	2012	32323.93
"A15685324"	2008	32337.02
"A08606378"	2013	32337.04
"A08094435"	2014	32340.79
"A53283511"	2015	32340.93
"A46134250"	2015	32365.05
"B19001551"	2015	32379.05
"B08147696"	2013	32382.3
"A33601899"	2011	32384
"A58349929"	2017	32385.96
"A28013894"	2013	32407.07
"A48020200"	2011	32408.07
"B46160842"	2014	32428.96
"B58613076"	2014	32439.54
"B28354355"	2011	32442.46
"B54055140"	2015	32454.44
"A32225419"	2016	32459.63
"B31798929"	2010	32459.97
"A46078267"	2016	32467.34
"A28518090"	2012	32476.08
"B63100150"	2011	32498.33
"A50068923"	2017	32502.21
"A35115856"	2013	32514.94
"B46102364"	2013	32522.67
"B92116979"	2014	32538.65
"A28013894"	2010	32567.51
"A15012305"	2011	32580.8
"A48108484"	2016	32585
"A03046125"	2017	32585.77
"A28131274"	2016	32591.04
"B12006623"	2010	32601.95
"A46019063"	2007	32614.29
"A48093868"	2015	32616.1
"A08199168"	2017	32620.71
"A12010948"	2017	32624.54
"A08373102"	2008	32630.44
"A28400323"	2010	32650.54
"A61713301"	2009	32662
"A39000849"	2011	32662.01
"A21006911"	2008	32670.46
"B46132387"	2012	32670.99
"A35510650"	2014	32674.57
"A28749976"	2011	32679.44
"A48108484"	2014	32680.47
"B12019485"	2013	32681.94
"A36011385"	2011	32683.66
"A79259388"	2014	32694.31
"A17034844"	2015	32706.14
"A36643450"	2010	32708.63
"A01013077"	2017	32709.11
"B96199807"	2007	32709.69
"A08301475"	2013	32711.43
"B27007897"	2011	32714.79
"B33876459"	2014	32722.97
"A24014227"	2012	32726.74
"B83393223"	2014	32728.19
"B43241769"	2008	32736.11
"A29008174"	2010	32736.11
"A43020486"	2014	32736.38
"B28498210"	2013	32738.72
"A08626103"	2013	32741
"A30032619"	2011	32750.2
"A48062418"	2011	32751.17
"A03057221"	2012	32758.08
"A08220014"	2016	32762.33
"B41070020"	2014	32762.57
"B84227461"	2014	32766
"B08147696"	2012	32766.92
"A33689530"	2009	32767.57
"B73070914"	2011	32767.65
"A14030027"	2014	32771.91
"A12329223"	2010	32778.9
"A31082712"	2017	32780.36
"B30000574"	2014	32780.92
"A28171601"	2010	32783.71
"A36602381"	2007	32787.11
"B28250090"	2007	32794.29
"A08211112"	2017	32801.34
"B08245805"	2014	32804.35
"A48080147"	2011	32804.86
"A01010164"	2012	32812.63
"A39000104"	2014	32815.51
"B84598192"	2015	32815.88
"B07985609"	2013	32817.77
"A06388052"	2015	32819.62
"A30023204"	2010	32846.17
"A03021276"	2014	32852.55
"A30005920"	2009	32855.66
"A08005688"	2012	32859.02
"A28313351"	2013	32860.47
"A30005920"	2011	32871.52
"A07061161"	2017	32875.76
"A24015406"	2016	32886.45
"A58394941"	2011	32888.37
"A08296790"	2013	32890.24
"A28923662"	2015	32892
"A46111654"	2016	32905
"A31003304"	2013	32912.49
"A58415779"	2007	32914.51
"A06008361"	2008	32922.57
"A28485761"	2009	32928.82
"A34169144"	2016	32935
"B11050176"	2011	32952.16
"A79259388"	2015	32956.45
"A28427516"	2015	32961.02
"A12323408"	2008	32963.86
"A81824047"	2016	32972.64
"A18291476"	2012	32978.56
"A46055992"	2007	32984.53
"A28475770"	2009	33000.09
"A12017919"	2008	33008.4
"B35329077"	2017	33026.45
"A07013055"	2013	33027.41
"A48002984"	2012	33029.29
"A17011297"	2012	33030.63
"A31737455"	2016	33040.6
"A12001418"	2014	33058.38
"A78092764"	2010	33062.23
"A45017241"	2009	33076.72
"A08301475"	2014	33088.77
"B07039514"	2014	33098.43
"B12003554"	2017	33100.21
"A28019461"	2017	33106
"A08220014"	2017	33120.19
"B12004818"	2013	33123.81
"A20039426"	2016	33126.74
"B31798929"	2015	33134.01
"A79049797"	2016	33138.55
"A46055992"	2008	33139.56
"B46160842"	2013	33146.78
"A30047120"	2017	33148.28
"B12004818"	2010	33153.53
"A60362266"	2007	33163.83
"A38030680"	2012	33174.77
"B31798929"	2011	33184.62
"B60653466"	2014	33195.2
"A43020486"	2016	33199.14
"A46051918"	2013	33208.77
"B79863288"	2010	33218.88
"A02013985"	2007	33220.43
"A28171601"	2011	33232.53
"A18291476"	2013	33233.29
"A46055992"	2009	33234.57
"A24020562"	2013	33239.56
"B12006623"	2017	33259.8
"A58346305"	2011	33264.04
"A20037933"	2012	33274.63
"A14025902"	2015	33275.3
"A24020562"	2016	33275.48
"A47005095"	2008	33285.98
"A33202474"	2011	33290.09
"A08250425"	2007	33295.87
"A20029104"	2007	33309.08
"A02013985"	2010	33328.65
"A12329223"	2011	33340.12
"A12081790"	2011	33342.84
"A58415779"	2009	33357.97
"A28030062"	2012	33386.01
"B12003554"	2016	33386.84
"A08220014"	2013	33407.78
"A78067188"	2011	33414
"B12004818"	2016	33421.73
"A31737455"	2014	33423
"A36614691"	2012	33424.28
"B08265183"	2007	33432.18
"B84598192"	2016	33441.79
"A28313351"	2015	33445.9
"A28290799"	2009	33455.34
"A78389608"	2008	33471.59
"A03057221"	2017	33471.9
"B12019485"	2012	33482.67
"A28518090"	2017	33491.18
"A30005920"	2010	33493.72
"A08131153"	2015	33498
"A08851321"	2017	33499.95
"A48084909"	2008	33511.27
"A30035521"	2013	33517.2
"A08005761"	2017	33518.01
"B12004818"	2011	33518.98
"A35397884"	2009	33527.64
"A13005384"	2012	33530.09
"A06008361"	2012	33530.85
"B20023982"	2011	33536.66
"A29507456"	2016	33538.55
"A14025902"	2014	33540.45
"A17020561"	2012	33542.13
"A33026105"	2014	33548.36
"A08438194"	2013	33554.11
"A20557294"	2011	33559.51
"B50475839"	2013	33561.55
"A08296790"	2008	33561.69
"A43020486"	2015	33568.8
"A79290565"	2015	33574.34
"A35115856"	2012	33582.55
"A23016157"	2008	33587.29
"A32006413"	2017	33596.75
"A28053080"	2014	33597.14
"A15012305"	2012	33598.94
"A28475770"	2008	33600.5
"B08359093"	2007	33603.96
"A12029468"	2009	33606.51
"A78343977"	2017	33607.39
"B15596331"	2012	33613
"B46023677"	2015	33634.96
"B46023677"	2014	33649.12
"A28695021"	2015	33650.82
"A17475203"	2015	33691.65
"A28108447"	2013	33694.77
"B12019485"	2010	33705.71
"A07013907"	2008	33708
"A33202474"	2012	33719.11
"A33605072"	2012	33739.05
"B28354355"	2012	33751.27
"A46104485"	2010	33756.99
"A28058758"	2013	33758.49
"A17475203"	2017	33783.5
"A45562329"	2017	33790.2
"A73093734"	2014	33793.09
"A32006413"	2016	33796.65
"B36007904"	2007	33800.32
"A17475203"	2016	33804.55
"A30013791"	2017	33817.52
"A31138761"	2007	33829.76
"A28518090"	2014	33834.43
"A50032002"	2015	33837.62
"A14022099"	2015	33838.69
"V82171133"	2014	33841.86
"B31009715"	2016	33845.02
"B08245805"	2013	33846.18
"A08005688"	2013	33869.85
"A28173573"	2010	33870.93
"A30023204"	2009	33876.89
"A29008174"	2011	33891.16
"A15685373"	2013	33907.36
"A20557294"	2016	33908.13
"A45015872"	2012	33908.35
"A08131153"	2010	33909
"A12105029"	2014	33913.11
"B19001551"	2011	33918.24
"A28306868"	2013	33932.92
"A04017497"	2017	33933.18
"A33608563"	2017	33933.45
"A02003754"	2008	33943.36
"B38318572"	2016	33955.61
"B63100150"	2012	33957.93
"B31067697"	2012	33963.61
"A30032619"	2012	33971.1
"A58415779"	2011	33977.76
"B12003554"	2011	33991.04
"A17020561"	2013	33994.72
"A28033702"	2009	34007
"A08657017"	2010	34009.43
"A28449569"	2015	34010.7
"A28253656"	2015	34011.72
"A48037592"	2007	34019.1
"B17228081"	2014	34023.42
"A38473724"	2015	34025.15
"A30041834"	2013	34037.08
"A14025902"	2013	34037.11
"B31850977"	2014	34040.21
"B27007897"	2012	34048.16
"B82988825"	2016	34058.29
"A47005095"	2009	34064.97
"B12008397"	2013	34082.85
"A58415779"	2008	34084.62
"A46089819"	2012	34087.95
"A28131274"	2017	34090.9
"A39000849"	2012	34094.18
"A33615980"	2012	34098.12
"B08245805"	2012	34101
"A58349929"	2016	34114.57
"A33202474"	2010	34121.59
"A43015338"	2015	34124.63
"A08703803"	2012	34125
"A35735083"	2012	34133.36
"A38024907"	2012	34133.78
"A02013985"	2008	34141.54
"A28164374"	2009	34154.88
"B03158532"	2013	34157.25
"B12002457"	2010	34164.7
"A14025902"	2012	34165.66
"A28137255"	2010	34166.8
"A28379816"	2012	34167.4
"B31009715"	2014	34183.36
"B08265183"	2008	34187
"B38318572"	2011	34211.09
"A15506934"	2015	34214.14
"A48020200"	2010	34218.62
"A30029862"	2012	34219.32
"A08520629"	2010	34224.15
"A28173573"	2015	34227.22
"A28019461"	2012	34250
"B46164463"	2012	34252.87
"B36007904"	2008	34271.23
"A03063583"	2012	34274.77
"A08274805"	2008	34278.29
"A08224107"	2017	34278.92
"A47005095"	2007	34298.19
"A36632875"	2017	34308.56
"A20037933"	2013	34311.67
"A28228690"	2015	34317.91
"A14025902"	2016	34320.5
"A01007442"	2010	34328.05
"B27013382"	2016	34331.31
"A08224545"	2009	34334.25
"B18751461"	2016	34336.73
"A33016403"	2016	34355.05
"A07018112"	2015	34355.16
"A31000441"	2015	34357.12
"A36632875"	2015	34374.17
"A14030027"	2017	34382.18
"A47010095"	2008	34386.21
"A58349929"	2015	34387.64
"B20023982"	2013	34395.5
"A24022196"	2013	34418.19
"A58415779"	2010	34431.48
"A96569207"	2017	34443.26
"A35251727"	2014	34457.57
"A28228690"	2013	34458.71
"A28449569"	2013	34462.2
"A35753094"	2014	34464.21
"A38645214"	2011	34465.7
"A50043298"	2015	34466.16
"A28842003"	2013	34483.27
"A08131153"	2017	34484
"A28171601"	2012	34485.54
"A08626103"	2014	34493
"A28253656"	2016	34507.97
"A28030062"	2013	34508.07
"A32006413"	2010	34517.2
"A29507456"	2017	34534.48
"A08361016"	2015	34539.61
"A60401585"	2017	34544
"A30005920"	2007	34544.17
"A28313351"	2016	34567.86
"B96199807"	2011	34569.6
"B01376615"	2013	34570.32
"A79939112"	2008	34578.85
"B11050176"	2015	34591.09
"A08626103"	2017	34596.11
"B12019485"	2011	34603.89
"A12329223"	2012	34607.71
"A46045936"	2017	34623.41
"A48080147"	2013	34625.29
"B41591165"	2011	34633.16
"A08703803"	2015	34634.7
"A79259388"	2013	34636.58
"B27013382"	2015	34637.46
"A24022196"	2011	34638.73
"B82988825"	2017	34638.8
"A06014930"	2016	34657.22
"A34169144"	2015	34664
"A30017438"	2007	34674.03
"A35510650"	2013	34676.17
"A08014813"	2009	34677.8
