nif	year	deudores
"A08257529"	2007	7160.99
"A33606534"	2017	7162.059
"A41069352"	2012	7163.577
"A58394941"	2010	7164.558
"A46078267"	2012	7164.89
"B08013963"	2008	7166.406
"A60045903"	2009	7167
"B96246350"	2012	7169.074
"B45493707"	2012	7171.184
"B50475839"	2008	7173.51
"A36621522"	2012	7174.543
"B58075136"	2013	7175.682
"A08146870"	2007	7176.079
"A26020198"	2015	7176.102
"A48110381"	2008	7176.172
"A43019868"	2012	7176.389
"A01008234"	2012	7176.781
"B08407322"	2009	7176.917
"A28623379"	2013	7179.177
"A48547558"	2015	7180.71
"A27199140"	2012	7181.015
"B57175283"	2017	7182.42
"A48077184"	2010	7182.437
"A08851321"	2010	7183.979
"A46068284"	2012	7184
"A08066300"	2015	7185.289
"A80762602"	2014	7185.32
"A28037240"	2011	7188.686
"A28720795"	2017	7190.291
"A59990580"	2014	7191.774
"A28374148"	2013	7192.134
"A48006423"	2014	7192.917
"B38022570"	2012	7195.923
"B73108755"	2012	7196.076
"B28341790"	2016	7196.551
"A46047965"	2016	7198.348
"A05007687"	2013	7202.642
"A08270993"	2012	7202.869
"B08373250"	2014	7203.091
"A47438262"	2008	7203.482
"A46105508"	2008	7203.771
"B96990015"	2016	7205.069
"A31138761"	2014	7205.436
"A12283388"	2011	7205.538
"A08106031"	2008	7206.81
"B96906375"	2015	7206.942
"A60401585"	2015	7208.219
"B30044440"	2011	7208.336
"B41007576"	2013	7208.406
"A31069321"	2011	7208.69
"A27014430"	2014	7212.615
"A41010521"	2009	7213.794
"A07032030"	2011	7214.647
"A03046125"	2015	7214.984
"A33604406"	2013	7216.895
"B03087293"	2013	7218.516
"A46051918"	2012	7219.381
"B46132387"	2009	7219.889
"B46070728"	2015	7220.14
"A31138761"	2015	7221.523
"A20037933"	2008	7222.201
"A20039426"	2016	7224.932
"A08952012"	2017	7225.788
"A28012656"	2014	7228.026
"B58779018"	2014	7229.22
"A28399434"	2009	7230.802
"B46114724"	2009	7231.045
"A30023295"	2013	7231.458
"B31065980"	2013	7232.222
"A28900975"	2008	7234.105
"A28693166"	2015	7234.362
"A08091894"	2013	7235.021
"A12081790"	2008	7235.226
"A15007727"	2017	7235.625
"A03036373"	2007	7237.992
"A28357903"	2011	7240.168
"A08069809"	2011	7247
"A07016991"	2011	7247.38
"A08851321"	2009	7248.902
"B81760829"	2014	7251.361
"A08186074"	2016	7252.843
"A08372351"	2016	7253.551
"A30023204"	2012	7255.489
"B46114724"	2017	7255.698
"A46047965"	2011	7256.114
"A01002864"	2011	7256.306
"A08375545"	2013	7257.081
"A48025845"	2007	7257.566
"A46151973"	2008	7258.008
"A61427183"	2015	7258.9
"B30033666"	2012	7259.637
"B31850977"	2014	7260.057
"A12021390"	2015	7260.387
"A42001305"	2017	7261.206
"B28623593"	2015	7261.619
"A36060754"	2013	7261.699
"A28814135"	2017	7262
"B35018332"	2013	7263.695
"A36011385"	2008	7268.89
"A28674968"	2013	7270.499
"A08209538"	2012	7270.528
"A48073274"	2014	7270.994
"A28085520"	2009	7272.084
"B21365630"	2015	7273.312
"B22003099"	2016	7277.623
"B78077724"	2011	7278
"A08136806"	2017	7278
"B46114724"	2008	7280.383
"F28698488"	2013	7281.559
"A48093421"	2014	7282.097
"A31003304"	2007	7284.579
"A36014595"	2017	7285.813
"A20557294"	2009	7287
"B38004966"	2012	7287.264
"A58394941"	2014	7287.632
"A41022609"	2015	7287.92
"A15506934"	2016	7289.051
"A36014595"	2009	7289.286
"B28059012"	2011	7290.136
"B08584989"	2009	7291.467
"A08574881"	2016	7291.586
"B08584989"	2017	7293.021
"A26021527"	2013	7293.895
"A28547115"	2014	7294.087
"A14023139"	2008	7296.596
"A28427516"	2011	7299.296
"F46028072"	2017	7300.671
"B91235622"	2011	7301.158
"A08646200"	2013	7302.927
"A28510246"	2014	7303.522
"A08737249"	2015	7303.598
"A08186074"	2017	7305.074
"A59320143"	2007	7307.879
"B63149637"	2013	7309
"B08282337"	2010	7309.524
"A36600500"	2017	7309.583
"A03024809"	2009	7310
"A08436214"	2016	7310.532
"A17018052"	2009	7311.996
"A50057322"	2007	7312.452
"A09021833"	2012	7313.465
"A36600500"	2012	7313.71
"A08555344"	2013	7314.017
"F49006554"	2007	7314.55
"B38008983"	2013	7314.97
"A08574881"	2013	7314.984
"A38018404"	2008	7315.39
"A46043154"	2010	7316.719
"A43019868"	2015	7317.293
"A08061590"	2016	7317.857
"A26004093"	2007	7318.84
"B41070020"	2011	7319.838
"A08700197"	2017	7322.168
"A08042764"	2016	7325.977
"A29051067"	2013	7326.207
"A28324630"	2014	7328.272
"B46115838"	2016	7329.031
"F50561091"	2009	7330.053
"A46051918"	2010	7330.605
"B46071080"	2008	7330.67
"A08404212"	2012	7330.74
"A28552149"	2014	7331.35
"A20165650"	2015	7332.337
"A28552149"	2012	7333.502
"A28173573"	2007	7334.325
"A03033164"	2009	7334.81
"A08154650"	2007	7335.49
"B46115838"	2012	7338
"A41010521"	2008	7339.736
"B28250090"	2007	7339.847
"A08304628"	2015	7340.094
"B28341790"	2008	7342.14
"A22001721"	2010	7342.218
"A50027929"	2008	7344.495
"B46164463"	2011	7344.964
"A23016157"	2010	7346.03
"B45006616"	2009	7347.861
"A48073274"	2010	7352.465
"A30033898"	2015	7352.604
"A38024907"	2007	7352.696
"A36614691"	2017	7354.283
"A78990603"	2017	7355
"A59202853"	2008	7355.134
"B73212417"	2015	7355.153
"A08373102"	2011	7356.838
"A60850500"	2015	7357.242
"B47531462"	2015	7357.705
"A43016757"	2017	7358.237
"A48073274"	2009	7360.175
"A48080881"	2016	7361.913
"A08270993"	2011	7361.946
"A31061401"	2011	7362.308
"B58779018"	2015	7362.951
"A28487601"	2017	7362.964
"A27199140"	2015	7363.102
"B83045674"	2010	7364.823
"B08013963"	2009	7367.13
"A03063583"	2017	7368.477
"A28216992"	2016	7369.018
"A46068284"	2014	7371
"A59736686"	2017	7371.271
"A46043154"	2014	7371.488
"A18024919"	2012	7372.344
"A38003844"	2009	7373.383
"B63805295"	2017	7374
"A82275306"	2012	7374
"A28216992"	2010	7374.936
"A28579373"	2015	7375.311
"A30038764"	2013	7378.787
"A38023925"	2017	7379.649
"A39000187"	2013	7379.73
"A30041834"	2013	7382.583
"A22009492"	2011	7382.739
"A17055153"	2011	7383.927
"A28400323"	2010	7385.624
"A79259404"	2007	7385.77
"B30331573"	2015	7386.406
"A14023139"	2007	7387.14
"A03057221"	2011	7387.214
"A41048489"	2016	7387.834
"A15506934"	2017	7389.699
"A48226047"	2014	7391.761
"A80352420"	2013	7392.413
"A22008106"	2013	7392.853
"A45018223"	2013	7393.509
"A29027901"	2013	7395.207
"B11415387"	2013	7396.169
"B35597020"	2010	7397.233
"A35009992"	2009	7397.243
"A23010200"	2016	7397.678
"A60045903"	2014	7400
"A09007089"	2015	7400.852
"A28013894"	2016	7401.107
"A08126492"	2012	7401.562
"B96952635"	2013	7401.635
"A11606134"	2012	7402.104
"B46102364"	2012	7402.674
"B30558290"	2007	7404.026
"A33025719"	2016	7405.055
"A08639643"	2007	7405.678
"A30022909"	2012	7406.774
"B45006616"	2007	7407.37
"B30044440"	2016	7408.316
"B31065212"	2012	7409.438
"A48840359"	2015	7411
"A41008640"	2007	7411
"A17034844"	2017	7411.781
"A78320736"	2015	7413
"A17013913"	2011	7413.959
"A08440323"	2016	7414.234
"B24007049"	2010	7414.904
"A04007811"	2012	7414.957
"A28145191"	2009	7418.457
"A08126492"	2011	7418.957
"A47214424"	2017	7419.953
"B50047091"	2014	7421.42
"A01013077"	2007	7421.731
"F20025441"	2008	7422
"B25436122"	2014	7422.469
"A11606134"	2010	7422.797
"B46114724"	2015	7423.32
"A30033898"	2012	7424.926
"B83541912"	2017	7425.255
"A03017308"	2008	7425.328
"B82175001"	2008	7428.596
"A08560179"	2009	7429.646
"A24056319"	2013	7429.759
"B58075136"	2012	7433.655
"B96990015"	2015	7434.886
"A28333490"	2013	7435.896
"A08277014"	2009	7436.991
"A03033164"	2010	7440.669
"A82683434"	2007	7440.682
"B12020194"	2014	7440.8
"A28295806"	2011	7443.256
"B12015210"	2011	7443.933
"A41069352"	2014	7445.701
"A08277014"	2012	7445.789
"A31082712"	2009	7446.427
"B08147696"	2007	7448.99
"B32001687"	2011	7449.452
"V41812744"	2012	7450.931
"B36008555"	2013	7454.898
"A33006644"	2014	7456.093
"A45017241"	2014	7456.6
"A30033898"	2009	7457.176
"A28193209"	2016	7457.633
"A28145191"	2011	7458.1
"A28662005"	2017	7458.189
"A36602381"	2013	7460.738
"A08290405"	2017	7461.575
"A08005688"	2010	7464.37
"A78020732"	2009	7464.827
"B35597020"	2011	7465.75
"B12004818"	2007	7466.102
"A36614691"	2016	7466.82
"B60653466"	2009	7468.067
"B37015526"	2014	7469.449
"A03024809"	2012	7470
"A12081790"	2016	7470.471
"A28145191"	2010	7471.351
"A31138761"	2010	7474.296
"A33606534"	2008	7474.45
"A04012258"	2017	7476.566
"B50001874"	2016	7477.469
"A28112555"	2009	7479.426
"B36623148"	2014	7479.737
"B28543023"	2015	7481.588
"A15000391"	2010	7482
"A08075293"	2009	7483.509
"A07066467"	2014	7483.666
"A30041719"	2008	7485.838
"A46036380"	2007	7486.618
"A14030027"	2012	7487.893
"A07013055"	2016	7487.9
"B07029465"	2011	7488.278
"B46114724"	2010	7491
"B03020914"	2013	7491.147
"A11605409"	2014	7491.341
"A84534874"	2013	7492.284
"A28202075"	2007	7492.57
"A43019868"	2017	7493.052
"B41007576"	2014	7493.64
"A08005688"	2011	7494.392
"A41920943"	2011	7495.558
"B35006360"	2013	7495.806
"A78753514"	2013	7496.438
"A46170080"	2012	7496.503
"B46166013"	2007	7496.771
"A23008857"	2010	7497.35
"A33601899"	2011	7498
"A48080881"	2014	7499.051
"A07066467"	2013	7499.376
"B08423246"	2015	7502.782
"A01012830"	2010	7503.787
"A04007811"	2011	7504.484
"A46066825"	2011	7506.002
"A45017241"	2012	7508.31
"A84534874"	2014	7509.005
"A46043154"	2009	7509.356
"A78092764"	2014	7510.014
"A12001418"	2015	7511.093
"A29030715"	2009	7511.765
"V12465118"	2013	7513.802
"B41070020"	2010	7517.778
"B12536934"	2008	7517.92
"B11024262"	2017	7519.79
"B36008555"	2012	7520.658
"A31037294"	2015	7521.409
"B46114724"	2014	7523.185
"A08704520"	2016	7523.561
"A41048489"	2014	7523.849
"B19179662"	2015	7525.045
"B60241437"	2012	7525.175
"F43393065"	2008	7525.69
"B96324983"	2014	7525.781
"A78020732"	2010	7526.409
"A30013791"	2008	7527.542
"A28577864"	2014	7527.56
"B35018332"	2017	7528.658
"A29005782"	2015	7529.472
"A60401585"	2013	7529.559
"B61395497"	2009	7529.742
"A07026651"	2016	7529.956
"A41048489"	2017	7530.599
"B08284002"	2012	7530.859
"B41042698"	2016	7531.256
"A08157737"	2016	7535.395
"B11050176"	2015	7535.496
"A08513541"	2012	7535.892
"A41010521"	2010	7537.054
"B30034573"	2016	7537.809
"A28374148"	2009	7538.429
"B35110410"	2015	7538.626
"A08270993"	2010	7538.669
"A22009492"	2012	7539.259
"A31076508"	2016	7539.288
"B12536934"	2007	7539.4
"F30046411"	2016	7541.646
"B46069654"	2012	7544.348
"B17017237"	2013	7544.511
"A05007687"	2016	7545.179
"A28341055"	2007	7547.155
"A41010521"	2011	7548.219
"A08334906"	2011	7549.048
"A62400718"	2012	7549.141
"B27013713"	2015	7552.132
"A28617801"	2008	7554.283
"B22004113"	2007	7554.456
"B28543023"	2014	7555.055
"B61395497"	2010	7555.13
"A33013202"	2016	7555.552
"B32001687"	2009	7555.813
"B41591165"	2012	7557.116
"A08189359"	2008	7559.38
"A79047916"	2014	7559.724
"A17013913"	2014	7560.513
"A08562910"	2014	7561.06
"B46114724"	2016	7561.133
"B46102364"	2014	7562.9
"B38008983"	2014	7565.907
"A78092764"	2013	7566.406
"B12004818"	2008	7566.994
"A28636025"	2017	7567.134
"A46965034"	2016	7568.754
"A50042027"	2012	7569.513
"B27013382"	2013	7569.898
"F43393065"	2014	7571.054
"B01267277"	2009	7571.384
"A48092886"	2011	7572.589
"A17019316"	2014	7573
"A79259388"	2014	7573.538
"B31065212"	2014	7577.27
"A20574380"	2017	7578
"A03012614"	2010	7579.348
"B62173604"	2011	7581
"A59990580"	2016	7581.864
"A43019868"	2016	7582.117
"A08075293"	2011	7582.296
"B28222487"	2017	7585.115
"A46134250"	2015	7585.472
"B08147696"	2013	7585.523
"A12001418"	2012	7585.541
"A15012305"	2010	7585.958
"B46115838"	2015	7586.811
"A08257529"	2011	7587.018
"A46226122"	2013	7589.981
"A80652423"	2015	7593.395
"A01013077"	2017	7594.26
"B38008983"	2017	7595.141
"A48095822"	2016	7596.196
"A32006413"	2016	7597.466
"A04006417"	2012	7597.861
"A07018112"	2009	7599.248
"A38019543"	2016	7599.607
"A30036933"	2013	7600.514
"A07066467"	2016	7601.094
"A08200313"	2015	7603.534
"A48092886"	2016	7603.586
"A17045204"	2008	7604.124
"A33036880"	2017	7604.68
"A39027917"	2014	7606.843
"A08209538"	2013	7608.772
"A46066825"	2010	7609.531
"B32001687"	2016	7610.092
"A17020561"	2008	7610.666
"A12081790"	2009	7612.932
"B78908605"	2016	7613.577
"A08572729"	2016	7614.741
"B32001687"	2008	7615.38
"B28148773"	2015	7615.516
"A28058758"	2011	7615.713
"B18018176"	2013	7617.093
"A48064182"	2008	7618.68
"B08282337"	2013	7619.364
"B46135364"	2009	7620.008
"A28145498"	2014	7620.731
"A41037672"	2010	7622.307
"B03051927"	2012	7622.6
"A84039338"	2014	7623.315
"A12323408"	2016	7623.602
"A33601899"	2008	7624.29
"A28524726"	2017	7625.278
"A15590904"	2015	7626
"A08146870"	2009	7626.134
"A28096378"	2015	7628.487
"A08555344"	2014	7632.819
"A28494896"	2014	7634.188
"B14030720"	2010	7634.305
"B32001687"	2013	7636.073
"A46139937"	2014	7636.221
"A46151973"	2010	7636.45
"A28642122"	2012	7636.528
"A01000249"	2010	7637.651
"A28693166"	2011	7638.594
"B11050176"	2017	7638.9
"A17013913"	2012	7640.167
"A26004093"	2014	7640.262
"A08555344"	2016	7640.91
"B45006616"	2010	7646.092
"A20806329"	2016	7646.315
"B38008983"	2015	7646.366
"A08551061"	2017	7646.57
"A28013894"	2017	7647.982
"A46139937"	2015	7648.278
"A30023204"	2013	7648.374
"A28475770"	2016	7649.89
"B46164679"	2015	7650.596
"A28053080"	2013	7652.289
"A08220014"	2008	7654.592
"A46078267"	2009	7654.86
"A46131520"	2016	7655.039
"A08094567"	2011	7655.5
"A46965034"	2015	7656.366
"A35040831"	2016	7657.226
"B81231516"	2012	7657.868
"A08181067"	2013	7658.344
"A32006215"	2010	7659.497
"A08222465"	2014	7660.437
"A38003844"	2010	7660.45
"A59990580"	2015	7660.91
"A22271209"	2015	7662.422
"B08961393"	2012	7665.794
"A80352420"	2012	7666.958
"B48059786"	2010	7667.661
"B28341790"	2009	7670.612
"A38024345"	2013	7671.867
"B37012069"	2008	7672.26
"A03057221"	2015	7672.725
"A58907015"	2008	7674.673
"A46036380"	2008	7677.603
"A50000876"	2015	7677.834
"A36600500"	2014	7678.541
"A13002134"	2008	7678.796
"A58907015"	2011	7680.091
"A36621522"	2011	7680.67
"B46148797"	2010	7686.343
"A15052376"	2008	7686.75
"A30041834"	2009	7688.466
"A33604406"	2015	7689.156
"A46965034"	2014	7690.016
"A27199140"	2017	7693.465
"A20031126"	2014	7693.581
"A08117806"	2007	7696.8
"A50034024"	2008	7697.156
"A22008106"	2009	7699.75
"A08952012"	2009	7702.883
"B08147696"	2011	7704.55
"B78459815"	2008	7705.409
"A38015459"	2014	7705.838
"A08340267"	2017	7707.458
"A08198392"	2010	7707.943
"A30012645"	2014	7708.014
"A34009936"	2013	7709.458
"A08291924"	2007	7709.818
"B11469491"	2009	7712.558
"A08094567"	2013	7717.338
"A08952012"	2016	7721.141
"B96990015"	2010	7721.846
"B17229675"	2012	7722.482
"B07029465"	2008	7722.563
"A08375537"	2014	7722.69
"A38003844"	2011	7723.576
"A28670313"	2016	7725.769
"A31038839"	2011	7725.77
"A28051597"	2017	7726.16
"A28440576"	2013	7726.707
"A28523066"	2013	7727
"A01000249"	2013	7728.253
"V30558738"	2017	7728.362
"B08282337"	2014	7728.404
"A08340267"	2012	7728.684
"A46111654"	2017	7730.576
"A41050980"	2012	7730.878
"A28112555"	2015	7732.519
"A08737249"	2009	7733.241
"B47011374"	2010	7733.888
"A26297663"	2007	7734.237
"B27013713"	2016	7735.2
"A31138761"	2011	7736
"B02011641"	2017	7736.766
"A81527095"	2016	7736.858
"B46115838"	2011	7738
"A46131769"	2010	7738.412
"B17017237"	2016	7739.657
"A47010095"	2009	7743.381
"A28057008"	2016	7743.599
"A28359073"	2007	7744.56
"A38473724"	2011	7746.266
"B17593633"	2012	7749.984
"B11024262"	2014	7753.93
"B96199807"	2016	7754
"A28410850"	2017	7755.615
"B04028734"	2012	7756.166
"A33024852"	2014	7758.585
"A58907015"	2009	7759.5
"B08499410"	2014	7760.741
"A08493306"	2008	7763.752
"B96246350"	2013	7764.611
"B24007049"	2008	7764.927
"A08737249"	2008	7765.166
"A22008106"	2008	7765.86
"B48771711"	2012	7766.238
"A34009936"	2012	7767.726
"A28842003"	2014	7767.971
"A28427516"	2008	7768.526
"A48092886"	2012	7770.855
"B37012069"	2007	7773.8
"A28117026"	2007	7773.85
"B28670602"	2017	7774.912
"A43025618"	2011	7776.469
"A34009936"	2015	7777.512
"A07905573"	2011	7777.753
"B03002441"	2008	7778.587
"A30033898"	2016	7778.945
"A81410227"	2017	7780
"A03036373"	2013	7780.36
"A38000485"	2011	7782
"A08094567"	2017	7782.779
"A08612061"	2008	7782.815
"A08404212"	2013	7782.822
"A08704520"	2012	7783.509
"A08135139"	2014	7783.71
"A41069352"	2017	7788.167
"A08595324"	2016	7788.879
"A28712479"	2015	7788.984
"A08106031"	2010	7789
"A08572729"	2015	7789.371
"A43028588"	2017	7789.495
"B64555980"	2016	7790.122
"A08136806"	2016	7791
"A31082712"	2014	7792.111
"A11606134"	2013	7792.799
"A48077184"	2011	7793.5
"B79863288"	2008	7795.84
"A61427183"	2016	7796.246
"A28399434"	2015	7797.27
"A12001418"	2014	7797.344
"A20031126"	2013	7797.523
"F43393065"	2015	7797.959
"A04016952"	2017	7798.994
"A35012012"	2012	7799.209
"A78428596"	2015	7799.46
"A08555344"	2015	7799.512
"A07066467"	2015	7799.854
"A08572729"	2013	7801.938
"B35110410"	2016	7804.295
"B30365712"	2016	7804.54
"A08149668"	2015	7805.197
"A46151973"	2014	7806.636
"V43661891"	2015	7809.056
"A27014430"	2011	7809.189
"A58393778"	2008	7810.702
"A29018207"	2008	7812.816
"B08147696"	2008	7812.906
"B12018008"	2014	7812.957
"A30036933"	2014	7813.926
"A08181067"	2008	7814.87
"A30029862"	2013	7816.846
"A41035742"	2008	7817.285
"A11606134"	2011	7821.759
"A12003950"	2009	7822.173
"B41621038"	2015	7822.562
"A28614790"	2014	7822.66
"A60850500"	2014	7822.871
"A48114318"	2014	7825.791
"A81047375"	2017	7826
"A63746275"	2016	7826.39
"A24011165"	2014	7827.207
"A14020713"	2013	7827.213
"A81931214"	2007	7827.67
"B28126019"	2012	7833.51
"A08572430"	2013	7836.051
"A24020562"	2007	7836.218
"A03012614"	2011	7836.344
"B39008404"	2014	7836.656
"A08094435"	2009	7837.136
"A28475770"	2009	7837.427
"A50000876"	2017	7838.416
"A08737249"	2007	7840.16
"A36611903"	2016	7840.268
"A29027901"	2014	7842.339
"A08146730"	2007	7843.201
"A08334906"	2017	7843.395
"F25002338"	2015	7843.995
"A15032196"	2015	7844.645
"A35009992"	2007	7844.818
"A41037672"	2015	7847.31
"A58349929"	2010	7851.241
"A48093868"	2007	7851.391
"A46078267"	2014	7851.797
"B46071080"	2010	7856.218
"A08560179"	2010	7856.99
"F20025441"	2010	7857
"A46068284"	2008	7858
"A24020828"	2007	7858.05
"A32226037"	2009	7859.099
"F06139109"	2017	7859.47
"A03005154"	2010	7862.152
"A28145498"	2010	7865.499
"A23016157"	2015	7865.755
"A33008921"	2010	7865.806
"A08577215"	2014	7865.962
"B58222548"	2013	7871.783
"B39026604"	2014	7872
"A45011103"	2017	7872.371
"A03012614"	2012	7872.654
"A48077184"	2012	7874.607
"B08573909"	2013	7875.603
"B24007049"	2007	7876.013
"A28614790"	2013	7876.08
"A79092573"	2015	7877
"A08126492"	2014	7877.074
"A08277014"	2010	7878.76
"A08612061"	2007	7879.38
"A41017161"	2010	7879.505
"A41762386"	2011	7880.655
"A46131769"	2012	7881.463
"A50030543"	2016	7881.907
"A03033164"	2013	7882.733
"B08284002"	2016	7884.772
"B58075136"	2011	7887.699
"A47025895"	2014	7889.466
"A04119293"	2009	7889.742
"A48121826"	2014	7890.835
"A28117026"	2008	7890.9
"B28127447"	2009	7892.812
"A28024172"	2012	7894
"B83045674"	2013	7894.833
"A22001721"	2009	7894.896
"A28112555"	2010	7895.759
"A03035417"	2014	7896.369
"A46131769"	2014	7897.533
"A28889939"	2011	7897.735
"A29018207"	2014	7897.911
"A17013269"	2011	7903.541
"A41037672"	2014	7905.56
"A38027637"	2009	7906.133
"A46139937"	2013	7906.586
"A36600500"	2010	7906.97
"A20039426"	2017	7907
"A08331472"	2015	7909.313
"B03010634"	2011	7909.372
"A47214424"	2016	7910.894
"A07016991"	2012	7912.203
"A08091894"	2017	7915.514
"V30405880"	2009	7916.088
"A03033164"	2014	7919.105
"A46066825"	2014	7919.952
"A28668127"	2017	7921.02
"A32006215"	2008	7921.133
"B92217975"	2012	7925.73
"A24011165"	2010	7926.589
"A28085520"	2010	7926.709
"B04018495"	2013	7927.431
"A08200313"	2007	7930.82
"A50005156"	2010	7931.714
"A08135139"	2013	7932.119
"A08126492"	2010	7934.044
"B73212417"	2010	7935.167
"B46043238"	2013	7935.778
"B12681060"	2012	7936.264
"A08563769"	2014	7936.718
"A34169144"	2016	7937
"A26015503"	2014	7939.652
"A33018425"	2009	7941.98
"A08135139"	2015	7943.441
"A46160701"	2013	7943.447
"B46115838"	2017	7945.056
"A08591075"	2016	7945.916
"B46114724"	2013	7946.284
"A58393778"	2014	7949.556
