nif	year	bai
"A28556504"	2011	1899.474
"B81231516"	2008	1899.593
"A07010937"	2007	1900.679
"A33126244"	2014	1900.718
"B35329077"	2010	1901.213
"A08565285"	2011	1901.226
"A43015338"	2007	1901.594
"A28711893"	2009	1901.71
"A28189082"	2012	1902.662
"B83541912"	2013	1902.85
"A28033702"	2015	1903
"B95087482"	2012	1903
"A39007729"	2009	1903.226
"A28440576"	2011	1903.754
"B19179662"	2009	1904.085
"A43028588"	2010	1904.245
"A33025719"	2011	1904.29
"A08238578"	2016	1904.717
"A28559474"	2011	1904.935
"A33026105"	2017	1905
"B08194359"	2009	1905
"B31694912"	2017	1905.093
"A45010204"	2012	1905.11
"A16008294"	2014	1905.31
"B03100831"	2014	1905.654
"A28842003"	2008	1906.262
"A46068318"	2009	1906.511
"B50030964"	2013	1906.673
"B43009091"	2015	1907.01
"A28900975"	2011	1907.076
"A20031126"	2015	1907.697
"B37014388"	2009	1907.957
"A16008294"	2011	1907.986
"A04006417"	2013	1907.988
"A08203887"	2007	1908.141
"A08270993"	2012	1908.476
"A07012826"	2010	1908.565
"A48002984"	2015	1908.678
"B12007456"	2014	1908.885
"A48108484"	2008	1909.54
"A35046572"	2008	1911.134
"A20039426"	2008	1912
"B46090791"	2015	1912.089
"A08334906"	2013	1912.625
"B12536934"	2008	1914.054
"B58875048"	2012	1914.064
"A15010564"	2007	1914.52
"A33025719"	2013	1914.91
"A41002544"	2014	1915.176
"A81047375"	2011	1916
"A46111654"	2009	1916.051
"B28270411"	2009	1916.204
"A31001266"	2014	1917.858
"B83257295"	2017	1918.082
"A18006569"	2014	1918.453
"A41053927"	2014	1918.992
"B08156036"	2013	1919.528
"A08126492"	2010	1920.393
"A36605772"	2009	1920.431
"A18020271"	2015	1920.813
"A17202375"	2008	1921
"B38318572"	2013	1922.137
"A28440576"	2017	1922.189
"A27005834"	2007	1922.36
"A36621522"	2012	1923.254
"A39007729"	2013	1923.555
"A08278731"	2013	1923.948
"A35018696"	2016	1924
"A08404253"	2016	1924.857
"A59382762"	2012	1925.008
"B30603229"	2010	1925.055
"A08496473"	2016	1925.554
"A08225278"	2009	1925.666
"A82501545"	2011	1925.775
"A31030901"	2016	1926
"B46039061"	2009	1926.355
"A28126274"	2010	1926.407
"A28145498"	2009	1926.945
"A14030027"	2015	1927.193
"A36014595"	2007	1928.577
"A28190973"	2008	1928.602
"A81931214"	2016	1928.801
"A01013077"	2015	1929.174
"B31078058"	2014	1929.204
"A43020486"	2014	1929.317
"B08078396"	2007	1929.71
"A08224081"	2007	1930.77
"A28033702"	2012	1931
"A08135139"	2012	1931.235
"A29035896"	2011	1932.526
"B60241437"	2013	1933.326
"A39022124"	2015	1933.896
"A17019316"	2009	1933.936
"B46069654"	2016	1934.055
"B08156036"	2012	1934.246
"A28451649"	2017	1934.439
"A26010413"	2007	1935.132
"A08496473"	2009	1935.272
"A17014523"	2011	1935.825
"B59886531"	2012	1936
"A20574380"	2012	1936.186
"A01006055"	2013	1936.377
"B08156036"	2010	1936.712
"A31003304"	2017	1936.768
"A46051918"	2012	1936.895
"A50038959"	2014	1937.09
"A46044814"	2013	1937.212
"A28058758"	2016	1937.67
"B14030720"	2012	1937.998
"A28126274"	2011	1938.083
"A28293884"	2009	1938.592
"A78018421"	2013	1940
"A43015338"	2009	1940.103
"A50032002"	2017	1940.677
"A28720795"	2012	1942.621
"A08154650"	2013	1942.773
"B46191094"	2012	1943.494
"A48093538"	2017	1944.134
"A14030027"	2013	1944.863
"A08225278"	2013	1944.931
"B35015262"	2013	1946.189
"A45010543"	2010	1946.3
"A50000876"	2014	1946.358
"A08026627"	2017	1946.373
"A28137255"	2013	1947.436
"A08145385"	2011	1947.743
"A26010413"	2008	1947.874
"A45007614"	2016	1948.957
"A46023255"	2010	1949.569
"A36611903"	2010	1949.769
"A28019461"	2014	1950
"A46051918"	2011	1950.132
"A81000028"	2010	1950.274
"A33618257"	2010	1950.337
"A80352750"	2011	1951
"A31062342"	2008	1951.076
"A08005761"	2009	1951.753
"B27013713"	2011	1952.72
"A28649879"	2015	1952.863
"B12029153"	2010	1953.941
"A07012826"	2012	1954.223
"A01013077"	2013	1954.751
"A36000073"	2016	1956.011
"A41053927"	2012	1956.196
"A41055377"	2014	1956.307
"A28684512"	2010	1956.474
"B47572367"	2015	1957.335
"B46131371"	2008	1957.687
"B83680322"	2013	1958
"A15033699"	2014	1958.321
"B78077724"	2007	1959
"A04001897"	2013	1959.02
"B17014887"	2014	1959.191
"A32002644"	2014	1959.5
"A01008069"	2009	1959.887
"A16008294"	2013	1959.935
"B80146517"	2013	1960
"B35006360"	2007	1960.586
"A08220428"	2010	1960.624
"A33126244"	2017	1961.273
"B28044204"	2009	1962.236
"B46135364"	2012	1962.879
"A08637829"	2014	1963.739
"B41045089"	2011	1964.903
"A38020905"	2011	1965.281
"A28416154"	2016	1965.36
"A78355278"	2014	1965.504
"A08396830"	2011	1965.738
"A45012259"	2012	1966.155
"A41053927"	2010	1967.49
"B28240075"	2013	1968.293
"A48073274"	2017	1969.401
"A06003800"	2010	1969.449
"A78428596"	2008	1969.65
"A48155352"	2014	1970.4
"A46072203"	2008	1971.16
"B46054508"	2009	1971.198
"A61557641"	2007	1971.37
"A28101020"	2014	1971.5
"A28271914"	2013	1972.161
"A33025974"	2012	1972.734
"A07256100"	2012	1972.804
"A38017844"	2007	1973.09
"A08703803"	2011	1974
"F20025441"	2017	1976
"A08031544"	2013	1976.178
"A28695021"	2011	1976.669
"B31039530"	2012	1978.108
"A12029468"	2007	1978.21
"A53559530"	2014	1979.209
"A48002984"	2009	1979.305
"A33036880"	2017	1979.702
"A03050572"	2011	1980.402
"B50068105"	2011	1980.643
"A19011626"	2015	1980.768
"A48080147"	2013	1981.287
"A83826362"	2013	1981.326
"B27013713"	2012	1981.963
"A08278293"	2010	1981.965
"B03010634"	2014	1982.552
"A28266989"	2011	1982.692
"A31030901"	2015	1983.457
"A28427516"	2007	1983.896
"A36600518"	2015	1984.253
"B80470628"	2010	1986.148
"A30036933"	2016	1986.289
"B42001297"	2016	1987.448
"A46077053"	2013	1988.124
"A08132656"	2007	1989.127
"A08520629"	2016	1989.27
"A10010445"	2015	1990.456
"F49006554"	2007	1990.79
"B39026604"	2010	1991.803
"A08106031"	2008	1992.26
"A46043154"	2009	1993.045
"A17010018"	2013	1993.067
"A08520629"	2011	1993.605
"B28689370"	2014	1993.655
"A08562431"	2017	1993.795
"A35009992"	2008	1994.265
"A12405577"	2012	1994.591
"A43025618"	2011	1994.75
"A45019916"	2010	1995.071
"A28386225"	2014	1995.225
"B28555001"	2011	1995.912
"A62035282"	2010	1996.092
"B39446315"	2015	1996.815
"A28295806"	2010	1997.86
"A47002878"	2011	1998
"A28386225"	2009	1998.461
"A78521168"	2011	1999.417
"A28106003"	2014	1999.553
"B03072857"	2009	2000.194
"B64055445"	2015	2001
"A15016595"	2012	2001.501
"A12405577"	2013	2001.689
"B39021217"	2014	2001.708
"B03072493"	2014	2002.16
"A08211112"	2010	2002.465
"A03026697"	2012	2002.583
"A12003950"	2017	2002.597
"A20029104"	2007	2002.598
"A31069321"	2015	2002.969
"A08225278"	2012	2003.243
"A43025618"	2010	2003.283
"B31784895"	2016	2004.321
"B31064082"	2015	2005.798
"A31038839"	2009	2006
"A46160701"	2017	2006.198
"A08078719"	2012	2006.429
"A36600518"	2010	2006.898
"A08220428"	2009	2007.351
"B48074306"	2014	2007.88
"A17055153"	2016	2008.456
"B41621038"	2016	2009.104
"B45006616"	2009	2009.439
"B03044641"	2016	2010.464
"B27013382"	2011	2010.544
"A08377046"	2016	2010.548
"A46048815"	2012	2010.753
"A35091057"	2012	2010.813
"A27007731"	2010	2011.32
"A03018710"	2015	2011.407
"B12004818"	2015	2011.653
"A28101020"	2012	2011.678
"A96785225"	2013	2012.387
"B78069259"	2014	2012.535
"A46226122"	2010	2012.61
"B63533095"	2015	2012.646
"A07036569"	2011	2012.982
"A20008579"	2007	2013.328
"A31068927"	2012	2014.252
"A28352656"	2012	2014.893
"B38927463"	2017	2015.335
"B03100831"	2010	2015.34
"A15020795"	2012	2015.407
"A28416154"	2015	2016.038
"A28273043"	2017	2017.098
"B36010098"	2007	2017.53
"A15017163"	2011	2017.697
"A03024809"	2017	2018.06
"A20031126"	2012	2018.851
"A15169535"	2008	2018.901
"B17019373"	2010	2019.082
"A31031545"	2007	2020.275
"A80652423"	2012	2020.438
"A12029468"	2015	2020.439
"A28266989"	2009	2021.296
"B07039514"	2014	2021.339
"A08620056"	2016	2022.464
"B32001687"	2016	2022.569
"B43361724"	2009	2023.378
"A31072325"	2007	2024.014
"A11019767"	2013	2024.173
"A17013947"	2015	2024.343
"A30023238"	2016	2024.83
"B17019373"	2017	2026.659
"A43028588"	2008	2027.038
"A45014776"	2008	2027.066
"A28422335"	2008	2027.593
"A38017844"	2013	2028.061
"A04202008"	2016	2028.834
"A29049509"	2015	2029.569
"A48084909"	2012	2030.336
"B46039061"	2010	2030.393
"A28580546"	2016	2031.082
"A48073274"	2008	2031.09
"A15012305"	2010	2031.135
"A41017161"	2012	2031.283
"B82612904"	2012	2032
"A58538414"	2007	2033.847
"A08278731"	2017	2033.913
"A78428596"	2009	2034.305
"B81009151"	2012	2034.517
"B15017908"	2007	2035
"A28842003"	2012	2035.118
"A08681264"	2017	2035.266
"A08405490"	2010	2035.606
"B12029153"	2012	2035.614
"A43016757"	2014	2035.644
"A35009992"	2012	2036.542
"A20056248"	2016	2037.255
"B03072857"	2007	2037.513
"A46226122"	2014	2038.294
"A17055153"	2014	2038.533
"A08334906"	2015	2038.762
"A28051597"	2011	2038.982
"A33036906"	2014	2039.591
"A48226047"	2011	2040.056
"A08141038"	2016	2040.291
"A08496473"	2013	2040.821
"A25026733"	2014	2041.429
"B08284002"	2015	2042.265
"B02011641"	2010	2042.748
"A28292084"	2016	2042.873
"B01218932"	2014	2043
"A58346305"	2007	2044.05
"A32006215"	2008	2044.499
"A28112555"	2009	2044.563
"A07012826"	2017	2044.864
"B31067697"	2008	2045.765
"A30022909"	2017	2046.755
"A17013947"	2013	2047.752
"B33614033"	2015	2049.227
"A17018276"	2012	2049.655
"A96785225"	2012	2049.956
"B07029465"	2011	2050.096
"A12023693"	2008	2050.65
"A28359073"	2013	2051
"B11469491"	2015	2051.042
"B62725320"	2015	2051.266
"A30046320"	2010	2051.312
"A48226047"	2012	2051.728
"A08141038"	2010	2052.428
"B08194359"	2008	2053
"A34003624"	2010	2053.158
"A17017005"	2016	2053.158
"A80359730"	2017	2053.242
"B81009151"	2014	2053.342
"A28112555"	2012	2053.799
"A28711893"	2007	2054.022
"A30006142"	2016	2054.168
"A17020561"	2008	2054.639
"A61587358"	2012	2055.406
"A15590904"	2010	2056.56
"A31070378"	2016	2057.127
"A07802218"	2014	2057.475
"A06244131"	2014	2057.55
"B59886531"	2014	2058
"A16008294"	2010	2059.436
"A35811272"	2016	2059.641
"A08496473"	2015	2059.66
"A38017844"	2009	2060.242
"A28577864"	2011	2060.56
"A33605072"	2015	2061.314
"A29507456"	2012	2061.355
"A08288490"	2009	2061.994
"B28044204"	2008	2062.208
"A28173573"	2013	2063.795
"A36600518"	2013	2063.818
"A28645000"	2009	2063.901
"A08224545"	2008	2064.072
"A12329223"	2016	2064.157
"B80470628"	2008	2064.52
"A31189350"	2010	2065.452
"A23022783"	2007	2065.474
"B46039061"	2011	2065.534
"A17045972"	2017	2066.414
"A48080147"	2011	2067.749
"A12095295"	2008	2068.051
"A41035742"	2008	2068.34
"A28577864"	2012	2068.624
"A28058758"	2014	2068.675
"A28033702"	2013	2069
"A28271914"	2017	2069.504
"B60024353"	2011	2069.903
"A28075968"	2015	2070.061
"A08572729"	2011	2070.938
"B50067586"	2012	2072.091
"A08078719"	2009	2072.173
"B03020914"	2014	2072.392
"A17020561"	2013	2072.928
"B29901469"	2016	2073.413
"A29049509"	2014	2074.362
"B08194359"	2014	2076
"A28253656"	2014	2077.352
"A36611903"	2008	2078.229
"A03063583"	2009	2080.094
"A03012614"	2014	2080.78
"A07919087"	2009	2080.817
"A30012959"	2013	2080.843
"B46069654"	2017	2081.141
"B31083199"	2007	2081.18
"A50068923"	2014	2082.295
"B45007671"	2011	2082.619
"A33014176"	2013	2083.016
"A28617801"	2014	2083.438
"A48110381"	2010	2084.011
"A08225278"	2010	2084.274
"A33008921"	2008	2084.504
"A28352656"	2013	2084.743
"A28642122"	2009	2085.555
"A45014776"	2012	2085.777
"A82501545"	2012	2086.164
"B09019548"	2014	2086.603
"A30041719"	2012	2086.777
"B08136905"	2007	2086.92
"B15010168"	2017	2086.929
"A46086773"	2009	2086.963
"A46066791"	2007	2087.41
"A35251727"	2012	2087.935
"A15000227"	2010	2088.136
"A46048815"	2007	2089.186
"B22003099"	2017	2089.24
"A03027919"	2007	2089.616
"A81931214"	2014	2089.974
"A81957367"	2016	2090.136
"A48083927"	2009	2090.423
"A07089592"	2007	2091.185
"A33014176"	2012	2093.085
"A01015510"	2014	2093.825
"A30040224"	2016	2094.097
"A26270322"	2014	2094.268
"A46226122"	2015	2094.484
"A28058758"	2013	2095.52
"A08132656"	2015	2096.212
"A59382762"	2015	2096.341
"A28266989"	2012	2096.69
"A08046799"	2017	2097
"B46164679"	2013	2098.359
"B50021658"	2014	2099.098
"A08565285"	2016	2099.31
"A08934168"	2012	2099.38
"A03018710"	2017	2099.844
"A46055992"	2012	2100.458
"A28842003"	2009	2100.857
"A33617218"	2010	2101.114
"A08405490"	2012	2101.178
"A08657017"	2011	2102.471
"B12006623"	2007	2103.672
"A46146551"	2014	2104.266
"B46069654"	2011	2104.533
"B06013841"	2015	2104.538
"B45007671"	2010	2104.77
"A08274987"	2013	2105.653
"A40004731"	2009	2105.936
"A34169144"	2014	2106.045
"A41002544"	2013	2106.346
"A36605772"	2007	2107.15
"A28051597"	2013	2107.421
"A03021276"	2012	2108.283
"A28404614"	2008	2108.857
"B30603229"	2012	2109.125
"B27013713"	2013	2109.491
"A78990603"	2013	2109.693
"A48093421"	2016	2110.176
"B12029153"	2016	2110.689
"A18006569"	2011	2111.909
"A07036569"	2010	2112.211
"A35012012"	2012	2112.479
"B28044204"	2007	2112.593
"A48037592"	2009	2114
"A30032619"	2014	2114.252
"A07089592"	2012	2114.479
"A08154650"	2010	2115.07
"A78428596"	2007	2115.52
"B12004818"	2013	2115.536
"A26017434"	2013	2115.626
"A28137255"	2015	2116.744
"A36611903"	2009	2116.845
"B20023982"	2017	2117.813
"A17041708"	2008	2118.816
"A01061373"	2007	2119.83
"A28577864"	2016	2120.179
"B58613076"	2015	2120.3
"A15506934"	2015	2120.773
"A36036739"	2016	2120.868
"A01008234"	2013	2121.254
"A17018276"	2014	2121.498
"A60016037"	2015	2121.723
"B46132387"	2008	2122.231
"A36615896"	2010	2122.291
"A28313351"	2008	2122.415
"A78020732"	2007	2122.793
"A46023255"	2014	2123.273
"A20008579"	2011	2124.075
"B83481002"	2013	2124.798
"A79939112"	2017	2125
"A07018112"	2010	2126.026
"B38028692"	2013	2126.144
"A28112555"	2007	2126.537
"A38000485"	2017	2128
"A06017941"	2016	2128.009
"A36121176"	2008	2128.217
"A50034024"	2013	2128.559
"A08397002"	2009	2128.604
"A39031406"	2016	2128.745
"A45013620"	2016	2129.049
"A08659617"	2014	2129.158
"A12029039"	2007	2129.382
"A11019767"	2011	2129.968
"B14008999"	2007	2131.053
"B20023982"	2009	2131.434
"B02419273"	2014	2131.934
"B59737882"	2015	2131.968
"B50067586"	2007	2132.902
"A08522971"	2013	2133.511
"A08565285"	2017	2134.289
"A39030200"	2017	2134.501
"A33618257"	2017	2135.295
"A14000533"	2011	2135.459
"A28002640"	2008	2136.05
"B12023065"	2009	2136.215
"A20053773"	2015	2136.842
"A28357093"	2007	2137.118
"B03100831"	2016	2137.181
"A29035896"	2010	2137.62
"A45445210"	2010	2138
"A50040013"	2012	2141.462
"A58346305"	2008	2141.89
"A28096378"	2017	2142.961
"A19011626"	2014	2142.987
"A04202008"	2008	2143.006
"B03072857"	2011	2144.215
"A36604783"	2017	2145.046
"B62385067"	2015	2145.394
"A50018837"	2013	2145.573
"B48108898"	2013	2145.88
"A46051918"	2007	2147.99
"A03057221"	2011	2148.009
"B29014826"	2014	2148.466
"A29350139"	2011	2149.084
"A41035742"	2009	2149.579
"B03036712"	2012	2149.86
"A48092886"	2014	2150.509
"A08361016"	2017	2151.004
"A08766099"	2009	2151.102
"A35046572"	2007	2151.303
"B48472500"	2007	2152.01
"A28614790"	2010	2153.057
"A33778739"	2013	2153.352
"A38485827"	2010	2153.528
"A95249199"	2014	2153.748
"A50011980"	2012	2153.964
"A33603317"	2011	2155.295
"A81000028"	2013	2155.37
"A09205550"	2014	2155.433
"A97617773"	2017	2155.558
"A08288490"	2014	2155.652
"A81496382"	2014	2155.726
"A08014813"	2007	2155.88
"A46007548"	2011	2156.049
"A28313351"	2012	2156.513
"B37014388"	2010	2156.53
"B78908605"	2011	2156.818
"A81496382"	2008	2156.897
"A41008640"	2013	2157
"A30032619"	2011	2157.252
"A36615896"	2011	2157.318
"A17010018"	2011	2157.996
"A03012614"	2007	2158.046
"A28399715"	2013	2158.706
"B31039530"	2013	2159.087
"A39027917"	2012	2159.236
"A22009492"	2011	2159.672
"A08551061"	2011	2160.074
"A08288490"	2013	2160.115
"B03078391"	2014	2160.759
"B23289580"	2015	2162.062
"A16009870"	2007	2162.15
"A31003304"	2014	2163.582
"A33055138"	2013	2164.079
"A45010204"	2016	2164.648
"B08988149"	2014	2165.684
"A20031076"	2008	2166
"A41010521"	2014	2166.176
"A14000533"	2009	2166.868
"A28842003"	2013	2167.392
"B62725320"	2017	2167.395
"A43015338"	2010	2167.58
"A14000939"	2010	2167.774
"A12004180"	2009	2168.569
"A08361016"	2007	2168.895
"A79939112"	2015	2169
"A14530497"	2011	2169.494
"A46043154"	2012	2169.629
"A60963287"	2011	2169.948
"A07059058"	2008	2170.346
"A41212572"	2015	2170.658
"A31069321"	2014	2172.65
"A30040224"	2010	2173.148
"A08418030"	2013	2173.398
"A46063731"	2014	2173.879
"A07802218"	2013	2174.018
"A01012830"	2015	2174.091
"A48865679"	2017	2174.223
"A08489007"	2015	2174.231
"B50068105"	2013	2174.339
"A28145498"	2008	2174.872
"B27013382"	2009	2174.92
"B80146517"	2011	2176
"A58534777"	2012	2178.226
"A35018696"	2007	2178.99
"G38004297"	2013	2179.301
"A28386225"	2010	2179.332
"A08688095"	2009	2180.112
"A46146551"	2015	2180.556
"B78908605"	2012	2181.345
"B46039061"	2008	2181.706
"A15590904"	2011	2182.57
"A04119293"	2017	2182.755
"B19001551"	2017	2182.849
"A33018425"	2012	2183.548
"A41053927"	2008	2184.34
"A15017163"	2007	2184.59
"A25007105"	2010	2184.766
"A35018696"	2010	2185.15
"A43020759"	2016	2185.353
"B35011675"	2014	2185.407
"B48108898"	2014	2186.042
"A41002809"	2014	2186.258
"A07089592"	2008	2186.336
"A30040224"	2011	2186.484
"A17014523"	2010	2186.603
"A41010521"	2012	2186.651
"B83393223"	2015	2186.992
"A20031126"	2011	2187.101
"A14018634"	2015	2187.243
"A08078719"	2011	2187.3
"B43636075"	2016	2188.259
"A30022214"	2013	2189.027
"A48080147"	2010	2189.353
"A46131769"	2014	2189.977
"B42001297"	2011	2190.003
"B31009715"	2012	2190.225
"A15590904"	2014	2191.67
"A78879079"	2009	2191.682
"B46054508"	2010	2191.924
"A41050980"	2013	2192.299
"B37014388"	2015	2193.46
"A28099356"	2014	2193.807
"A28422335"	2009	2193.97
"B60653466"	2010	2194.903
"B35006360"	2013	2195.123
"A17018276"	2013	2195.134
"A08301475"	2010	2195.598
"A28352656"	2014	2196.046
"A08182206"	2012	2196.346
"A33036880"	2014	2197.355
"A28711893"	2014	2197.417
"A58253816"	2012	2200.567
"B14008999"	2009	2200.708
"A28642122"	2015	2201.009
"B46020541"	2014	2201.536
"A16010126"	2008	2202.772
"B28545994"	2015	2202.839
"A03027919"	2008	2203.397
"A08145385"	2012	2203.566
"A13002134"	2010	2205.213
"A35009992"	2007	2205.304
"A08102410"	2016	2205.686
"A80732142"	2011	2206.066
"A08766099"	2008	2206.161
"A08576753"	2014	2206.414
"A36611903"	2007	2207.392
"A18020271"	2014	2207.588
"A35046572"	2011	2208.191
"B37020179"	2008	2208.73
"A01013077"	2007	2208.748
"A01012103"	2015	2208.919
"A28684512"	2011	2208.995
"A07161821"	2011	2209.017
"A12016143"	2010	2209.454
"A09354176"	2017	2209.51
"A12461802"	2014	2209.949
"A46105508"	2008	2210.423
"B14008999"	2008	2211.418
"A23010705"	2009	2211.571
"A39027917"	2007	2213.94
"A08270993"	2007	2214.189
"B50047091"	2014	2214.239
"A08288490"	2017	2214.584
"A39003025"	2015	2214.86
"A58346305"	2014	2215.207
"A96785225"	2014	2215.455
"A78097656"	2011	2215.474
"A81408817"	2017	2215.74
"A17000993"	2016	2216.509
"A35028208"	2008	2217.823
"A38017844"	2010	2219.208
"A08509937"	2008	2219.958
"A07052244"	2009	2220.026
"A12019295"	2012	2220.35
"B17023995"	2010	2220.587
"A31031545"	2009	2221.849
"A24011165"	2015	2222
"B81009151"	2011	2222.093
"A17013269"	2017	2222.625
"A11019767"	2014	2222.632
"A14000939"	2013	2222.72
"A24020562"	2014	2223.031
"A46077053"	2009	2223.059
"A28451649"	2009	2224.17
"A06017941"	2014	2224.285
"A04202008"	2009	2224.321
"A38024345"	2008	2224.864
"A08042764"	2014	2224.956
"B46051116"	2013	2225.76
"B04018495"	2015	2226.134
"A45010204"	2014	2226.831
"B28120012"	2011	2227.482
"A14000939"	2011	2228
"A78100609"	2012	2228.622
"A28283067"	2009	2228.822
"A28422335"	2007	2229.588
"A28148898"	2016	2230
"A15017163"	2010	2230.362
"A78097656"	2007	2232.086
"A82843129"	2015	2233.874
"A30013791"	2010	2234.235
"A07036569"	2016	2235.238
"A30041883"	2016	2235.335
"A48084909"	2014	2235.725
"A28640118"	2014	2236.324
"A28313351"	2014	2237.088
"A20032678"	2007	2237.667
"A28259141"	2010	2238.103
"A50040013"	2017	2238.694
"A28555563"	2017	2239.313
"A18006569"	2013	2239.364
"A17019316"	2010	2240
