nif	year	ffpp
"A81896375"	2011	6882.575
"A28637304"	2007	6882.672
"A39005095"	2016	6883.123
"A32005746"	2007	6883.716
"B78496759"	2010	6883.884
"G07065709"	2012	6883.947
"A61557641"	2017	6884.826
"B30044440"	2009	6884.926
"A08270993"	2007	6885.772
"A78393840"	2010	6885.782
"B14030720"	2014	6886.77
"A46002069"	2014	6887.879
"A07059058"	2008	6890.251
"A08222465"	2012	6890.473
"A15007727"	2009	6891.12
"B32001687"	2013	6891.987
"A48080683"	2014	6892.467
"A08373102"	2010	6892.471
"A08404253"	2016	6892.546
"B28692044"	2016	6892.607
"A28557783"	2016	6892.86
"A28695021"	2015	6893.143
"A08097438"	2015	6893.837
"A08667370"	2015	6893.918
"A12012340"	2013	6894.495
"A01000249"	2010	6894.556
"A28700383"	2011	6894.832
"A41001439"	2014	6896.2
"B03030913"	2013	6896.832
"A41053927"	2010	6898.149
"A08851321"	2008	6898.615
"A46146551"	2011	6899.161
"A14336143"	2016	6900
"A08373102"	2011	6901.072
"B58075136"	2012	6901.152
"A01012103"	2008	6902.298
"A45015872"	2010	6902.527
"A08029951"	2013	6903.561
"A78097656"	2007	6904.258
"A30036933"	2015	6904.602
"A59202853"	2012	6905.064
"B03072576"	2016	6905.358
"A28138386"	2012	6905.79
"A38000485"	2007	6906.25
"A08135139"	2012	6906.423
"A28058758"	2013	6907.577
"A08508418"	2016	6908.018
"A28623155"	2007	6909.451
"A08213936"	2016	6909.615
"A12017760"	2010	6909.77
"A25026733"	2012	6910.101
"A08452500"	2016	6910.257
"A41050980"	2012	6911.204
"B33602707"	2016	6912.355
"A08373102"	2012	6912.762
"A33025974"	2017	6914.856
"A08713869"	2012	6917.115
"A38020525"	2013	6918.299
"B58807645"	2014	6918.458
"A38000485"	2012	6920
"B08194359"	2012	6921
"A03197308"	2017	6921.321
"A39000690"	2016	6921.509
"A08066300"	2015	6921.682
"B28044204"	2011	6921.986
"A36615037"	2017	6922.018
"A08565285"	2015	6922.036
"A80632573"	2017	6922.565
"B73070914"	2008	6923.372
"A08220014"	2012	6924.164
"A08121089"	2015	6924.662
"A28033702"	2010	6925
"A17014523"	2017	6925.715
"B28270411"	2011	6925.97
"A23022783"	2010	6926.01
"A17014523"	2016	6926.999
"A48020200"	2013	6927.325
"A58393778"	2013	6928.377
"B28354355"	2009	6930.393
"A81438145"	2013	6931.212
"A20047726"	2015	6931.233
"A08117806"	2010	6931.723
"A08220428"	2015	6933.014
"B03101748"	2008	6934.922
"B46191094"	2011	6935.312
"B78496759"	2009	6938.822
"B20013983"	2009	6940.04
"A33606534"	2017	6940.667
"B31083199"	2007	6942.017
"A41027723"	2011	6943.879
"B32001687"	2011	6943.955
"A50066562"	2016	6944.046
"B36009942"	2016	6944.554
"A50029065"	2014	6945.574
"B08059636"	2011	6945.673
"B17019373"	2007	6945.732
"A07024896"	2015	6946.789
"B08195653"	2008	6946.872
"B46131371"	2008	6947.1
"B20013983"	2010	6947.169
"A17009093"	2016	6947.184
"B78069259"	2015	6947.65
"A17010018"	2007	6949.48
"A39005095"	2017	6950.109
"A08021768"	2013	6953.691
"A14015101"	2016	6953.802
"A28623155"	2008	6954.442
"A30013247"	2016	6954.478
"B46132387"	2009	6954.99
"A45014776"	2007	6955.191
"A14026199"	2007	6955.51
"A32005746"	2008	6956.123
"A38018404"	2012	6956.222
"A08373102"	2009	6957.023
"A39030200"	2011	6957.15
"A45011103"	2008	6958.67
"A08595324"	2007	6959.502
"A08220428"	2016	6960.114
"A28200384"	2010	6960.599
"B03078391"	2011	6961.509
"A28684512"	2015	6962.95
"A08373102"	2013	6963.367
"A28029122"	2017	6964.4
"A28586592"	2010	6965.362
"A20806329"	2013	6965.634
"A17045972"	2015	6966.427
"A08421190"	2015	6967.022
"A08637829"	2014	6967.08
"B27011477"	2015	6967.111
"F28698488"	2013	6967.514
"B22003099"	2014	6969.143
"A28051597"	2015	6970.36
"A41008301"	2009	6970.823
"A08311995"	2008	6971.617
"A48033526"	2011	6973.308
"B82175001"	2009	6973.579
"A48155352"	2014	6974.017
"A46463311"	2011	6976.036
"A20574380"	2007	6976.27
"B78496759"	2008	6976.283
"A34009191"	2009	6976.565
"B03072576"	2017	6976.661
"A36600518"	2012	6978.318
"A17051152"	2016	6979.115
"B58075136"	2013	6979.641
"A46044814"	2017	6979.845
"A17020561"	2007	6980.157
"A36226645"	2008	6981.194
"B31039530"	2014	6981.545
"B39446315"	2014	6982.715
"A28193209"	2015	6983.038
"A08373102"	2008	6983.345
"A28693166"	2015	6983.353
"A38024907"	2007	6984.006
"B38380473"	2012	6985.82
"B11024262"	2016	6986.202
"B46151411"	2007	6986.647
"A32007817"	2016	6987.588
"A48119622"	2015	6987.996
"A08066300"	2017	6988.26
"A30041834"	2012	6988.536
"B22003099"	2015	6988.866
"A41022989"	2012	6990.509
"A44003663"	2017	6991.097
"A08117806"	2009	6991.43
"A61427183"	2012	6991.918
"B37012069"	2007	6993.02
"A08637829"	2017	6993.727
"B45493707"	2013	6993.778
"A07059058"	2015	6994.305
"A08802068"	2014	6995.572
"A38027637"	2010	6995.583
"A29003951"	2017	6995.991
"B78069259"	2014	6996.137
"B62263272"	2011	6996.258
"A08280323"	2017	6996.594
"A15018146"	2017	6997.222
"A12105029"	2009	6998.323
"A81200511"	2013	6998.936
"A36014595"	2007	6999.907
"B54055140"	2013	7000
"A41008301"	2007	7000.201
"B31001290"	2007	7002.698
"A78526811"	2014	7003.481
"A35012012"	2012	7003.904
"A36604882"	2014	7004.007
"A28172476"	2016	7004.796
"A81896375"	2010	7005.685
"A28033702"	2011	7006
"A41191313"	2010	7006.385
"A08555344"	2014	7006.587
"B28044204"	2014	7006.914
"A46074647"	2012	7006.991
"A80352420"	2012	7007.816
"B28044204"	2013	7008.238
"B36009942"	2017	7008.345
"A46002069"	2015	7008.977
"A17014523"	2014	7010.196
"A30012959"	2013	7010.44
"B35665991"	2016	7011
"A01008069"	2015	7012.099
"B28059012"	2011	7013.184
"A33034422"	2016	7013.66
"A03003530"	2008	7013.721
"A60850500"	2017	7014.496
"A38019543"	2012	7014.604
"B58075136"	2014	7014.917
"A17048349"	2015	7015.398
"A28693166"	2016	7015.448
"A08404253"	2013	7015.801
"A48155352"	2016	7017.198
"A46045936"	2017	7017.472
"A33606534"	2016	7017.953
"A17005968"	2007	7018.96
"A26000174"	2012	7019.139
"B03045507"	2015	7019.63
"A30013247"	2017	7021.85
"A14530497"	2014	7022.278
"A41080144"	2007	7024.158
"B33614033"	2012	7024.613
"B08190654"	2014	7024.75
"A53242152"	2011	7025.198
"A14009823"	2010	7025.803
"B33614033"	2016	7025.814
"A08132805"	2016	7025.815
"B62263272"	2008	7026.995
"A12405577"	2016	7027.247
"A08452500"	2015	7028.286
"A12017760"	2011	7030.549
"B22003099"	2016	7030.725
"B81308439"	2017	7031.556
"B11009917"	2008	7032.17
"B21259726"	2009	7032.171
"B92091404"	2016	7032.408
"B82899550"	2011	7033.177
"A08667016"	2012	7033.841
"B20013983"	2008	7034.367
"A44003663"	2016	7036.106
"A59382762"	2016	7037.071
"A28693166"	2017	7037.661
"A28524726"	2014	7038.703
"A38019543"	2011	7038.71
"B37015526"	2013	7039.508
"B35031665"	2010	7039.728
"A12012340"	2011	7039.993
"A08510364"	2017	7040.054
"B28044204"	2015	7040.257
"B38008983"	2011	7040.489
"B45018017"	2017	7040.552
"A20574380"	2012	7042.768
"A45017142"	2012	7042.807
"A23022783"	2012	7043.425
"B41063355"	2008	7044.034
"A08675522"	2014	7045.168
"A17034505"	2013	7045.22
"A08533945"	2012	7045.592
"A28054211"	2009	7046.76
"B03091527"	2016	7047.074
"A78100609"	2014	7048.49
"A31037294"	2011	7048.933
"A26013714"	2009	7049.814
"A03099405"	2013	7051.209
"B38017067"	2013	7051.283
"B35597020"	2015	7051.367
"A08290405"	2017	7051.576
"A08493306"	2009	7051.684
"A28022952"	2014	7051.723
"A08220428"	2017	7053.38
"A43020486"	2013	7053.49
"B62263272"	2010	7058.606
"A08421190"	2012	7058.888
"A80200868"	2015	7059.1
"B63805295"	2015	7060
"F30046411"	2017	7060.14
"A28440576"	2009	7063.313
"A30005920"	2011	7063.436
"A08514028"	2014	7064.2
"A28245355"	2017	7065.852
"A39013867"	2012	7066.435
"A44003663"	2015	7067.454
"A08280240"	2011	7067.601
"A46020558"	2007	7069.746
"A20055380"	2012	7070.53
"A26000174"	2013	7071.242
"F10027423"	2011	7072.563
"A46045936"	2014	7073.01
"A01011881"	2017	7073.36
"A08296790"	2016	7073.941
"A17009093"	2015	7074.551
"B60552619"	2016	7075.892
"A28375467"	2012	7075.893
"B32001687"	2014	7077.702
"A46038519"	2010	7078.835
"A28096378"	2017	7079.816
"A50000876"	2015	7079.894
"A26000174"	2009	7080.232
"A50047505"	2014	7080.682
"A46098521"	2010	7080.865
"A30041834"	2013	7081.835
"A20024568"	2017	7082.591
"A08710055"	2016	7083.646
"A07044530"	2013	7085.527
"B81308439"	2015	7086.296
"A17202375"	2008	7087
"B46069654"	2010	7088.112
"B08407322"	2010	7089.769
"A12512497"	2008	7090.106
"B31784895"	2012	7090.25
"A28412724"	2014	7090.476
"A20003042"	2007	7091.51
"A39005095"	2015	7092.373
"A41088493"	2014	7092.394
"A28359073"	2012	7093
"B38005377"	2011	7094.276
"A08141038"	2009	7094.663
"B17593633"	2012	7095.542
"B20055703"	2017	7096.541
"A58534777"	2007	7096.655
"A35251727"	2009	7096.831
"A50029065"	2016	7097.564
"A08222465"	2013	7098.051
"A41080144"	2011	7100.039
"B03091527"	2017	7100.243
"A36615896"	2011	7101.738
"A08522971"	2008	7104.145
"A26010413"	2008	7104.333
"B38017554"	2008	7104.533
"A61427183"	2013	7105.471
"A48033526"	2014	7107.647
"A20574380"	2011	7108.74
"A81438145"	2015	7109.034
"A11682507"	2016	7111.607
"B08961393"	2010	7112.635
"B47009626"	2008	7112.8
"B20013983"	2007	7112.942
"A12015673"	2016	7113.931
"A29033420"	2015	7114.832
"B63100150"	2016	7114.879
"A36008886"	2012	7114.893
"B20062295"	2014	7115.084
"A96569207"	2017	7115.364
"B17023995"	2009	7115.563
"A08311995"	2009	7115.717
"A28054211"	2010	7116.081
"A36604882"	2015	7116.718
"A78521168"	2014	7116.768
"A50032002"	2008	7117.121
"A20036083"	2009	7117.402
"B31784895"	2016	7117.692
"A28458826"	2017	7119.683
"A33606534"	2014	7120.359
"A41031303"	2014	7121.5
"B31077514"	2017	7123.951
"A79259362"	2016	7124.132
"B35031665"	2009	7125.497
"B46148797"	2010	7125.831
"A13002134"	2009	7125.999
"B37416575"	2016	7127.337
"A48016877"	2008	7127.476
"A58017187"	2011	7128.367
"A46079380"	2012	7129.12
"A82335746"	2008	7129.57
"B38380473"	2015	7129.685
"A22009492"	2011	7130.359
"A17045204"	2012	7130.683
"A28900975"	2012	7130.879
"B46102364"	2009	7131.067
"B38927463"	2017	7131.593
"A33608563"	2009	7132
"A17004763"	2017	7132.99
"A04202008"	2008	7133.609
"A38020525"	2010	7133.798
"A08409948"	2013	7134.43
"B45007671"	2007	7134.637
"B08190654"	2015	7134.97
"A08934168"	2014	7135
"A31001266"	2014	7136.067
"B38008983"	2010	7136.573
"A08075954"	2012	7137.582
"A48119622"	2016	7137.78
"A78428596"	2011	7137.822
"A33604182"	2017	7138.815
"B35044197"	2013	7139.328
"B30034573"	2016	7140.007
"A41027723"	2012	7140.389
"A08094567"	2008	7141.03
"A81438145"	2016	7141.115
"A12019295"	2007	7141.2
"A28494896"	2016	7141.335
"A28167443"	2014	7141.719
"B39021217"	2010	7142.3
"B28557064"	2014	7142.457
"A79049797"	2011	7144.829
"A30016687"	2017	7145.4
"A50016930"	2012	7145.754
"A36621522"	2009	7147.325
"B35031665"	2007	7147.458
"A17055153"	2015	7149.186
"A28586592"	2007	7149.498
"A28842003"	2014	7149.595
"A36621522"	2014	7150.733
"A48093421"	2015	7151.159
"A19011626"	2010	7153.368
"A48016794"	2010	7155.729
"A41002544"	2016	7155.798
"B20062295"	2015	7155.85
"A01010164"	2007	7155.88
"B35005040"	2012	7156.244
"B38004966"	2010	7157.25
"B50031749"	2008	7158.54
"A80652423"	2011	7158.926
"A28368603"	2013	7159.007
"A46002069"	2016	7159.348
"A28022952"	2015	7160.329
"A48119622"	2017	7160.55
"A26004978"	2014	7161.342
"B85225282"	2017	7162.706
"A30035521"	2012	7163.625
"A50042027"	2008	7167.433
"A28375467"	2014	7168.41
"B42001297"	2010	7168.696
"A48117881"	2009	7169.097
"A41008301"	2011	7170.329
"B81542813"	2008	7170.385
"A46038519"	2011	7170.668
"A08120859"	2009	7171.519
"A01012830"	2012	7172.269
"B28205532"	2009	7172.984
"A15012305"	2013	7173.133
"A24001661"	2007	7173.494
"A07026701"	2011	7174.084
"A08224081"	2007	7174.16
"A07265465"	2013	7174.522
"A20574380"	2008	7175.244
"B31065212"	2016	7175.932
"A08630063"	2014	7177.056
"A07044530"	2012	7177.258
"A46038519"	2012	7177.989
"A03021276"	2011	7178.411
"A80652423"	2012	7178.816
"A35026590"	2011	7179.414
"A28057008"	2008	7180.181
"A38020905"	2009	7181.1
"A50066562"	2014	7181.77
"A28623155"	2009	7181.771
"A43110337"	2010	7182.366
"A28617801"	2014	7183.926
"A17014523"	2013	7184.895
"A41031303"	2007	7185.72
"A17003757"	2014	7185.852
"A07024896"	2016	7186.087
"A03028552"	2014	7186.636
"A78097656"	2009	7187.684
"B78069259"	2016	7187.861
"A09354176"	2011	7188.968
"A01008069"	2012	7189.476
"A78393840"	2009	7189.613
"V57525560"	2015	7189.791
"A46126686"	2011	7190.71
"A01007137"	2011	7190.882
"B50475839"	2013	7191.408
"A09354176"	2012	7191.446
"A38371159"	2008	7191.7
"B15004849"	2009	7192.011
"A03063583"	2008	7192.235
"A43702745"	2015	7192.599
"A08257214"	2015	7193.028
"A44003663"	2014	7194.137
"A08094567"	2009	7194.185
"A17005968"	2008	7194.47
"B28270411"	2016	7194.67
"B64055445"	2014	7195
"B35031665"	2012	7196.267
"A17004763"	2011	7197.19
"A28556504"	2014	7197.376
"A33614082"	2013	7198.434
"B27013382"	2011	7199.12
"A29018249"	2010	7199.148
"A28749976"	2010	7201.115
"A31037294"	2012	7201.145
"A36121176"	2011	7201.194
"A25010430"	2008	7202.147
"A28375467"	2011	7203.261
"B81864894"	2015	7205.53
"B46164679"	2017	7205.754
"A48034110"	2009	7207.454
"A03003530"	2014	7208.75
"A08802068"	2017	7209.49
"A30013247"	2011	7210.17
"A26000174"	2010	7210.21
"A46068318"	2007	7210.466
"A36604882"	2016	7210.629
"A08098576"	2016	7211.086
"A28012656"	2008	7211.19
"A29076270"	2013	7211.87
"A17014523"	2015	7212.199
"A53242152"	2012	7212.627
"A85125078"	2016	7213
"A21007570"	2014	7214
"B03087293"	2014	7215.007
"A28172476"	2015	7216.135
"A20055380"	2013	7217.75
"A28524726"	2015	7220.549
"A35031343"	2011	7220.594
"A30014211"	2008	7221.589
"A82026840"	2010	7225.711
"A07026701"	2012	7225.811
"A46066791"	2014	7226.4
"B45018017"	2015	7226.827
"A82683459"	2017	7229.348
"A43025618"	2012	7229.409
"B03091527"	2015	7230.223
"A38013744"	2009	7230.699
"A28292084"	2014	7231.906
"B03072857"	2007	7232.098
"A28249993"	2016	7232.186
"A08128035"	2017	7232.458
"A33614082"	2014	7232.797
"A36201259"	2013	7233.21
"A15590904"	2015	7234
"A08688095"	2012	7234.537
"A48865679"	2014	7234.775
"A14009823"	2011	7235.47
"A46134748"	2016	7236.063
"A34169144"	2014	7236.768
"A08393571"	2007	7237.895
"B31089071"	2013	7238.172
"A08075954"	2009	7238.789
"B30028187"	2017	7239.538
"A18006569"	2011	7241.525
"A81722712"	2008	7241.536
"B46023677"	2016	7241.882
"A08021768"	2010	7242.298
"A28729424"	2017	7242.582
"A44003663"	2013	7243.549
"B38238788"	2012	7244.701
"B28222487"	2011	7244.753
"B64455447"	2014	7246.385
"A17004763"	2016	7247.211
"A07026701"	2014	7247.59
"A48080683"	2009	7248.698
"A08562431"	2016	7248.787
"A41031303"	2008	7248.99
"A28375467"	2013	7249.586
"A81931214"	2009	7251.584
"A30012009"	2008	7252.603
"B12002457"	2013	7253.555
"B39026604"	2015	7254
"B61729737"	2007	7255.01
"B63100150"	2017	7255.504
"A08802068"	2015	7256.004
"A17018276"	2008	7257.169
"A41008301"	2008	7257.333
"A43035401"	2014	7257.51
"A50052489"	2008	7260.196
"A41031303"	2009	7261
"A59382762"	2015	7261.098
"A16007064"	2014	7261.654
"A48295604"	2016	7262.309
"A48155352"	2015	7262.615
"A28172476"	2014	7263.407
"A03036373"	2012	7263.586
"A08094567"	2010	7263.927
"A28842003"	2015	7264.37
"A15013618"	2012	7265.598
"B29682135"	2013	7266.687
"B08961393"	2017	7267.644
"A50060011"	2007	7268.257
"B28072205"	2013	7268.96
"A17034844"	2013	7269.434
"A59202853"	2017	7269.828
"A03066933"	2007	7269.96
"A33025974"	2015	7270.995
"A60362266"	2007	7272.246
"B60552619"	2013	7272.835
"A41031303"	2010	7275
"A08651762"	2015	7275.348
"A38000485"	2015	7276
"A48080683"	2015	7276.603
"A29507456"	2011	7277.022
"B15596331"	2013	7277.687
"A08026197"	2014	7277.8
"B03091527"	2009	7278.83
"A20574380"	2013	7279.214
"A35098482"	2011	7279.219
"A20053773"	2015	7279.598
"B03044641"	2009	7280.633
"A11902814"	2013	7281.223
"A59382762"	2014	7281.833
"B15017908"	2010	7281.863
"B18551226"	2013	7281.912
"A03032653"	2013	7282.253
"A17051152"	2017	7282.531
"A08290975"	2016	7283.302
"B20062295"	2016	7283.359
"A03003530"	2013	7283.438
"A28604882"	2017	7283.678
"A28375467"	2015	7285.33
"A01015510"	2012	7285.392
"A26022657"	2010	7286.756
"A82026840"	2011	7286.933
"A29003423"	2016	7288.288
"A29049509"	2015	7289.056
"A28357093"	2007	7289.692
"A16007064"	2009	7289.777
"A04012258"	2007	7290.386
"A31018492"	2017	7290.429
"A03036373"	2013	7290.651
"A08496473"	2010	7290.983
"A28051597"	2017	7291.063
"A33610106"	2007	7292.026
"B62409065"	2008	7294.012
"A08675522"	2015	7295.889
"B35046630"	2015	7295.941
"A16007064"	2008	7297.09
"A08075954"	2010	7297.222
"A08802068"	2016	7297.28
"A35569102"	2016	7298.635
"A07089592"	2009	7299.516
"A03017308"	2008	7299.707
"A08093015"	2011	7301.243
"A08663098"	2017	7302.208
"A46075206"	2010	7302.618
"A26011841"	2009	7302.975
"A27199140"	2016	7303.331
"A08075954"	2011	7303.547
"B45493707"	2015	7303.835
"B45493707"	2016	7306.263
"A24007072"	2008	7307.39
"A41002544"	2017	7310.612
"A38018404"	2014	7310.612
"B79232096"	2015	7311
"A28524726"	2016	7311.266
"B45493707"	2017	7311.787
"A08094567"	2011	7314.284
"A28191088"	2014	7314.559
"B32001687"	2015	7314.921
"A28271914"	2014	7315.171
"B08229221"	2015	7315.386
"A28715027"	2011	7315.978
"B08190654"	2016	7316.627
"A08514028"	2013	7318.641
"A20574380"	2014	7319.254
"A28518090"	2017	7319.298
"A48059950"	2016	7319.399
"A17009093"	2014	7319.572
"A28715027"	2010	7320.124
"A08029951"	2014	7320.591
"A48081061"	2010	7321.583
"A11682507"	2017	7321.95
"A25020629"	2015	7323.034
"A50011980"	2010	7323.172
"A25020629"	2017	7324.058
"A15032196"	2017	7325.958
"A46045936"	2015	7327.486
"A50011980"	2008	7327.622
"A30013791"	2008	7328.919
"A36604882"	2017	7329.9
"A08639643"	2007	7330.39
"A28229409"	2013	7330.992
"B84598192"	2015	7331.101
"A58538414"	2009	7332
"A04001897"	2011	7332.585
"B08156036"	2008	7333.96
"A28579191"	2007	7334.51
"A20062915"	2013	7335.15
"B50068105"	2012	7336.955
"A08257214"	2016	7337.918
"B03035854"	2016	7338.086
"B08156036"	2007	7338.38
"A48057467"	2010	7339.141
"A46045936"	2013	7339.255
"B35046630"	2014	7340.159
"A08075954"	2007	7340.28
"A17005968"	2009	7340.301
"B60552619"	2014	7342.006
"A08213936"	2017	7342.607
"A41055377"	2017	7344.306
"A12012340"	2012	7345.15
"B20062295"	2017	7345.923
"B08961393"	2016	7348.475
"B28545994"	2010	7348.566
"B46043238"	2017	7348.661
"A43030626"	2016	7349
"A14025902"	2009	7349.538
"B82612896"	2016	7350.551
"B03045507"	2014	7351.461
"A39000690"	2017	7355.155
"A28700383"	2013	7355.906
"A38020525"	2014	7356.264
"A48093538"	2015	7356.271
"A80352420"	2013	7357.518
"A28101020"	2008	7357.81
"A36600500"	2014	7358.077
"A81864498"	2011	7360.058
"A01008069"	2013	7360.209
"B35046630"	2016	7361.256
"A48016794"	2011	7361.874
"A33025974"	2016	7362.368
"B30044440"	2010	7363.868
"A28524726"	2017	7364.05
"B28555001"	2011	7364.18
"A48002984"	2010	7365.179
"A35811272"	2016	7365.188
"A08445983"	2009	7367.087
"B03091527"	2011	7367.267
"A78097656"	2008	7367.35
"B63100150"	2010	7367.624
"A46045936"	2012	7367.743
"A03003530"	2009	7368.825
"A20574380"	2017	7369
"A33603317"	2007	7369.74
"A12050324"	2010	7369.954
"A30016687"	2013	7370.001
"A08094567"	2012	7370.876
"A08097438"	2014	7370.997
"A22001721"	2015	7371.872
"A47016944"	2014	7372.051
"A29056769"	2010	7372.292
"B81542813"	2014	7372.783
"A08093015"	2010	7374.024
"A46078267"	2010	7374.922
"A07026701"	2013	7375.868
"A08584062"	2014	7376.601
"A39027917"	2009	7377.741
"A41008301"	2012	7378.178
"A81047375"	2012	7380
"A79492104"	2010	7381.099
"A03099405"	2015	7381.103
"B35031665"	2008	7381.944
"A29350139"	2017	7382.456
"A07086515"	2010	7382.49
"A45011103"	2013	7382.493
"A38020525"	2012	7382.753
"A45012259"	2007	7383.969
"A20074167"	2016	7384.11
"A32002644"	2015	7384.233
"A07086515"	2014	7384.245
"B45018017"	2013	7385.447
"B18551226"	2011	7385.997
"A08075954"	2008	7387.09
"A45013620"	2015	7390.044
"A36615037"	2015	7390.865
"A08220014"	2013	7394.877
"A35098482"	2010	7395.008
"A36611903"	2014	7395.076
"A20557294"	2016	7395.593
"A12050324"	2009	7396.096
"B02011641"	2014	7396.125
