nif	year	rdo_ejercicio
"B92217975"	2014	787.908
"A48092886"	2015	787.996
"A36060754"	2008	788.35
"A96646880"	2007	788.62
"A11006095"	2009	788.802
"B35005040"	2014	788.907
"A14336143"	2015	789
"A46068284"	2013	789
"A12012340"	2011	789.333
"B15032485"	2009	789.419
"B36009942"	2010	790.171
"A31037294"	2011	790.426
"A27005834"	2012	790.451
"A34003624"	2008	790.47
"A08029951"	2016	790.631
"A48080683"	2009	790.64
"A20055380"	2012	790.972
"B41062548"	2014	791.112
"B28227775"	2010	791.326
"A20038907"	2015	791.502
"B12027843"	2013	791.612
"A45011103"	2017	791.639
"B31067697"	2017	791.728
"A28827335"	2012	791.742
"B31065212"	2015	791.968
"A28571750"	2017	792.095
"B58613076"	2014	792.349
"A58294166"	2014	792.507
"B50057330"	2012	792.538
"B97131155"	2015	792.565
"A39007729"	2008	792.723
"A60963287"	2010	793.91
"A08934168"	2013	794.159
"A48057467"	2013	794.464
"A38027637"	2007	794.536
"A09015256"	2016	794.948
"B18547281"	2013	795
"A92111871"	2014	795
"A36008886"	2012	795.144
"A26004093"	2014	795.271
"A03032653"	2009	795.643
"A47017728"	2017	795.71
"A40005514"	2007	795.884
"A12019295"	2007	796.03
"A17044546"	2012	796.03
"A33015454"	2015	796.395
"A46105508"	2011	796.431
"A43030626"	2011	796.494
"A08522971"	2007	796.5
"A35098482"	2013	796.671
"B35023068"	2010	796.797
"A28801942"	2010	796.912
"A40006371"	2008	797.048
"A48064521"	2015	797.126
"A12012605"	2013	797.271
"B46023677"	2011	797.307
"B46063137"	2013	797.652
"A36603421"	2009	797.704
"A08508418"	2013	797.739
"B17014887"	2011	797.994
"A15033699"	2011	798.205
"A32006215"	2010	798.433
"A01000249"	2007	798.49
"A40004731"	2007	798.535
"A32005746"	2016	798.55
"B03101748"	2008	798.757
"A46160701"	2009	798.843
"B28341790"	2012	798.992
"A50060011"	2017	799.037
"A48050439"	2010	799.145
"A35091057"	2008	799.163
"A08334906"	2012	799.375
"A36600500"	2017	799.466
"A28249993"	2010	799.651
"A20062915"	2010	799.672
"A50030543"	2016	799.9
"B97131155"	2013	799.917
"A08445983"	2010	800.095
"B23014848"	2013	800.177
"A08452500"	2015	800.223
"A17018276"	2016	800.236
"A36008886"	2013	800.287
"A46063731"	2007	800.344
"A07042435"	2015	800.433
"A08031544"	2010	800.473
"B35006360"	2008	800.594
"A16007064"	2007	800.6
"B12681060"	2015	800.695
"B15031560"	2014	800.739
"A46139937"	2017	800.772
"A53283511"	2015	800.898
"A08069809"	2014	801.028
"A46002069"	2012	801.08
"B30000574"	2009	801.181
"A30023295"	2014	801.208
"A01019702"	2011	801.385
"A28245009"	2014	801.391
"A03032653"	2008	801.638
"A78393840"	2015	801.787
"A36621522"	2017	801.936
"A82501545"	2010	802.295
"A82494931"	2016	802.766
"A96785225"	2010	802.855
"A36603421"	2011	802.883
"A60016037"	2016	802.986
"B15596331"	2009	803.06
"B15004849"	2009	803.095
"A27005834"	2009	803.329
"A32002644"	2012	803.78
"A15012305"	2009	803.882
"A08360844"	2015	803.896
"B60653466"	2011	803.918
"A48226047"	2015	803.931
"A53552634"	2013	804
"A46111654"	2007	804.066
"B50047091"	2012	804.163
"A20074167"	2017	804.189
"A24007072"	2011	804.243
"B35027143"	2012	804.527
"A39012638"	2007	804.696
"B83741835"	2017	804.925
"A01035807"	2007	805.24
"A33025974"	2010	805.532
"A43016757"	2012	805.589
"A41050980"	2012	805.702
"A33015454"	2014	805.84
"B04028734"	2017	805.879
"B28059012"	2013	805.988
"A59736686"	2010	806.096
"A08219024"	2013	806.116
"A29003951"	2009	806.121
"B46102364"	2013	806.153
"A46023255"	2008	806.412
"A26010413"	2016	806.477
"B43491356"	2014	806.62
"A46139937"	2008	806.799
"A43055565"	2010	807.062
"A08211112"	2014	807.136
"B27008390"	2009	807.233
"A35251727"	2007	807.38
"A48093868"	2015	807.456
"A08224107"	2007	807.547
"B63677223"	2016	807.731
"A20779849"	2013	807.755
"A29035896"	2009	807.844
"A59382762"	2011	807.875
"A40005514"	2013	808.138
"B03028784"	2007	808.147
"A14026199"	2007	808.29
"A28399434"	2008	808.413
"A39031406"	2013	808.424
"A28374148"	2017	808.539
"A08224545"	2014	808.615
"B46023677"	2012	808.887
"A28132959"	2008	809.02
"A28649879"	2016	809.044
"A07038441"	2016	809.063
"A46079380"	2013	809.18
"A12015673"	2010	809.419
"A28112555"	2016	809.578
"A28604882"	2016	809.776
"A43025618"	2008	809.874
"A53552634"	2012	810
"A28148898"	2011	810
"A27007731"	2011	810.233
"B17017237"	2017	810.502
"B08292054"	2014	810.908
"A08026635"	2007	811.278
"B03028784"	2009	811.486
"B48472500"	2016	811.835
"A20038907"	2014	812.133
"A08606378"	2008	812.147
"A08154650"	2012	812.225
"A20055380"	2010	812.319
"A17013269"	2009	812.553
"A59736686"	2017	812.642
"A07066467"	2014	812.678
"A28235158"	2009	812.682
"B82175001"	2007	812.7
"A81933772"	2017	812.717
"B18547281"	2012	813
"B03072493"	2013	813.469
"A12010948"	2012	813.531
"B15032485"	2008	813.84
"B48070155"	2013	814.386
"A12012605"	2012	814.422
"A59202853"	2008	814.428
"B20193017"	2017	814.537
"F10026128"	2013	814.578
"A28555563"	2011	814.729
"A41017161"	2016	814.749
"A48073274"	2013	814.75
"A33604182"	2015	814.87
"A28019461"	2008	815.207
"A48009773"	2013	815.395
"A38030680"	2012	815.408
"A41050535"	2014	815.604
"A28193209"	2013	816.056
"B33614033"	2017	816.152
"A09028184"	2013	816.302
"A20008579"	2015	816.444
"A17019316"	2017	817
"A81931214"	2011	817.083
"A09015256"	2015	817.307
"A48016877"	2017	817.398
"A28110971"	2008	817.523
"A01019702"	2014	817.53
"A20062915"	2013	817.537
"A14030027"	2010	817.563
"A50615160"	2017	817.699
"B60024353"	2012	817.785
"B28617256"	2008	817.809
"A28715316"	2014	817.886
"A35014075"	2009	817.946
"A28449569"	2011	818.062
"A24022196"	2015	818.105
"A26017434"	2012	818.152
"A17012626"	2012	818.327
"A07919087"	2009	818.618
"A46082228"	2015	818.942
"A46086773"	2010	819.242
"B29901469"	2012	819.309
"B11050176"	2007	819.41
"A30014211"	2007	819.505
"A01013077"	2017	819.657
"A21006911"	2007	819.66
"B17016569"	2010	819.846
"B45006616"	2010	819.883
"A26004960"	2011	820
"A33604182"	2016	820.226
"A48121826"	2013	820.384
"A48093868"	2009	820.45
"A45010204"	2009	820.451
"B12029153"	2009	820.454
"A07086515"	2009	820.455
"A33373622"	2014	820.629
"A28422335"	2015	820.751
"A35028570"	2007	820.99
"A22008106"	2007	821.05
"A80897770"	2014	821.403
"B38318572"	2008	821.606
"B61395497"	2009	821.687
"B28205532"	2013	821.713
"A03021276"	2008	821.873
"B60171162"	2015	822
"A08296790"	2013	822.219
"A84534874"	2013	822.245
"A28523470"	2014	822.351
"B36620193"	2011	822.501
"A08555344"	2015	822.532
"A17012626"	2010	822.605
"A08091894"	2015	823.029
"A08533945"	2014	823.081
"B28341790"	2011	823.329
"A25011180"	2008	823.461
"A28684512"	2017	823.615
"A31000441"	2013	823.919
"A07033491"	2007	823.96
"A28172476"	2013	824.088
"A32007817"	2013	824.1
"A08146730"	2007	824.631
"A46015830"	2014	824.846
"A31038839"	2011	825
"B59886531"	2013	825
"A38018404"	2012	825.109
"B08195653"	2010	825.155
"A01012830"	2009	825.305
"A05007687"	2013	825.387
"A30035521"	2013	825.488
"A28614790"	2012	825.53
"A58294166"	2017	825.538
"A34009191"	2012	825.661
"A28451649"	2013	825.796
"A48114151"	2014	825.95
"A25418401"	2012	826
"A60853413"	2015	826.262
"A31072325"	2012	826.269
"B28545994"	2008	826.296
"B59737882"	2011	826.417
"A28579191"	2012	826.715
"A28579373"	2013	826.761
"B50475839"	2012	827.147
"B12014692"	2017	827.172
"A23022783"	2013	827.183
"A48002984"	2011	827.255
"B46069654"	2008	827.494
"A07089592"	2016	827.97
"A03017886"	2007	827.996
"A25022369"	2008	828
"A60853413"	2009	828.036
"A30032619"	2008	828.147
"B38008983"	2010	828.182
"A33034422"	2014	828.205
"A43020759"	2015	828.493
"A48073274"	2007	828.54
"A48117881"	2007	828.656
"A07013055"	2016	828.78
"A48104905"	2016	828.866
"A46007548"	2012	829.151
"A45002839"	2007	829.2
"B03028784"	2008	829.499
"A08270993"	2016	829.519
"B31009715"	2013	829.55
"A08224081"	2013	829.88
"A35101732"	2012	830
"A11682507"	2008	830.443
"A58907015"	2014	830.48
"A50011980"	2008	830.529
"A78526811"	2014	830.533
"B15004849"	2013	830.925
"B46084695"	2014	830.931
"B27007897"	2016	831.051
"A58253816"	2011	831.309
"A78393840"	2014	831.42
"A46047965"	2013	831.467
"A31086598"	2014	831.6
"B46114724"	2008	831.682
"A50022698"	2017	831.745
"A08211112"	2013	831.972
"A28128486"	2008	832.25
"B17016569"	2007	832.311
"A31024458"	2015	832.421
"A43035401"	2014	832.623
"A19011626"	2016	832.679
"A79259388"	2007	832.73
"B45007671"	2012	832.802
"A48110381"	2009	833.023
"A11609682"	2009	833.087
"A28494896"	2012	833.205
"A50615160"	2016	833.328
"A41055377"	2012	833.542
"B17229675"	2013	833.944
"A50047505"	2013	834.249
"A43055565"	2016	834.341
"A08560484"	2009	834.445
"A24007072"	2014	834.47
"B46131371"	2010	834.519
"A35040831"	2015	834.675
"A17018052"	2014	834.714
"B28127447"	2010	834.732
"B46118717"	2014	835.027
"A18024919"	2007	835.03
"B27007897"	2015	835.337
"A36201259"	2012	835.441
"A35031343"	2014	835.467
"A43110337"	2007	835.903
"A36632875"	2016	836.007
"B35018332"	2017	836.082
"A48108484"	2009	836.25
"B27008390"	2010	836.25
"A29350139"	2010	836.415
"A33006644"	2014	836.533
"A41055377"	2013	836.765
"A43036052"	2014	836.786
"A78428596"	2011	837.047
"A28189082"	2013	837.124
"A36603967"	2010	837.198
"A28668127"	2009	837.435
"B30604565"	2011	837.46
"A39020805"	2017	837.495
"B17016569"	2008	837.72
"B46043238"	2010	837.782
"A20036083"	2011	837.977
"A12029039"	2017	838.203
"B42141176"	2011	838.242
"B81760829"	2010	838.3
"A36603967"	2013	838.396
"A08562431"	2014	838.512
"A28579191"	2016	838.551
"A33617218"	2007	838.557
"A28618890"	2014	838.715
"B39008404"	2011	838.774
"A34009191"	2013	838.778
"A38019543"	2010	839.382
"A08199168"	2011	839.407
"A46170080"	2008	839.763
"A28550960"	2013	839.898
"A43055565"	2017	839.908
"A20029104"	2009	840.338
"A30012645"	2017	840.491
"A28167567"	2012	840.566
"A08413403"	2015	840.571
"A12019295"	2010	840.945
"A46015830"	2017	841.557
"B35044197"	2014	841.588
"B46063137"	2012	841.654
"A28645000"	2007	841.779
"B50475839"	2007	841.78
"A35397884"	2016	841.852
"B28579506"	2009	841.891
"A20065744"	2008	842.174
"A84039338"	2015	842.187
"A08331472"	2012	842.201
"B11024262"	2017	842.516
"A53288478"	2016	843.052
"A36600518"	2009	843.165
"B35329077"	2016	843.643
"A08290975"	2009	843.645
"A08280240"	2013	843.661
"A17018052"	2016	843.728
"A43016757"	2008	843.814
"A41008640"	2008	844
"B03087293"	2010	844.149
"A80652423"	2014	844.215
"A28191088"	2014	844.323
"A41091927"	2011	844.359
"B17023995"	2009	844.491
"A17013269"	2010	844.993
"A20024568"	2015	845.121
"A30035521"	2009	845.185
"B31694912"	2014	845.254
"A33604406"	2013	845.671
"A28645000"	2012	845.722
"B31784895"	2014	845.831
"G38004297"	2010	845.885
"B12015210"	2011	846.22
"B32001687"	2008	846.451
"A08274987"	2012	846.595
"B03036712"	2016	846.794
"A08221582"	2009	846.856
"A60045903"	2013	847
"A08934168"	2009	847.199
"A33602905"	2009	847.614
"A05007687"	2009	847.754
"A46015830"	2013	847.929
"A28033702"	2016	848
"A10011641"	2013	848.124
"A07059058"	2011	848.153
"A23022783"	2009	848.221
"B07650112"	2017	848.468
"A46068318"	2011	848.485
"A45002219"	2007	848.583
"A03057486"	2017	848.629
"A15013618"	2010	848.729
"B03044641"	2011	848.742
"B99029365"	2017	849
"B24399305"	2012	849.154
"B48841282"	2013	849.444
"A12083002"	2012	849.499
"A09281999"	2016	849.875
"A28400323"	2014	850.048
"A45017142"	2013	850.049
"A17018276"	2008	850.337
"B28249431"	2017	850.688
"A28337129"	2015	850.701
"A28637304"	2007	850.918
"A38010997"	2010	851.323
"A28427516"	2013	851.458
"A20031126"	2014	851.518
"A28283794"	2011	851.654
"B35023068"	2014	851.761
"B35006360"	2009	851.821
"A96862933"	2010	851.891
"A36060754"	2009	851.907
"A08445983"	2008	852.241
"A12363529"	2013	852.343
"A28801942"	2015	852.397
"B19179662"	2017	852.457
"A01016591"	2010	852.714
"B36684157"	2013	852.724
"A28253656"	2011	852.864
"A05007687"	2007	853.03
"B48074306"	2013	853.136
"A28494896"	2014	853.202
"A08681264"	2015	853.207
"A33036906"	2016	853.321
"B12557773"	2014	853.372
"B41007576"	2008	854.13
"B41033143"	2014	854.252
"A26017434"	2011	854.638
"A34009191"	2007	854.77
"A46111654"	2008	854.823
"A08934168"	2007	855.072
"A41002809"	2008	855.081
"B08195653"	2014	855.269
"B63533095"	2016	855.37
"A79259388"	2009	855.491
"B46069654"	2010	855.562
"A14616031"	2015	855.657
"B08136905"	2010	855.795
"B84150994"	2013	856
"A19002039"	2015	856.21
"A35009992"	2015	856.301
"A36603421"	2015	856.625
"B47364872"	2014	856.993
"B36880003"	2009	857.029
"B28644441"	2016	857.056
"A22001721"	2016	857.086
"A04017497"	2012	857.553
"A46047965"	2010	857.564
"A24014227"	2012	857.861
"A45007614"	2011	857.892
"B82529017"	2013	857.92
"B28579506"	2012	857.94
"A12015673"	2009	857.945
"B28193340"	2015	858.059
"A39007729"	2015	858.382
"B47531462"	2014	858.433
"A08560179"	2012	858.447
"B08195653"	2012	858.57
"A24007072"	2015	859.022
"A28720795"	2011	859.308
"A28604882"	2015	859.466
"A48080683"	2007	859.87
"A50057421"	2015	860.081
"A28399434"	2012	860.174
"A28648053"	2010	860.26
"A46074647"	2010	860.288
"A48006423"	2010	860.31
"A50016930"	2010	860.619
"A62332580"	2013	860.682
"A17013947"	2009	860.843
"A81047375"	2010	861
"B09019548"	2007	861.068
"A12524278"	2016	861.074
"A03040854"	2008	861.102
"A08334906"	2016	861.369
"A08132805"	2009	861.767
"B03010634"	2010	861.789
"A28637304"	2017	862.104
"A36605772"	2011	862.747
"A60016037"	2011	862.858
"B62916077"	2011	862.906
"A30005524"	2013	863.171
"B32362410"	2017	863.336
"A23014871"	2015	863.336
"B79232096"	2017	864
"A41695149"	2011	864
"B58807645"	2014	864.019
"B46047817"	2014	864.297
"A31065915"	2013	864.473
"A61557641"	2011	864.684
"A08042764"	2009	864.747
"A28337129"	2016	864.779
"B46055943"	2009	864.94
"A28266989"	2015	865
"B28044204"	2017	865.08
"B43029305"	2008	865.217
"A17034505"	2014	865.413
"B23289580"	2014	865.557
"B47531462"	2017	866.079
"A01002864"	2008	866.085
"A17006792"	2007	866.462
"A07427081"	2009	866.893
"A28271914"	2016	867.503
"B17593633"	2007	867.54
"B03072576"	2013	868.051
"A04001897"	2010	868.164
"A08688095"	2012	868.2
"A28637304"	2014	868.609
"A28096378"	2015	868.754
"A08221582"	2008	868.887
"A35014075"	2014	868.955
"A28440576"	2009	869.264
"A28229409"	2014	869.403
"A31018492"	2017	869.711
"A46072823"	2012	870
"A03046125"	2008	870.011
"A01000777"	2011	870.099
"A28458826"	2017	870.109
"A28440576"	2012	870.228
"A01007137"	2014	870.423
"A39012638"	2008	870.494
"B05004999"	2015	870.495
"A80762602"	2010	870.532
"A48865679"	2007	870.656
"A28054211"	2012	870.698
"A30014211"	2008	870.805
"A48009773"	2012	870.834
"B01213032"	2014	870.886
"A20074167"	2014	871.131
"A48093421"	2014	871.191
"B48074306"	2011	871.214
"A28416154"	2017	871.664
"B28460681"	2016	871.874
"A26022657"	2010	871.895
"B31784895"	2013	871.984
"A80771116"	2014	872
"A28416089"	2012	872.031
"A28023422"	2009	872.378
"A61557641"	2010	872.476
"A08445983"	2009	872.781
"A36600500"	2016	873.055
"A32006579"	2012	873.341
"A08710055"	2016	873.508
"B58875048"	2012	873.941
"A08683864"	2016	874.02
"A30418255"	2007	874.1
"B46191094"	2013	874.119
"B46191094"	2009	874.484
"A28329480"	2007	874.6
"A50060011"	2016	874.61
"A08139339"	2015	874.708
"A07089592"	2015	875.27
"B50031749"	2008	875.3
"A40006371"	2007	875.339
"A34003624"	2007	875.4
"A08527020"	2014	875.522
"A08576753"	2012	875.612
"A48081061"	2014	875.729
"A33603317"	2008	875.79
"B60653466"	2009	875.812
"A33025701"	2015	876.131
"B28498210"	2011	876.163
"B17229675"	2011	876.24
"B28218287"	2015	876.566
"A12023693"	2009	876.583
"A12002887"	2012	876.615
"A28379816"	2007	876.623
"A45014776"	2007	876.823
"F10026128"	2014	876.851
"A26004960"	2010	877
"B28120012"	2007	877.07
"A11019767"	2016	877.109
"B62725320"	2011	877.348
"A41002809"	2007	878.075
"A08097966"	2011	878.348
"A33019423"	2016	878.737
"A46269155"	2012	878.771
"A60850500"	2013	878.803
"A08154650"	2007	878.84
"A80200868"	2007	878.968
"B12008397"	2016	879.174
"A03032653"	2012	879.208
"A48117881"	2013	879.32
"A28138386"	2014	879.324
"A80652423"	2008	879.562
"A30017438"	2009	879.656
"A28645000"	2013	879.858
"A26004093"	2012	880.011
"A17012626"	2011	880.091
"A01013077"	2010	880.097
"B45555489"	2017	880.246
"A46045936"	2013	880.277
"A30033898"	2012	880.37
"A07013055"	2017	880.645
"A28627446"	2015	880.696
"A14023139"	2007	880.819
"B46132387"	2007	880.83
"A48034110"	2008	881.223
"A28494896"	2013	881.664
"A31501901"	2015	881.717
"A48117881"	2008	881.841
"B27008390"	2012	882.014
"B27014398"	2017	882.099
"A28505402"	2016	882.216
"A31001027"	2013	882.332
"A28684512"	2014	882.379
"A32006579"	2017	882.806
"A03032653"	2013	882.87
"A38003133"	2010	883
"A09007089"	2014	883.005
"A30012009"	2010	883.04
"A17013913"	2010	883.269
"A01007137"	2015	883.409
"A46047965"	2014	883.487
"F38008579"	2010	884.584
"A08121089"	2015	884.622
"F10026128"	2015	884.764
"A08257529"	2007	884.9
"A33689530"	2016	884.916
"A31038839"	2012	885
"A04001897"	2014	885.088
"A50052489"	2008	885.346
"A33126244"	2010	885.646
"A08514028"	2011	885.908
"A43030626"	2015	886
"B82612904"	2008	886.753
"A30021877"	2015	887.19
"A01010164"	2009	887.398
"A46139937"	2010	887.524
"A11902814"	2014	887.792
"B41063355"	2013	887.864
"A32006215"	2014	887.878
"A33036880"	2015	888.305
"A46332995"	2010	888.55
"A39007729"	2011	889.018
"A31065915"	2011	889.093
"A03099405"	2015	889.114
"A15012305"	2013	889.246
"B97131155"	2014	889.278
"A28612208"	2012	889.339
"A28579191"	2010	889.578
"B03078391"	2016	889.585
"A08622938"	2008	890.039
"B27008390"	2011	890.039
"A08331472"	2008	890.303
"A28070167"	2013	890.435
"A08520629"	2017	890.638
"A41050980"	2011	890.783
"A78020732"	2015	890.956
"B46090791"	2008	890.995
"A28033702"	2011	891
"A28219541"	2016	891.079
"B03044641"	2009	891.655
"A17055153"	2017	891.778
"A47002878"	2008	892
"A08078719"	2010	892.026
"A48006423"	2015	892.175
"A08098576"	2016	892.43
"A28523066"	2011	892.789
"A33603317"	2009	893.662
"A12512497"	2015	893.778
"B21015474"	2015	894.027
"A46047965"	2011	894.1
"A08026635"	2013	894.504
"B11630886"	2010	894.602
"A12016549"	2016	894.984
"B41070020"	2017	895.145
"A81896375"	2007	895.42
"A28219541"	2017	895.507
"B35027143"	2014	895.546
"A31449002"	2010	895.793
"A32007817"	2014	896.12
"B28127447"	2012	896.222
"A29049509"	2009	896.285
"A48050728"	2007	896.705
"A48006423"	2011	896.761
"B28498210"	2012	896.876
"B82988825"	2015	896.898
"A33055138"	2012	896.91
"A31194905"	2009	897
"A08098576"	2015	897.299
"B20193017"	2011	897.551
"A20053773"	2013	897.567
"A78020732"	2008	897.949
"A08238578"	2009	897.987
"A43025618"	2016	897.999
"B28460681"	2014	898.079
"A08026072"	2017	898.355
"A78100609"	2013	898.663
"A17051152"	2015	898.854
"B46157533"	2017	898.867
"A47010095"	2009	898.947
"A22009492"	2015	899.082
"A46063731"	2008	899.123
"B12008397"	2015	899.284
"A08192965"	2017	899.303
"A20047726"	2010	899.438
"A24001661"	2009	899.773
"A30112221"	2015	899.952
"A39020805"	2016	900.121
"A48006423"	2008	900.27
"A39022124"	2011	900.842
"A08710055"	2017	900.893
"B31049273"	2010	900.894
"A38003133"	2007	900.91
"A28842003"	2015	901.201
