nif	year	inmovilizado
"A04007811"	2016	4933.316
"A08450421"	2015	4933.854
"A44004422"	2016	4933.901
"A46162665"	2016	4934.113
"A08631517"	2014	4935.886
"A03066909"	2015	4935.909
"B30034573"	2008	4936.17
"B31077514"	2011	4937.481
"B08628455"	2008	4937.618
"B41042995"	2017	4937.805
"A29507456"	2007	4938.06
"A28496438"	2016	4938.53
"B28148773"	2012	4939.056
"A30005524"	2013	4939.261
"A04007811"	2010	4939.688
"A01009265"	2014	4940.006
"B33615493"	2014	4940.381
"A33610106"	2011	4940.52
"B04028734"	2011	4941.253
"A09021833"	2014	4941.659
"B46084208"	2012	4942.276
"A08277014"	2010	4943.335
"A22001721"	2017	4943.858
"A20003042"	2012	4944.129
"A41008301"	2017	4944.815
"A25007105"	2013	4946.38
"F95073748"	2011	4946.447
"B38002655"	2014	4946.459
"A46002697"	2017	4946.705
"A28126274"	2015	4947
"A50052489"	2009	4947.904
"B05004999"	2016	4947.931
"A28404614"	2008	4948.101
"A28491041"	2015	4948.355
"A33606534"	2008	4948.849
"A19163682"	2009	4949.611
"A48064521"	2013	4950.307
"A46066791"	2008	4950.42
"A35811272"	2016	4951.489
"A36008886"	2008	4951.6
"B28091486"	2012	4951.617
"A31000441"	2016	4951.879
"A15024482"	2010	4952.24
"A29018249"	2009	4953.048
"B28113991"	2015	4954.289
"A48093538"	2015	4954.755
"A28695021"	2011	4956.403
"A08433260"	2013	4956.681
"A08225278"	2009	4957.212
"A47022165"	2013	4957.42
"A46047965"	2007	4957.529
"A15000227"	2012	4958.895
"B03036340"	2010	4959.033
"A28715027"	2009	4959.112
"B08628455"	2009	4959.847
"A50066562"	2015	4960.338
"A08069809"	2007	4960.444
"A45202975"	2009	4961.113
"A12405577"	2009	4961.527
"A28057008"	2015	4963.988
"A48080683"	2010	4964.641
"A08450421"	2008	4964.67
"B38004966"	2009	4965.058
"A26017434"	2014	4965.108
"B38025920"	2017	4965.141
"B11018462"	2010	4965.197
"A35028208"	2008	4966.458
"B17002049"	2007	4966.91
"A46170080"	2012	4968.514
"A08213936"	2010	4968.911
"A20074068"	2016	4969.043
"A29018249"	2010	4969.136
"A14030027"	2013	4969.395
"A19180108"	2010	4969.736
"B13004924"	2012	4970.302
"B61175725"	2009	4971.147
"A17013913"	2010	4971.37
"A07027261"	2009	4971.55
"A47021076"	2016	4971.967
"A78355278"	2013	4972.327
"A03047628"	2015	4972.748
"A01001072"	2010	4974.601
"B43032713"	2016	4976.014
"A35091057"	2013	4976.288
"A08629107"	2011	4978.601
"B63220917"	2017	4978.989
"A41089368"	2016	4979.508
"B35011675"	2008	4979.649
"A79259404"	2014	4979.996
"A78393840"	2010	4981.575
"A20003042"	2017	4982.764
"A15506934"	2013	4983.847
"B16010464"	2011	4984.223
"F30046411"	2007	4985.284
"A81896375"	2008	4985.43
"A20036083"	2016	4985.812
"B38004966"	2015	4986.424
"B81496515"	2011	4987.255
"B28360360"	2012	4987.325
"A28715027"	2007	4988.152
"A48050124"	2015	4989.142
"B12020194"	2013	4989.485
"A92111871"	2011	4990
"B28205532"	2010	4991.427
"B28091486"	2011	4991.797
"A46069456"	2015	4992.177
"A14530497"	2012	4993.398
"A08496473"	2016	4994.212
"A33610106"	2008	4994.388
"B38002655"	2016	4994.82
"A24003873"	2007	4996.187
"A39000187"	2013	4996.761
"A30035679"	2012	4997.04
"A17048349"	2017	4998.146
"A08683864"	2009	4998.828
"A28060515"	2008	4999
"A48155352"	2014	4999.044
"A15024482"	2016	4999.279
"A08480287"	2017	4999.857
"B24013799"	2014	5000.225
"A13006903"	2014	5000.482
"A08285363"	2015	5000.776
"B31067168"	2014	5001.46
"A12283388"	2015	5002.235
"B38017554"	2009	5002.771
"B31065212"	2012	5002.976
"A31068927"	2014	5003.935
"A03064102"	2014	5004.152
"A50029065"	2010	5004.665
"A08081986"	2007	5005.7
"A01006659"	2017	5006.656
"A33373622"	2012	5007.107
"A28515567"	2017	5008.353
"A47091632"	2013	5008.372
"B38002655"	2017	5008.82
"A26017434"	2011	5010.257
"A08691503"	2013	5010.396
"A03734514"	2012	5010.435
"A35569102"	2015	5011.447
"A08533945"	2017	5012.719
"A45018223"	2016	5014.114
"A33610106"	2009	5014.248
"B43009091"	2009	5014.344
"B03072857"	2013	5014.607
"A62703806"	2014	5015.096
"A44004422"	2014	5015.712
"A29018249"	2013	5015.851
"A28404614"	2014	5016.321
"A08477663"	2016	5016.965
"A06007637"	2014	5017.088
"A34003624"	2012	5017.742
"A28017531"	2013	5019.11
"A47021076"	2015	5019.957
"B03030913"	2011	5020.015
"A81408817"	2009	5020.135
"B35011675"	2007	5022.141
"A07019573"	2017	5022.724
"A30603757"	2016	5022.962
"A30035679"	2014	5023.123
"A44004422"	2015	5023.237
"A08576753"	2013	5023.844
"B36603629"	2014	5024.426
"A17020561"	2009	5024.975
"A28523066"	2011	5025.351
"A28019461"	2012	5026
"F25002338"	2009	5026.233
"A03033164"	2015	5026.705
"A31000441"	2011	5027.104
"A22009492"	2015	5028.043
"A28842003"	2008	5028.215
"B45007671"	2009	5028.559
"A03011541"	2013	5028.683
"A15038326"	2013	5028.845
"B46146080"	2015	5029.309
"A36008886"	2007	5030.13
"A17014523"	2017	5030.43
"A46117792"	2016	5030.855
"A28715027"	2008	5031.315
"A08304933"	2008	5031.943
"A48031140"	2008	5032.25
"A28324630"	2013	5032.423
"B17228081"	2012	5033.626
"A41212572"	2013	5034.2
"A81722712"	2007	5034.334
"A08691503"	2010	5034.422
"B35011675"	2009	5035.063
"A20574372"	2016	5035.561
"B57551350"	2015	5035.622
"A08520629"	2014	5035.666
"A31037294"	2017	5036.673
"A30035679"	2013	5036.716
"A46047965"	2008	5037.44
"A17013269"	2013	5037.785
"A30035521"	2013	5038.308
"A41212572"	2014	5038.357
"A20028676"	2012	5039.366
"A46043154"	2008	5039.698
"A28518041"	2009	5039.804
"B30010326"	2011	5040.376
"A39007943"	2017	5042.061
"A47022165"	2012	5042.138
"B07039514"	2015	5042.491
"A32006579"	2014	5043.432
"A29018249"	2011	5043.516
"B84311760"	2015	5044.21
"A33026980"	2015	5045.736
"A07042435"	2017	5047.604
"B85692374"	2016	5048.492
"A44004422"	2017	5048.527
"B30034573"	2009	5048.715
"A46072823"	2012	5050
"A28724268"	2012	5050.735
"A47017728"	2015	5050.893
"A08197022"	2015	5051.237
"B08721060"	2015	5051.744
"A08299406"	2011	5051.821
"A17011297"	2007	5051.92
"A22001721"	2016	5052.031
"A28427581"	2012	5052.461
"A50889955"	2014	5052.842
"A28711893"	2015	5052.861
"B03072857"	2012	5053.233
"A17475203"	2008	5054.644
"A33036906"	2014	5055.819
"A16010126"	2013	5056.876
"A28057008"	2012	5057.114
"B28222487"	2014	5057.719
"A28579191"	2017	5058.322
"A28057008"	2007	5058.821
"A30035679"	2011	5058.948
"A26017434"	2015	5059.063
"A79047916"	2013	5060.544
"A22009492"	2010	5061.738
"A14022099"	2012	5062.666
"A12016549"	2015	5062.999
"F95073748"	2010	5063.171
"B97131155"	2014	5063.586
"A08365413"	2009	5064.316
"A08631517"	2013	5064.735
"B11018462"	2009	5064.752
"A33617218"	2009	5066.755
"A17475203"	2009	5067.281
"A13005384"	2012	5068.334
"A07013055"	2008	5068.492
"A17034505"	2008	5071.208
"A18006569"	2010	5073.809
"A80352420"	2008	5073.842
"A20003042"	2014	5074.22
"A03033164"	2016	5074.899
"B38002655"	2015	5075.088
"A08221582"	2013	5075.116
"A03734514"	2013	5075.297
"B30331573"	2007	5076.307
"A48083927"	2012	5076.804
"A17041708"	2017	5076.943
"A29018249"	2012	5076.948
"A07065717"	2012	5077.003
"A08683864"	2013	5077.087
"B28579506"	2010	5077.213
"A48009328"	2016	5077.271
"A40002701"	2017	5077.322
"B46050910"	2017	5078.244
"A07036130"	2017	5078.277
"B28222487"	2010	5078.695
"A07042435"	2015	5078.911
"B13009592"	2014	5078.921
"B35031665"	2010	5079.012
"F25002338"	2014	5079.418
"A08683864"	2010	5079.902
"A38003844"	2010	5080.052
"A46075206"	2010	5080.106
"F30587919"	2014	5080.197
"A48017974"	2017	5080.934
"A17018276"	2013	5080.968
"A03066909"	2014	5081.287
"A43355403"	2009	5082.257
"A46056255"	2009	5082.851
"A08438194"	2017	5083.301
"A08563769"	2015	5083.639
"B08190654"	2017	5084.736
"A08221582"	2010	5085.1
"A01001072"	2009	5085.336
"B41058124"	2011	5086.636
"A01012103"	2011	5087.555
"A20003042"	2015	5087.815
"A78428596"	2017	5088.126
"A48050124"	2008	5088.91
"B46103131"	2013	5092.477
"A28057008"	2009	5092.689
"A38024907"	2011	5092.908
"A20074068"	2015	5092.937
"A35251727"	2008	5093.355
"B08059636"	2008	5093.82
"A12405577"	2014	5093.952
"A07021256"	2009	5094.359
"A08138042"	2012	5094.943
"A28801942"	2009	5097.04
"A50066562"	2016	5097.674
"A39022124"	2017	5097.865
"A25007105"	2012	5098.233
"A33618257"	2011	5098.434
"A45011103"	2012	5098.649
"A08075954"	2010	5099.563
"A08238578"	2011	5100.148
"B46020541"	2009	5100.793
"A08493306"	2014	5101.132
"A81496382"	2013	5101.331
"B39014709"	2016	5101.915
"A33018664"	2013	5102.417
"B46055943"	2009	5102.969
"A08225278"	2010	5103.035
"A08433260"	2016	5103.228
"A30007231"	2015	5103.451
"A08145385"	2010	5104.36
"A24012692"	2013	5104.724
"A08332256"	2012	5104.918
"A48020200"	2012	5105.003
"A14015788"	2011	5105.565
"B42001297"	2013	5105.787
"A26017434"	2013	5106.073
"A28749976"	2011	5106.916
"A29063567"	2007	5106.962
"B63220917"	2012	5108.431
"B50051705"	2014	5108.576
"A15016702"	2010	5108.951
"A28024172"	2008	5109.055
"A08145385"	2009	5109.708
"A28057008"	2017	5110.393
"A26004978"	2009	5110.614
"A07013055"	2017	5110.955
"A41057209"	2017	5110.962
"A47005095"	2016	5111.2
"A78393840"	2011	5112.277
"B28555001"	2012	5113.231
"A46226122"	2008	5113.991
"A08433260"	2015	5114.004
"A30013247"	2014	5114.298
"A08138042"	2008	5114.831
"A17045204"	2012	5115.334
"A47017728"	2017	5115.868
"A08509937"	2009	5116.332
"A33606534"	2010	5116.507
"B28579506"	2014	5116.544
"A20038907"	2015	5116.586
"A22009492"	2014	5116.696
"B63220917"	2014	5117.471
"A09028184"	2014	5118.5
"V30558738"	2017	5118.696
"B29901469"	2014	5119.309
"A15016702"	2008	5119.578
"A08285363"	2016	5120.203
"A08509937"	2010	5120.728
"A46002697"	2016	5120.855
"A15070444"	2010	5121.311
"A46056255"	2015	5122.344
"B28304129"	2016	5122.761
"A46068284"	2010	5123
"A28147197"	2012	5123.957
"B46084208"	2009	5123.962
"A28057008"	2008	5124.594
"A41762386"	2016	5125.137
"A43019975"	2017	5125.417
"A28070167"	2009	5125.559
"A41762386"	2017	5126.796
"B28383362"	2013	5126.874
"A46075206"	2008	5127.234
"A07042435"	2013	5127.283
"A03057486"	2015	5127.865
"A08450421"	2016	5128.251
"A08299406"	2010	5129.417
"A08075954"	2016	5129.659
"A28404614"	2013	5130.819
"B20056255"	2016	5133.626
"A03021276"	2012	5134.566
"A22008106"	2012	5134.885
"A07012826"	2013	5134.997
"B38017067"	2010	5135.664
"A17018276"	2008	5135.673
"A33605072"	2011	5135.874
"B28059012"	2009	5136
"A28126274"	2007	5136.77
"A18431064"	2015	5137.976
"B08059636"	2011	5138.026
"A08520629"	2017	5138.716
"B97131155"	2010	5142.592
"B28623213"	2015	5142.831
"A11010352"	2010	5145.248
"B30331573"	2008	5145.958
"A28510246"	2015	5147.05
"A48155352"	2016	5147.616
"A31000441"	2015	5147.857
"A08199168"	2007	5147.861
"A11957792"	2008	5148.198
"A28126274"	2011	5148.519
"A03040854"	2010	5149.754
"A33604851"	2012	5149.758
"A17013913"	2007	5150.121
"B03036340"	2012	5150.837
"A36000073"	2012	5150.905
"A34009191"	2008	5151.004
"A11682507"	2012	5151.462
"A08138042"	2013	5151.811
"A24020562"	2009	5152.935
"A12405577"	2011	5152.963
"A24012692"	2015	5153.307
"A33605072"	2012	5153.727
"A12405577"	2010	5154.054
"B35018332"	2008	5154.204
"A08466807"	2016	5154.237
"B63805295"	2013	5155.6
"A14030027"	2012	5155.986
"B28222487"	2012	5156.554
"A08014813"	2008	5158.94
"A30112221"	2017	5158.979
"A17034505"	2010	5160.192
"B11012820"	2013	5160.369
"A33605072"	2009	5160.448
"A35144989"	2010	5160.676
"B08059636"	2007	5162.36
"A12083002"	2011	5163.36
"A31013543"	2016	5164.418
"A15070444"	2008	5164.856
"A28645000"	2008	5165.811
"A07013055"	2016	5166.281
"A28070167"	2010	5166.495
"A01005594"	2016	5167.135
"A23020043"	2014	5167.475
"B03072857"	2011	5169.166
"A46043154"	2009	5169.2
"A28715027"	2011	5169.509
"B91139717"	2012	5169.963
"F95073748"	2009	5170.938
"A19163682"	2011	5171.094
"A09006859"	2010	5172.42
"A12405577"	2012	5173.124
"A06014930"	2016	5173.861
"A30014047"	2009	5173.87
"B35023068"	2012	5173.997
"A08221582"	2015	5174.474
"A08683864"	2016	5175.498
"A08466807"	2017	5175.584
"A03046125"	2009	5175.749
"A50066562"	2017	5175.888
"B24399305"	2012	5176.071
"A08200651"	2016	5176.491
"A28070167"	2011	5176.577
"A48000939"	2007	5177.44
"A20003042"	2016	5177.639
"B36009207"	2011	5177.845
"B27013713"	2011	5178.934
"B36620193"	2013	5179.346
"A35569102"	2014	5181.227
"A50000876"	2015	5181.383
"B46164463"	2011	5181.956
"B28498210"	2009	5182.294
"A43355403"	2008	5182.501
"A31013543"	2014	5183.09
"A33008426"	2009	5183.345
"A20574372"	2017	5183.733
"A30006142"	2017	5183.752
"A30005524"	2014	5184.916
"B08721060"	2010	5185.146
"A22008106"	2009	5186.118
"B46173423"	2015	5186.284
"A31068927"	2017	5186.801
"A46068284"	2008	5189
"A19163682"	2015	5189
"A28646735"	2016	5189.062
"A46007548"	2009	5189.356
"A08138042"	2010	5189.43
"A17001678"	2010	5189.635
"A08228520"	2012	5190.009
"A41392317"	2011	5190.677
"A36611903"	2011	5191.833
"A07042435"	2011	5193.25
"B27013713"	2010	5193.751
"A38024907"	2012	5194.314
"A36008886"	2010	5194.613
"A07042435"	2016	5194.9
"A31037294"	2009	5195.471
"A28427581"	2011	5195.782
"A08221582"	2016	5196.007
"A03066909"	2013	5196.152
"A33610106"	2013	5197.178
"A43019868"	2007	5197.932
"A03017308"	2013	5197.986
"A08576753"	2014	5198.953
"A01012103"	2013	5199.261
"A08620056"	2007	5199.848
"A31031545"	2009	5199.959
"A28249993"	2014	5200.324
"B39446315"	2009	5200.84
"A28618890"	2016	5201.449
"A28457059"	2011	5201.889
"B28579506"	2009	5201.9
"A28580546"	2008	5202.075
"B10005932"	2016	5202.656
"A28070167"	2012	5202.731
"A17014523"	2014	5203.005
"A28604882"	2016	5203.886
"A43015965"	2013	5204.16
"A08450421"	2007	5204.28
"A17005968"	2007	5204.28
"A17034505"	2011	5205.267
"A15000227"	2016	5205.331
"A01011881"	2016	5205.508
"A43029339"	2010	5205.86
"A08450421"	2017	5205.925
"A46043154"	2007	5207.49
"A13002134"	2011	5210.838
"A01012830"	2012	5211.159
"A28496438"	2015	5211.226
"A47091632"	2012	5211.643
"A23012719"	2007	5211.69
"A46069456"	2016	5211.954
"A33603317"	2017	5212.044
"F25002338"	2007	5212.06
"B03030913"	2010	5212.939
"A28612208"	2011	5213.036
"A34007831"	2007	5213.425
"B48074306"	2017	5213.777
"B28222487"	2009	5214.66
"A50060011"	2013	5214.815
"A08479297"	2013	5215.807
"A96646880"	2017	5216.562
"A03033164"	2013	5216.747
"B17002049"	2016	5217.108
"A12283388"	2014	5217.957
"A28359073"	2010	5219
"A46105508"	2014	5219.036
"A45002839"	2011	5219.886
"A14037642"	2012	5220.714
"A08612061"	2010	5221.124
"A28547115"	2007	5222.099
"A48025845"	2010	5224.053
"A36604882"	2012	5224.574
"A46137352"	2014	5226.214
"A48031140"	2007	5229.41
"A08621161"	2017	5229.873
"A50000876"	2016	5230.552
"A17005968"	2011	5231.035
"A28024172"	2011	5231.168
"A48093918"	2016	5231.312
"B08721060"	2014	5232.901
"B62133384"	2009	5235.107
"A36006021"	2014	5235.543
"B28218287"	2016	5236.72
"A50012541"	2012	5236.876
"A59736686"	2009	5237.52
"A03011392"	2015	5238.093
"A06014930"	2013	5238.617
"A17018276"	2009	5238.888
"A50889955"	2015	5239.548
"A28711893"	2014	5239.668
"B12007357"	2017	5239.847
"A33618257"	2013	5241.046
"A28184661"	2017	5241.079
"B28623213"	2010	5241.222
"A30014047"	2011	5242.257
"B28354355"	2009	5242.439
"A35014075"	2008	5243.106
"A15000391"	2007	5243.17
"A15012305"	2012	5243.624
"A08220014"	2012	5243.689
"A17013269"	2012	5244.28
"A17020561"	2008	5244.901
"A03011392"	2013	5245.294
"B41045089"	2015	5245.796
"A46020558"	2007	5245.981
"A07019573"	2016	5247.046
"A36014595"	2016	5247.102
"A34009191"	2011	5247.231
"A17447061"	2014	5247.231
"A08238578"	2012	5248.824
"A17011297"	2009	5249.12
"B08216202"	2012	5249.319
"A46075206"	2009	5249.873
"A08691503"	2011	5250.049
"A12283388"	2009	5250.065
"A20060075"	2016	5250.22
"A18017228"	2016	5251.071
"A08196446"	2008	5251.324
"A08026072"	2007	5251.35
"B17002049"	2014	5251.644
"A36608180"	2014	5252.324
"A40002701"	2011	5252.81
"A33605072"	2008	5252.99
"A41061318"	2009	5253.188
"A31000441"	2010	5253.498
"A30014047"	2010	5254.585
"A28017531"	2012	5254.62
"A24014227"	2016	5254.814
"A06141345"	2012	5255.174
"A39022124"	2016	5255.994
"A48050124"	2009	5256.03
"A08193591"	2011	5257.834
"A03734514"	2011	5258.205
"A36604882"	2017	5258.841
"A07042435"	2014	5259.88
"A17018276"	2012	5259.99
"A28198356"	2014	5261.446
"A33034422"	2014	5262.876
"B47011374"	2017	5263.39
"A08480287"	2016	5263.709
"B62263272"	2012	5263.996
"A02003754"	2010	5264.194
"B46173423"	2017	5264.195
"B06001143"	2015	5264.465
"A46056255"	2008	5267.01
"A33603317"	2013	5267.044
"A11209749"	2010	5267.045
"A13001730"	2008	5267.135
"B38017067"	2012	5267.204
"A08093254"	2014	5267.206
"A41031303"	2010	5268
"B08988149"	2016	5268.053
"A08621161"	2015	5269.77
"A17000993"	2015	5270.698
"A43004472"	2015	5270.961
"A43355403"	2007	5273.418
"A50029065"	2012	5274.36
"A03057486"	2014	5274.757
"A08135139"	2014	5275.021
"A17013913"	2008	5275.028
"A03057486"	2017	5275.874
"A79047916"	2016	5276.2
"A03057486"	2011	5276.54
"A08906208"	2014	5276.651
"B38071155"	2010	5277.18
"A17001678"	2017	5277.785
"B38071155"	2012	5278.409
"A28126274"	2012	5279.038
"A08361016"	2016	5279.882
"A28715027"	2010	5280.048
"A08438194"	2015	5280.326
"A17009093"	2014	5281.394
"A28610863"	2010	5281.94
"A25007105"	2011	5282.032
"A33019423"	2014	5282.49
"B17228081"	2017	5283.516
"B46055802"	2013	5284.422
"A34009191"	2009	5284.901
"A15000227"	2009	5285.892
"B84311760"	2013	5286.546
"A17013269"	2011	5287.66
"A08026635"	2011	5287.765
"B28569127"	2009	5287.864
"B30020226"	2007	5288.831
"B46164463"	2010	5290.004
"A08270993"	2013	5290.673
"A17005968"	2009	5290.983
"A19180108"	2009	5291.011
"A33026980"	2011	5291.357
"B32008625"	2017	5292.21
"B19001551"	2015	5292.392
"B81542813"	2009	5293.473
"B46131371"	2010	5293.526
"A07012826"	2014	5293.666
"A03734514"	2014	5293.902
"A25010430"	2017	5294.274
"A08691503"	2012	5294.539
"A28900975"	2008	5294.785
"A27007731"	2013	5294.828
"B17011511"	2008	5294.89
"A36615037"	2017	5294.929
"A46162665"	2015	5295.975
"A08520629"	2015	5296.009
"A17005968"	2010	5297.739
"A17055153"	2008	5299.324
"A28219541"	2015	5299.769
"A29507456"	2012	5299.955
"B36009207"	2015	5301.024
"A46066791"	2016	5302
"A48006423"	2009	5303.48
"A08138042"	2011	5303.919
"A14037642"	2013	5303.959
"A46134748"	2011	5304.422
"A38020905"	2010	5304.78
"A04001897"	2015	5305.577
"A28017531"	2015	5305.873
"B28498210"	2011	5305.974
"B17228081"	2010	5305.983
"A63736458"	2014	5306.581
"B04001848"	2014	5306.625
"A08484107"	2015	5306.716
"A27252063"	2015	5309.602
"A48029847"	2017	5309.807
"A33602905"	2010	5311.214
"B36008555"	2014	5311.51
"B38004966"	2008	5312.411
"A48064521"	2012	5313.083
"A12019295"	2008	5314
"A01011881"	2017	5314.458
"A15016702"	2009	5314.531
"A43029339"	2009	5314.638
"A27007731"	2016	5316.65
"A33036906"	2017	5316.822
"A29050762"	2017	5317.137
"B38238788"	2009	5317.172
"A07013055"	2007	5317.646
"A08007056"	2011	5318.008
"B61567970"	2017	5318.29
"A12028403"	2013	5318.808
"B84311760"	2014	5318.86
"B46173423"	2016	5320.227
"A08189359"	2014	5322.091
"B11012820"	2016	5322.437
"A48865679"	2012	5323.664
"B20056255"	2015	5323.764
"A81408817"	2011	5324.323
"B28113991"	2014	5326.33
"B17593633"	2010	5326.879
"A17018276"	2011	5327.588
"A08238578"	2014	5327.687
"A29050762"	2016	5329.436
"A28039469"	2017	5329.822
"B12462560"	2017	5331.378
"A08238578"	2010	5333.062
"B29901469"	2013	5333.279
"A29076270"	2013	5333.552
"A32007817"	2013	5333.594
"B04028734"	2012	5333.678
"B38017554"	2015	5333.954
"A24050015"	2013	5333.981
"A22009492"	2011	5335.256
"A36014595"	2008	5335.259
"A21000427"	2007	5335.385
"B13009592"	2009	5335.545
"A50032309"	2015	5336.114
"A28580546"	2009	5337.032
"A48050124"	2011	5337.062
"A28586592"	2011	5337.134
"A43035401"	2008	5337.799
"A47091632"	2011	5339.257
"A59736686"	2008	5339.747
"B61567970"	2016	5339.957
"B36009207"	2013	5340.054
"B15017908"	2012	5340.192
"B97131155"	2013	5341.298
"F04030672"	2013	5342.232
"A36615037"	2014	5342.333
"A24012692"	2014	5343.44
"A08480287"	2014	5346.074
"A28245355"	2017	5346.712
"B92403716"	2017	5347.387
"A08278731"	2014	5347.795
