nif	year	ig_explo
"A08278731"	2016	28348.9
"B61395497"	2014	28349.4
"A42000802"	2009	28351
"A14000533"	2016	28355.2
"A39022124"	2013	28360.73
"A28058758"	2016	28360.95
"B84537315"	2017	28361.95
"A11000288"	2013	28372.14
"A29035896"	2013	28372.87
"A15044530"	2013	28377.29
"A21008727"	2012	28380.29
"A33610106"	2009	28380.8
"B28579324"	2015	28383.02
"A28273241"	2016	28383.4
"B63220917"	2014	28388.42
"A17019316"	2010	28392
"A08511453"	2010	28400.39
"A01000249"	2014	28402.22
"A28019461"	2012	28403
"A08700197"	2014	28403.11
"B36880003"	2012	28404.12
"A04047700"	2014	28405.1
"A39030200"	2015	28405.71
"A35009992"	2009	28407.05
"A28198661"	2016	28408
"B08147696"	2010	28408.22
"A28049492"	2017	28410.21
"A33618257"	2012	28414.62
"B36614816"	2011	28424.93
"B28545994"	2015	28430.92
"B27013713"	2014	28434.95
"B83045674"	2014	28441.18
"A08612103"	2015	28441.96
"A11682507"	2016	28442.31
"A28505402"	2013	28445.2
"A08493306"	2008	28448.8
"A46047965"	2014	28449.89
"A03032653"	2016	28454.52
"A07084940"	2014	28458.8
"A41037672"	2015	28467.77
"A08203887"	2017	28475.46
"A21006911"	2013	28483.61
"A15000391"	2012	28484.93
"A08511453"	2011	28486.24
"B36614816"	2008	28489.66
"A08340267"	2009	28492.48
"A84434224"	2015	28495
"A08438194"	2013	28497.32
"A14022099"	2013	28500.41
"A28923662"	2010	28505
"A01002864"	2015	28506.12
"A34009936"	2014	28506.92
"A03061850"	2010	28511.09
"A28117026"	2010	28516.35
"A28058758"	2014	28517.24
"A28579191"	2010	28520.62
"A06003800"	2013	28521.39
"A63736458"	2015	28522.04
"A46007548"	2013	28528.89
"A22012223"	2016	28529.64
"A48002984"	2009	28533.05
"A08952012"	2012	28535.33
"A15590904"	2008	28547.23
"A31018799"	2008	28547.44
"A32226037"	2016	28550.49
"A28019461"	2011	28551
"B97526008"	2017	28551.24
"B36009207"	2012	28553.38
"B46151411"	2007	28557.85
"A61427183"	2013	28565.54
"A17019316"	2017	28566
"A08667370"	2014	28570.72
"A30035547"	2017	28577.41
"A03036373"	2010	28582.36
"A08005761"	2017	28591.48
"A09015405"	2014	28600.8
"B42141176"	2014	28601.25
"A80433519"	2012	28603.25
"A33778739"	2014	28603.58
"A28249993"	2016	28622.77
"A46332995"	2015	28626.12
"A08331472"	2008	28626.65
"A17013947"	2017	28631.2
"B74148388"	2014	28633.56
"A29056769"	2009	28635.13
"B37015526"	2013	28635.16
"A27199140"	2008	28644.24
"B24399305"	2016	28650.15
"A28145191"	2015	28660.19
"A38003133"	2013	28660.86
"B29014826"	2014	28670.2
"B60031150"	2013	28673.21
"A28494896"	2013	28678.31
"A28249993"	2009	28679.62
"A08132656"	2008	28682.33
"A08551061"	2015	28682.85
"A32006413"	2017	28684.63
"A46068284"	2010	28693
"B28545994"	2014	28694.43
"A58907015"	2009	28697.52
"A28173573"	2010	28698.05
"A46005484"	2015	28700.59
"A11000288"	2012	28721.88
"A35046911"	2015	28724.33
"A28259141"	2009	28733.63
"A08296790"	2013	28749.85
"B46070728"	2015	28755.22
"A20037933"	2012	28757.71
"A46164034"	2012	28760.28
"A46104485"	2010	28760.73
"A33608563"	2011	28761.14
"A50042027"	2008	28764.46
"B36009207"	2017	28766.96
"A20039426"	2011	28778
"B17228081"	2008	28783.67
"A08507741"	2011	28793.22
"B61425682"	2017	28793.4
"A36008886"	2009	28808.53
"A31069321"	2012	28810.86
"A30033898"	2017	28814.54
"A08445983"	2016	28817.28
"B39026604"	2010	28821.28
"A46077053"	2007	28839.52
"A36121176"	2010	28840.21
"A38030680"	2012	28844.97
"A59202853"	2008	28845.87
"B30331573"	2016	28845.97
"A12283388"	2012	28847.66
"A28273241"	2015	28852.62
"A48047377"	2016	28852.77
"A15044530"	2012	28855.6
"B04001848"	2011	28861.55
"B46166013"	2008	28864.76
"B46102364"	2015	28865.84
"B41072471"	2007	28866.07
"A28889939"	2014	28878.56
"A03046125"	2011	28889.6
"A08005761"	2009	28902.74
"A04047700"	2015	28908.75
"A28505402"	2014	28910.45
"A07012826"	2014	28914.93
"A41084740"	2007	28915.11
"A07016256"	2008	28917
"A50038959"	2014	28917.28
"B17593633"	2009	28918.94
"A07036569"	2016	28920.34
"A28720795"	2011	28928.91
"A07919087"	2010	28933
"B50031749"	2012	28934.35
"A28013894"	2017	28935.81
"A17038035"	2011	28936.43
"A30603716"	2007	28941.32
"A31404452"	2014	28946.16
"B28059012"	2007	28949.93
"B35329077"	2012	28950.5
"A02006021"	2014	28950.5
"B46102364"	2016	28951.05
"A12283388"	2017	28951.38
"A30013791"	2015	28952.08
"B46115838"	2016	28953.34
"B41072471"	2010	28955.13
"A33034422"	2015	28957.62
"A03063583"	2012	28980.64
"A03063583"	2009	28980.73
"A28249993"	2013	28995.27
"A33610106"	2010	28996.72
"B01213032"	2016	28997.54
"A28381234"	2013	29000.27
"A17000993"	2008	29001.18
"A24022196"	2016	29001.42
"A22013072"	2016	29002.79
"A03050572"	2014	29010
"A50066562"	2017	29011.65
"A13002134"	2009	29023.48
"B36010098"	2007	29026.22
"A48226047"	2012	29027.38
"A08221582"	2007	29029.27
"B46115838"	2010	29036
"A50027929"	2009	29038.48
"A31071913"	2007	29039.97
"A28515567"	2015	29041.18
"A17202375"	2007	29042.38
"A28515567"	2014	29043.09
"A38003133"	2014	29046
"B25006222"	2015	29049.82
"A79259404"	2008	29061.17
"B84309616"	2013	29061.36
"A60362266"	2014	29070.09
"A80433519"	2014	29070.18
"A03036373"	2011	29073.11
"B43009091"	2016	29074.51
"B38238788"	2014	29075.19
"A32005746"	2010	29076.17
"A35046911"	2011	29087
"A81117798"	2016	29089
"A17202375"	2008	29092
"A61587358"	2013	29096.17
"A04017497"	2011	29101.72
"A33778739"	2012	29102.48
"A06388052"	2014	29102.97
"B08147696"	2011	29108.4
"A31037294"	2012	29113.96
"A01005594"	2012	29122
"A81487027"	2008	29127.84
"A33618257"	2014	29135.84
"A08511453"	2012	29140.9
"A28184661"	2014	29149.94
"A22008106"	2010	29152.62
"B11415387"	2013	29158.56
"B26011627"	2014	29161.14
"A17019316"	2011	29164
"A30033898"	2008	29164.87
"A08509937"	2013	29166.44
"A28012359"	2014	29167.94
"A58061383"	2010	29168.23
"B28499218"	2013	29171.08
"A06003800"	2008	29172.79
"A46044814"	2011	29179.6
"A30029862"	2013	29185.95
"B31065212"	2017	29206.86
"A08452500"	2016	29209.94
"A28202075"	2010	29211.96
"B47011374"	2007	29214.84
"A60016037"	2015	29218.66
"A08737249"	2007	29219.73
"B60420692"	2015	29227.73
"A58907015"	2010	29228.55
"A43002450"	2017	29229.27
"A08200313"	2013	29231
"A15000391"	2014	29235.42
"A41037672"	2014	29236.36
"A12081790"	2011	29251.6
"A22008106"	2012	29257.89
"A46134250"	2007	29259.98
"A28057008"	2017	29264.17
"B12007456"	2009	29269.84
"A35009992"	2015	29275.36
"B30029110"	2009	29275.95
"A43002450"	2014	29277.37
"B46166013"	2011	29278.82
"A48062418"	2016	29288.74
"A46015830"	2017	29298.21
"A33778739"	2015	29301.21
"A48020358"	2016	29326.9
"B28102556"	2017	29327.03
"A46003265"	2009	29335.17
"A46068284"	2013	29346
"A08372351"	2011	29351.47
"A21007570"	2015	29354.77
"A31404452"	2013	29355.86
"A21006507"	2008	29364.18
"A28049492"	2016	29364.75
"B60031150"	2016	29367.81
"A17001322"	2014	29369.72
"A21102157"	2014	29374.97
"A22174932"	2016	29376
"B28084168"	2017	29382
"A46044814"	2012	29384.67
"A03032653"	2008	29385.03
"A08560179"	2010	29388.23
"A26004093"	2012	29391.65
"B96324983"	2007	29404.9
"A31038839"	2016	29405.91
"A39030200"	2014	29406.18
"B83045674"	2015	29409
"B08359093"	2017	29412.12
"A28202075"	2015	29412.33
"A61587358"	2016	29418.58
"A11012572"	2009	29437.26
"A33689530"	2017	29441.72
"A31038839"	2008	29448.05
"A61587358"	2012	29462.09
"A27199140"	2007	29473.81
"A28245355"	2013	29480.86
"B12006623"	2014	29481.33
"A24020828"	2010	29487
"A03036373"	2012	29490.34
"A12018354"	2010	29495.78
"A28085520"	2007	29503.13
"A25041146"	2016	29509.62
"A58346305"	2007	29513.75
"A96966049"	2013	29522.56
"A41022989"	2009	29529.97
"B28222487"	2014	29538.1
"A33618257"	2011	29538.17
"B57175283"	2014	29538.24
"A12461802"	2016	29543.52
"A78753514"	2008	29544.16
"B46102364"	2013	29563.37
"B42141176"	2011	29563.52
"A28400323"	2014	29564.69
"A08105702"	2017	29567.49
"A11682507"	2010	29574.9
"A28579191"	2011	29579.36
"A07013055"	2016	29582.53
"B28084168"	2016	29584
"A01012103"	2011	29587.27
"A47006887"	2011	29588.03
"A08511453"	2014	29591
"B12008553"	2008	29593.24
"B46051116"	2013	29595.97
"B20793956"	2015	29600.02
"A07012826"	2015	29600.6
"A41002544"	2012	29601.6
"A79259339"	2015	29609.9
"A08304933"	2009	29619.9
"A58393778"	2010	29620.75
"A12329223"	2009	29625.31
"A04119293"	2017	29646.27
"A81593808"	2010	29648.13
"B35329077"	2017	29649
"A46005484"	2014	29650.13
"A41084740"	2009	29651.64
"A35046911"	2009	29659
"B31072705"	2007	29668.94
"A46007548"	2012	29671.55
"B38005377"	2012	29681.32
"B35980937"	2016	29684.33
"B07029465"	2012	29694.28
"A08182206"	2007	29698.08
"G38004297"	2008	29703.57
"B46201158"	2017	29705
"B01267277"	2015	29705.17
"A28171601"	2009	29707.71
"A15685324"	2014	29709.67
"A08509937"	2014	29712.23
"A36600500"	2015	29712.51
"A28266989"	2016	29713
"A08221582"	2008	29714.2
"A80959612"	2008	29720
"A33778739"	2013	29729.07
"A12003950"	2010	29732.13
"A08851321"	2016	29733.4
"A21008727"	2013	29754.55
"A32006413"	2016	29765.18
"B12003554"	2014	29765.46
"A59202853"	2009	29765.61
"B46020541"	2011	29769.55
"A59202853"	2007	29774.6
"B26231191"	2014	29774.67
"A28374148"	2012	29777.88
"A08511453"	2013	29780.12
"F30046411"	2010	29783.28
"A28049492"	2010	29785.29
"A12095295"	2007	29786
"A08445983"	2009	29803.57
"A28171601"	2010	29804.33
"A31076508"	2011	29809.46
"B62725320"	2013	29809.62
"A15044530"	2011	29809.84
"B80372220"	2009	29824.36
"B50029263"	2014	29826.53
"A96773940"	2017	29831
"A48102792"	2012	29831.65
"A04007811"	2008	29835.1
"B12007456"	2016	29841.87
"A08203887"	2011	29841.96
"A15017163"	2008	29843.3
"A43015338"	2011	29847.09
"B26011627"	2017	29850.32
"A07044530"	2010	29850.8
"A35046911"	2010	29852
"A22012223"	2017	29859.79
"B74114182"	2014	29867
"A08340267"	2010	29868.17
"A14000533"	2007	29869.91
"A26004093"	2015	29874.9
"A17001322"	2011	29881.41
"A46134250"	2017	29881.46
"A29003423"	2009	29886.23
"A33618257"	2015	29889.09
"A31076508"	2010	29894.1
"A35046911"	2008	29900
"A28683068"	2013	29904.17
"B47011374"	2008	29906.53
"A32226037"	2015	29906.86
"A30036438"	2011	29922.08
"A58907015"	2011	29934.75
"B46114724"	2009	29936.03
"A08393571"	2015	29941
"A30036438"	2014	29947.55
"A13005384"	2010	29949.2
"A48226047"	2010	29949.32
"A08304933"	2010	29951.77
"A38014114"	2014	29963.98
"A28011286"	2015	29967
"A22012223"	2015	29974.99
"A24020562"	2014	29976.37
"B35018332"	2014	29980.86
"B37014388"	2008	29983.14
"B48948830"	2012	29986.33
"A28249993"	2008	29989.34
"B46115838"	2011	29991
"A01015510"	2014	29993.36
"A31825466"	2013	30001.42
"B36009207"	2014	30005.48
"A08331472"	2016	30006.11
"A08737249"	2009	30009.4
"A39022124"	2012	30011.58
"A46043154"	2016	30014.99
"A30040224"	2010	30019.45
"A08238578"	2007	30022.54
"A08572729"	2011	30022.63
"A48093868"	2009	30035.29
"A12019840"	2013	30040.75
"B39008404"	2016	30045.91
"B35329077"	2013	30054.22
"B12007456"	2010	30055.71
"A22012223"	2014	30070.14
"A08737249"	2008	30074.64
"A28137255"	2009	30075.48
"B28419703"	2010	30077.57
"A08061731"	2007	30084.16
"A28332914"	2013	30086.59
"A48226047"	2011	30087.29
"A17045204"	2009	30089.05
"A17045204"	2010	30089.05
"A10011641"	2017	30104.31
"A20012498"	2014	30106.92
"A33689530"	2011	30110.88
"A08238578"	2008	30113.33
"A28137255"	2013	30113.39
"A07066467"	2017	30131.02
"B28569127"	2008	30135.61
"F43393065"	2015	30138.8
"B08271694"	2016	30145.94
"A27199140"	2010	30157.31
"A28487007"	2016	30160.99
"A07061161"	2015	30163.37
"A08221582"	2009	30167.47
"A30033898"	2014	30170.39
"A28249993"	2011	30171.88
"A08220014"	2011	30172.36
"B08961393"	2013	30173.96
"A08091894"	2016	30174.33
"A28167443"	2010	30176.77
"B46023677"	2016	30178.85
"A28749976"	2008	30180.15
"B60420692"	2013	30201.42
"A46078267"	2008	30204.23
"B60171162"	2016	30208
"B46115838"	2017	30210.48
"B28249431"	2011	30215.39
"A03681186"	2007	30216.9
"A33025719"	2014	30219.36
"A20037933"	2013	30222.48
"A08489007"	2012	30223.72
"B30034573"	2012	30235.97
"A41017161"	2012	30237.74
"A23019342"	2015	30238.5
"B10005932"	2007	30239.36
"B46051116"	2011	30241.4
"A08278731"	2015	30241.8
"A36602381"	2014	30245
"B36684157"	2009	30249.93
"A28202075"	2012	30265.5
"A15044530"	2008	30277.04
"A28715316"	2017	30281.77
"A08148991"	2010	30285.2
"B42141176"	2017	30286.12
"A08851321"	2012	30297.08
"A29009537"	2015	30297.73
"A29003423"	2015	30304.67
"B30034573"	2015	30305.5
"A53283511"	2013	30305.61
"A08221582"	2015	30305.86
"A08340267"	2008	30307.7
"B29014826"	2015	30308.93
"B36853935"	2012	30312.09
"A31825466"	2016	30321.66
"A04119293"	2012	30323.95
"A36121176"	2009	30324.63
"A33605072"	2010	30329.26
"A28332914"	2009	30339.35
"A47005095"	2017	30346.44
"A08105256"	2016	30352.41
"A43621416"	2014	30356
"A07919087"	2008	30375.54
"A79259339"	2016	30376.36
"A78343977"	2013	30389.98
"A08209538"	2013	30396.17
"A08126492"	2008	30397.64
"B36009207"	2013	30405.03
"A33618257"	2013	30420.33
"A40163909"	2017	30438
"A07919087"	2011	30438.38
"V12465118"	2015	30438.73
"A08191579"	2007	30440.46
"A35046911"	2007	30441
"A43025618"	2013	30441.5
"A30005920"	2016	30441.6
"B36853935"	2009	30443.2
"A36602381"	2012	30444.17
"B17228081"	2009	30456.95
"A58393778"	2011	30458.26
"A08005688"	2015	30459.59
"A28399434"	2007	30465.29
"A08440323"	2014	30467.73
"A08148991"	2011	30470.05
"A14022099"	2016	30474.81
"A28016947"	2011	30476.44
"B28498210"	2010	30479.51
"A17045204"	2012	30488.4
"A33618257"	2010	30492.04
"A31072325"	2008	30493.28
"B43029305"	2014	30501.43
"B47011374"	2010	30503.65
"A08340267"	2011	30510.04
"A28012656"	2017	30513.87
"B36010098"	2011	30515.47
"A41035742"	2016	30515.79
"A08438194"	2015	30516.42
"A79259404"	2009	30519.58
"A28167443"	2016	30522
"B46160842"	2013	30522.71
"A15032196"	2014	30525.99
"A32005746"	2009	30528.24
"A58907015"	2016	30529.07
"A23008857"	2010	30529.12
"A35251727"	2013	30535.25
"A17001322"	2012	30535.32
"A35009992"	2007	30536.54
"B31072705"	2009	30540.96
"A28720795"	2012	30542.42
"A43015338"	2012	30543.37
"B26011627"	2015	30555.88
"A28375467"	2007	30561.52
"A46066791"	2008	30571.19
"B01267277"	2014	30588.15
"A38014114"	2012	30589.76
"A02003754"	2009	30591.35
"A48093868"	2011	30596.08
"A20039426"	2007	30608.41
"A46036380"	2007	30608.65
"A26297663"	2009	30622.87
"B84309616"	2014	30624.23
"A08005761"	2015	30631.07
"A29003423"	2007	30632.55
"A12323408"	2015	30634.08
"B50997949"	2017	30637.22
"A36602381"	2007	30638.46
"B50031749"	2017	30641.18
"B97466981"	2017	30642.32
"A22201164"	2015	30642.88
"A15017163"	2017	30644.24
"G38004297"	2012	30649
"A20806329"	2015	30649.89
"A23012719"	2014	30650.02
"A08102410"	2014	30657.05
"A30040224"	2016	30657.3
"B30032445"	2013	30657.39
"B46115838"	2012	30666
"A03046125"	2012	30674.39
"A13005384"	2015	30688.45
"A43016757"	2015	30688.97
"A36614691"	2016	30709.62
"B39008404"	2017	30710.64
"B45007671"	2016	30716.3
"A46077053"	2008	30725.75
"A41050980"	2015	30726
"A28202075"	2008	30737.44
"A08360844"	2013	30738.34
"A50066562"	2015	30747.04
"A46160701"	2015	30754.42
"B39019468"	2011	30756.08
"A33618257"	2009	30757.88
"A35091057"	2011	30757.95
"B23289580"	2016	30758.35
"A28167443"	2013	30765.35
"A79259339"	2017	30768.92
"B28579324"	2014	30769.91
"A35115856"	2011	30776.39
"B31064082"	2015	30779.91
"A24020562"	2015	30780.74
"A28057008"	2015	30787.54
"B60420692"	2010	30788.6
"A03036373"	2013	30788.83
"B45007671"	2009	30790.6
"A03036373"	2014	30791.13
"B04001848"	2014	30791.91
"B12004818"	2014	30798.9
"A28013894"	2016	30803.63
"A04119293"	2013	30808.94
"A35004571"	2017	30816
"A30040224"	2013	30817.78
"B28623593"	2011	30821.74
"A17019316"	2015	30828
"A36602381"	2011	30830.46
"A48110381"	2014	30831.66
"A01000249"	2015	30833.71
"A33016403"	2013	30838.45
"A43028588"	2013	30839
"B30603229"	2012	30849.79
"A79259388"	2010	30862
"A48031686"	2009	30864
"A28923662"	2012	30865
"A08005761"	2014	30868.58
"A33606534"	2015	30873.59
"A08704520"	2015	30877.27
"A28494896"	2016	30878.14
"A22008106"	2009	30878.3
"A11355526"	2007	30888.48
"A12010948"	2012	30892.49
"F46028072"	2015	30897.25
"A10011641"	2011	30899.35
"A36643450"	2008	30912.92
"A28379816"	2014	30918.37
"A43621416"	2015	30922
"B12004818"	2016	30932.77
"A28190973"	2008	30935.5
"B30033666"	2014	30936.46
"B38005377"	2010	30943.26
"A46007548"	2011	30947.47
"A08340267"	2012	30962.24
"B46160842"	2014	30984.09
"A60853413"	2007	30984.42
"A28375467"	2008	30988.71
"A08221582"	2010	30989.32
"A59202853"	2017	30999.15
"A28259141"	2010	31000.63
"G38004297"	2009	31004.41
"A28636025"	2008	31015.14
"A08626103"	2016	31023.93
"B08373250"	2016	31025.27
"B06422877"	2015	31026.54
"B07029465"	2011	31034.41
"A28449569"	2012	31034.73
"A08304933"	2016	31036
"A36008886"	2011	31036.85
"A01012103"	2012	31037.32
"B08359093"	2010	31038.83
"A91291435"	2016	31042.67
"B31072705"	2014	31043.02
"A42004598"	2017	31047.04
"A24011165"	2009	31053.91
"B83045674"	2011	31054.69
"A81117798"	2017	31058.92
"A06388052"	2015	31059.15
"B46114724"	2010	31059.65
"A08078719"	2015	31061.23
"A41762386"	2015	31063.89
"B31072705"	2008	31068.21
"A08489007"	2010	31075.09
"A26297663"	2008	31078.03
"A28148898"	2017	31094
"A46104485"	2011	31098.29
"B60031150"	2017	31099.54
"A07044530"	2011	31108.16
"A31018799"	2014	31110.87
"A24020562"	2016	31111.39
"B60420692"	2011	31117.11
"A46077053"	2011	31119.5
"A12011672"	2016	31123.2
"A08452500"	2017	31124.48
"A45018223"	2015	31130.39
"A08203887"	2009	31131.04
"A46007548"	2010	31132.78
"B06422877"	2016	31135.39
"A07018112"	2015	31141.18
"A79259362"	2010	31142.58
"A29056769"	2010	31146.27
"A43029339"	2008	31152.86
"A33016403"	2014	31158.43
"F43393065"	2008	31164.88
"B47011374"	2009	31169.33
"A28011286"	2014	31179
"A28451649"	2007	31183.23
"A22001721"	2011	31187.19
"A43016757"	2016	31200.58
"A27199140"	2012	31200.66
"B08465601"	2014	31209.38
"A06003800"	2007	31217.94
"A43015338"	2013	31220.32
"A01005594"	2013	31225.41
"A46015830"	2009	31227.5
"B28341790"	2013	31230.15
"A11355526"	2008	31235.8
"B08194359"	2008	31237
"A07919087"	2012	31237.28
"A28057008"	2011	31238.13
"B06320410"	2017	31245.93
"B57208878"	2015	31249.51
"A08704520"	2014	31249.61
"A28523066"	2012	31251
"A35046911"	2012	31256
"B82393778"	2011	31265.74
"A08484107"	2010	31267.92
"A13005384"	2014	31271.55
"A36014595"	2009	31272.75
"A28510246"	2007	31274.88
"A08209538"	2015	31279.68
"A82683434"	2017	31281.37
"A15017163"	2010	31281.94
"A46105508"	2011	31283.21
"F30046411"	2011	31312.01
"A01007442"	2016	31318.98
"A08572729"	2012	31321.68
"A28617801"	2007	31327.3
"A22008106"	2008	31327.59
"B46201158"	2016	31328
"A31038839"	2011	31329
"A20039426"	2009	31335
"A29056769"	2008	31338.36
"A46139937"	2009	31349.34
"A12029039"	2015	31350.68
"A46077053"	2009	31361.06
"A28012359"	2015	31361.74
"B48059786"	2007	31361.82
"A48002984"	2010	31368.56
"A05000682"	2012	31378.85
"A62415641"	2017	31394.36
"A28249993"	2012	31410.13
"A38010997"	2014	31417.64
"A12283388"	2015	31418.18
"B20193017"	2015	31423.55
"A40006371"	2008	31423.83
"A07919087"	2009	31427.62
"A08489007"	2013	31429.45
"A28033702"	2017	31434.02
"A78067188"	2016	31439
"A30032619"	2009	31443.61
"B45006616"	2012	31448.99
"A01019702"	2015	31458.96
"A08555344"	2010	31460.41
"A08094435"	2011	31462.45
"A12329223"	2010	31478.71
"A04007811"	2009	31478.71
"A31018492"	2017	31479.15
"A17038035"	2014	31490.31
"B80372220"	2012	31503.92
"B36853935"	2007	31505.16
"A17001322"	2010	31514.66
"A08288490"	2012	31522.41
"A30040224"	2015	31526.89
"B11606761"	2011	31531.04
"A62332580"	2011	31531.08
"A81117798"	2013	31534.81
"A28249993"	2017	31538.9
"A33605072"	2011	31540.04
"A29507456"	2014	31546.31
"A12010948"	2011	31551.08
"A47006887"	2015	31558.15
"A46105508"	2014	31562.63
"B38238788"	2013	31571.02
"A31825466"	2017	31575.48
"B74148388"	2015	31577.55
"A36121176"	2007	31583.69
