nif	year	acreed_ciales
"A01019702"	2013	4847.449
"A33034695"	2016	4847.675
"A02006021"	2011	4847.733
"B36009207"	2014	4848.133
"B46151411"	2015	4848.655
"A08477663"	2012	4848.87
"A48020358"	2014	4849.021
"A59954487"	2016	4849.273
"B60420692"	2013	4849.35
"A08683864"	2011	4849.907
"A23016157"	2010	4850.234
"A28058758"	2008	4852.49
"B38001905"	2009	4854
"A48092886"	2008	4854.9
"A33006644"	2014	4855.438
"A28523470"	2010	4856.329
"A28520757"	2011	4857.056
"A31003304"	2008	4857.597
"A38024907"	2017	4858.666
"A08851321"	2009	4858.88
"A48084909"	2011	4859.206
"A17014119"	2017	4860.443
"A24020562"	2014	4860.488
"A28574044"	2012	4861.165
"F30046411"	2010	4861.332
"A08105256"	2016	4861.416
"B28059012"	2007	4862.89
"B08194359"	2010	4864
"A08224545"	2008	4864.251
"A36611903"	2012	4864.973
"A08299406"	2007	4865.36
"A08270993"	2008	4866.09
"A08551590"	2008	4866.734
"A58907015"	2008	4868.693
"A30012959"	2011	4869.626
"A28515567"	2017	4870.417
"A39000849"	2009	4871.29
"A40006371"	2015	4871.396
"B31798929"	2014	4872.875
"B14030720"	2015	4874.75
"A07802218"	2013	4874.989
"A15020480"	2007	4875.907
"A28674968"	2012	4876.625
"B03036720"	2011	4876.663
"A07013907"	2011	4877
"A12029039"	2012	4879.974
"A46129789"	2014	4881.166
"B28118800"	2007	4881.79
"A31076508"	2007	4883.16
"A12323408"	2014	4883.383
"A03033164"	2008	4884.95
"A08209538"	2014	4886.745
"A15590904"	2008	4888.99
"A28096378"	2011	4890.579
"A41002544"	2015	4893.136
"A21102157"	2007	4893.22
"A09007089"	2011	4893.524
"B73212417"	2011	4893.978
"A32005746"	2015	4894.817
"A07016256"	2010	4895
"A36600500"	2009	4895.686
"B11605862"	2008	4896.723
"B12541496"	2008	4897.491
"B28072205"	2015	4899.29
"A20037933"	2014	4899.506
"A28085686"	2015	4905.597
"A28494896"	2011	4906.304
"A58907015"	2011	4906.778
"A01013077"	2008	4908.428
"A35499318"	2014	4908.805
"A21011580"	2013	4908.832
"A07012826"	2011	4909.505
"A28399434"	2007	4910.033
"A79259339"	2009	4913.175
"B08407322"	2017	4913.246
"A08105256"	2015	4914.172
"B58222548"	2010	4914.262
"B38380473"	2015	4914.335
"B41086844"	2014	4914.495
"B81009151"	2017	4915.694
"B03004801"	2012	4916.08
"A30014047"	2014	4916.783
"B08359093"	2013	4916.983
"A12021366"	2015	4918.18
"B42141176"	2010	4918.478
"A17202375"	2008	4919
"A50068923"	2011	4919.875
"A08181067"	2008	4920.408
"A38023925"	2008	4920.542
"A33609587"	2011	4920.648
"B73108755"	2016	4920.76
"B41217761"	2015	4921.478
"B11605862"	2010	4921.973
"B19001551"	2016	4922.21
"A11000288"	2009	4924.226
"A08094435"	2013	4926.1
"A28070167"	2014	4927.81
"A17041708"	2011	4928.682
"A79259404"	2007	4928.71
"A38019543"	2010	4929.489
"A25041146"	2016	4931.154
"B12003554"	2009	4933.516
"B07039514"	2012	4933.616
"A08299406"	2011	4933.942
"B30044440"	2007	4935.28
"A28096378"	2010	4936.572
"A27014430"	2011	4936.658
"A15017163"	2008	4937.363
"A36005718"	2017	4939.779
"A96569207"	2007	4940.1
"A48102792"	2010	4940.171
"B81496515"	2011	4941.42
"A08393571"	2007	4941.644
"A61587358"	2017	4941.658
"A58061383"	2014	4942.306
"A50057322"	2012	4942.542
"B46023677"	2015	4942.668
"A08360844"	2015	4943.353
"A46052809"	2017	4943.516
"A08005688"	2007	4943.66
"A35115856"	2011	4945.495
"A07084940"	2014	4945.716
"A46068862"	2011	4945.818
"A29030715"	2007	4946.43
"A48226047"	2009	4947.147
"A62035282"	2014	4947.385
"A08723926"	2014	4947.388
"A28333490"	2011	4948.41
"A96646880"	2007	4949.012
"B41070020"	2012	4952.113
"A36600500"	2007	4952.95
"B39014709"	2014	4953.393
"B84537315"	2014	4954.384
"A08278731"	2009	4955.38
"A28171601"	2007	4955.615
"A08126492"	2008	4956.103
"A33034695"	2010	4956.623
"A15072622"	2008	4956.965
"A08211112"	2007	4958.556
"A08508418"	2014	4958.706
"A17009598"	2014	4959.258
"B38380473"	2014	4960.461
"B12004818"	2010	4962.15
"A17012626"	2011	4963.078
"B03039609"	2009	4964.789
"A08572729"	2016	4965.453
"A08518979"	2015	4966.787
"A28636025"	2014	4967.51
"A08257388"	2012	4967.747
"B20062295"	2010	4967.902
"A28889939"	2015	4967.952
"A08106031"	2011	4968
"A17005968"	2007	4968.04
"B12536934"	2014	4969.769
"A12323408"	2011	4969.901
"A60362266"	2010	4970.308
"B40003550"	2014	4970.507
"B58613076"	2012	4970.911
"A29056769"	2013	4972.657
"B17017237"	2013	4972.833
"A17034844"	2009	4972.947
"A28552149"	2014	4973.533
"A32006413"	2008	4974.103
"A48064182"	2008	4976.88
"A08110249"	2009	4977.355
"A25529074"	2014	4977.574
"A28636025"	2016	4977.705
"A28586592"	2009	4977.77
"A43028588"	2011	4979.483
"A32226037"	2013	4980.001
"A46099776"	2015	4980.527
"A15017163"	2010	4980.686
"B28579324"	2014	4981.727
"B07039514"	2008	4982.41
"B41058124"	2010	4982.788
"A28636025"	2013	4982.915
"A17034844"	2011	4983.068
"B31049273"	2009	4983.091
"A08042764"	2013	4983.169
"A46078267"	2011	4983.821
"A23022874"	2009	4986.55
"A08489007"	2008	4986.805
"A03028461"	2009	4987.495
"A48092886"	2015	4988.174
"B82393778"	2012	4988.698
"A38000485"	2007	4989.27
"A28698884"	2009	4989.555
"A08026635"	2008	4989.6
"B41042698"	2017	4989.647
"A08199168"	2016	4989.807
"B48059786"	2009	4990.944
"A46047965"	2014	4992.013
"A08106031"	2010	4993
"B23357700"	2015	4995.714
"B83481002"	2011	4996.77
"B63805295"	2016	4998
"A48064182"	2016	4998
"A08094435"	2008	4998.396
"A08138042"	2013	5000.029
"B48441497"	2014	5001.686
"A41002544"	2016	5002.277
"B17048364"	2014	5002.719
"A06014930"	2017	5003.294
"A43015338"	2009	5003.934
"B46160842"	2015	5004.009
"A03021276"	2014	5004.73
"A11605409"	2017	5005.739
"A38024907"	2016	5006.784
"B73108755"	2011	5006.832
"A28552149"	2009	5008.003
"B62916077"	2015	5009
"A43004472"	2011	5009.644
"A28110971"	2012	5010.117
"B28118800"	2012	5011.232
"A36014595"	2011	5012.383
"A08551061"	2013	5012.541
"B36880003"	2011	5013.275
"A46051918"	2015	5014.126
"A28636025"	2011	5014.79
"A48093868"	2007	5019.282
"F50561091"	2012	5019.629
"A12329223"	2012	5019.965
"A08700197"	2015	5020.985
"A28523470"	2017	5021.721
"A80732142"	2014	5023.268
"A08211112"	2010	5023.527
"A78389608"	2016	5024.659
"B42141176"	2011	5025.421
"A36014595"	2007	5025.771
"A28030062"	2015	5027.474
"A48114318"	2011	5030.113
"A46077053"	2010	5030.635
"A04413340"	2011	5032.691
"A48092886"	2011	5033.452
"A08551590"	2012	5033.692
"B31684020"	2015	5033.694
"A39030200"	2014	5033.946
"B84227461"	2015	5036
"A84430107"	2014	5036.67
"B42141176"	2012	5037.095
"A48002984"	2012	5037.646
"A36600500"	2012	5037.928
"A33609587"	2013	5037.993
"F30046411"	2011	5038.403
"B46023677"	2011	5039.083
"A08445983"	2011	5041.333
"A29050572"	2014	5041.894
"B43110113"	2013	5041.954
"A08509937"	2012	5044.628
"A43028588"	2012	5045.126
"B92091404"	2011	5047.613
"A28681492"	2013	5047.753
"A28381234"	2012	5048.102
"A38019543"	2009	5050.594
"A08555344"	2012	5051.046
"B31009715"	2015	5051.065
"A02013985"	2017	5051.079
"B07029465"	2014	5051.362
"B39019468"	2011	5053.895
"A09021833"	2010	5055.781
"A09007089"	2012	5057.046
"B73108755"	2013	5057.849
"A24003873"	2014	5058.065
"A04016952"	2008	5058.91
"B28270411"	2017	5061.057
"B19001551"	2014	5061.103
"A08005688"	2009	5061.436
"A08373102"	2013	5063.566
"A28126597"	2012	5064.54
"B78077724"	2014	5065
"A29519220"	2011	5065.488
"A36600500"	2013	5066.224
"B11605862"	2011	5066.754
"A30035547"	2017	5067.573
"A08520629"	2008	5068.92
"A08576753"	2012	5069.542
"A35115856"	2010	5070.494
"A33024084"	2011	5071.721
"B48969885"	2013	5071.861
"A41002544"	2011	5072.186
"A48114151"	2014	5072.322
"B46037446"	2013	5073.32
"A29018207"	2014	5074.068
"A07326473"	2008	5074.863
"A48095822"	2014	5075.047
"B43636075"	2012	5077.88
"A33560772"	2014	5077.9
"A12283388"	2015	5078.55
"A36005718"	2015	5078.567
"A07061161"	2017	5079.308
"A21008727"	2014	5079.448
"A17034844"	2010	5080.751
"A28171601"	2016	5081.473
"A20020277"	2008	5081.504
"A28375467"	2010	5081.507
"A12461802"	2010	5081.689
"B28307536"	2014	5082.125
"A28623155"	2014	5082.271
"B85036887"	2015	5083.145
"A08555344"	2011	5083.152
"A59202853"	2014	5084.043
"B46020541"	2010	5084.889
"B33607649"	2013	5086.544
"B92091404"	2015	5086.556
"A30029862"	2014	5086.924
"A28520757"	2012	5087.324
"B30033666"	2010	5088.561
"A30036933"	2010	5088.705
"A29018207"	2007	5089.657
"A30033898"	2012	5092.846
"A14009823"	2016	5097.725
"B36614816"	2011	5098.309
"A61587358"	2016	5098.345
"A08138042"	2011	5098.452
"B30033666"	2007	5098.843
"A08221582"	2008	5102.256
"A28187672"	2014	5102.621
"A28386225"	2011	5102.698
"A36011385"	2014	5103.793
"A36632875"	2015	5103.808
"A08952012"	2017	5104.348
"A12095295"	2016	5105.32
"B03010634"	2008	5106.51
"A28074078"	2008	5107.529
"A33018664"	2013	5108.074
"A28202075"	2013	5109.45
"A28623379"	2013	5110.539
"A28198661"	2007	5112.24
"A46078267"	2007	5112.872
"A28636025"	2012	5112.98
"A43019868"	2017	5113.689
"B42141176"	2014	5113.848
"A60853413"	2014	5114.059
"A28698884"	2011	5114.127
"A08181067"	2011	5114.225
"B31083488"	2011	5114.37
"A58346305"	2007	5115.02
"A30021877"	2009	5118.544
"F30587919"	2014	5119.613
"B48070155"	2007	5119.76
"A17041708"	2009	5120.658
"A41008640"	2007	5121
"A23008857"	2012	5122.087
"A04007811"	2012	5122.29
"A31038839"	2007	5124
"B50001874"	2016	5124.694
"A48073274"	2016	5124.963
"A30017438"	2008	5127.274
"A17021460"	2008	5129.037
"B47009626"	2009	5129.928
"A41010521"	2014	5130.012
"A39000849"	2010	5132.213
"A08683864"	2013	5132.316
"A28321313"	2017	5132.441
"B11469491"	2011	5132.591
"A50027929"	2016	5135.704
"A17044546"	2010	5136.922
"A28137255"	2010	5136.939
"A08683864"	2012	5138.158
"A50066562"	2011	5138.816
"A46068862"	2008	5139.19
"A28117026"	2007	5140.19
"A08078719"	2017	5141.087
"A08360844"	2017	5141.67
"B35329077"	2017	5142.177
"A28087575"	2013	5143.365
"A17034844"	2012	5143.985
"A30023204"	2017	5145.842
"A46160701"	2015	5146.155
"A08574881"	2014	5148.304
"A35009992"	2008	5149.32
"A15072622"	2010	5149.338
"A08606378"	2010	5150.043
"A53288478"	2010	5150.456
"A08094435"	2014	5150.898
"A79201075"	2013	5151.207
"A08288490"	2011	5152.811
"A08131112"	2015	5153.762
"A07013055"	2008	5155.197
"B40003550"	2011	5155.439
"A33608563"	2013	5155.923
"A17018276"	2014	5156.85
"A08484107"	2017	5157.613
"B28419703"	2008	5158.964
"A07013055"	2012	5159.15
"A03017308"	2014	5160.271
"A12512497"	2010	5161.074
"A48059950"	2015	5162.793
"B28072205"	2013	5163.195
"A38003844"	2014	5164.338
"A30005524"	2015	5164.761
"A08278731"	2013	5165.931
"A30034441"	2012	5166.617
"A28645000"	2013	5166.984
"A01019702"	2008	5169.245
"A04016952"	2010	5169.703
"B96324983"	2010	5169.768
"A30034441"	2010	5170.518
"A33034695"	2014	5171.111
"B46055448"	2015	5171.755
"A30013791"	2008	5172.013
"A79259339"	2010	5174.054
"A08191579"	2009	5174.3
"A08520629"	2009	5174.869
"A08199168"	2008	5175.848
"B11605862"	2012	5176.043
"A43020643"	2009	5176.587
"A28720795"	2013	5178.257
"B03039609"	2008	5178.336
"A08657017"	2010	5178.474
"A46068862"	2017	5179.145
"B59162701"	2014	5179.175
"A46045936"	2012	5181.118
"B84227461"	2016	5182
"A29018207"	2010	5182.352
"B03158532"	2013	5182.566
"A23010705"	2016	5182.84
"A48020200"	2016	5184.701
"A58349929"	2009	5185.385
"B81303232"	2014	5185.527
"A28137255"	2009	5186.402
"A28681492"	2009	5186.884
"F25002338"	2014	5186.995
"A04016952"	2009	5187.535
"A08063372"	2013	5190.927
"A20039426"	2017	5192
"B12681060"	2012	5192.411
"A12323408"	2012	5193.156
"A29507456"	2013	5194.188
"A08657017"	2015	5197.932
"B60171162"	2017	5198
"V30405880"	2010	5198.037
"A08520629"	2012	5198.16
"A48073274"	2014	5198.68
"A28923662"	2014	5199
"A08438194"	2009	5199.601
"B41008970"	2008	5200.5
"A46068284"	2014	5201
"A02006021"	2014	5201.084
"B11469491"	2010	5201.104
"A28324630"	2015	5201.597
"B17229675"	2010	5202.043
"A08679060"	2013	5202.733
"A28615581"	2015	5205.812
"A39022124"	2013	5206.247
"A12015673"	2012	5206.599
"B31744709"	2015	5208
"B04018495"	2011	5208.165
"A46002069"	2015	5208.651
"A31076508"	2017	5208.679
"A08644932"	2012	5210.812
"B28113991"	2012	5211.16
"B29053808"	2014	5212.013
"A43028588"	2008	5213.656
"A43055565"	2013	5213.768
"A08299406"	2009	5213.998
"B48059786"	2014	5216.318
"A15072622"	2009	5217.257
"A60016037"	2016	5217.958
"A03033164"	2017	5220.509
"A11605409"	2012	5221.562
"A29056769"	2007	5222.644
"A58349929"	2008	5223.971
"A31189350"	2012	5224.485
"A33778739"	2017	5225
"B58779018"	2014	5225.205
"A30023295"	2014	5225.33
"A47025895"	2014	5225.546
"A31018492"	2016	5226.169
"A08354441"	2013	5226.457
"B31065212"	2012	5227.625
"A43019868"	2012	5231.022
"A08574881"	2013	5231.369
"A23372832"	2012	5231.63
"A08700197"	2014	5232.661
"A28698884"	2007	5232.988
"A36600500"	2011	5234.231
"A28016947"	2007	5234.814
"B28270411"	2015	5235.626
"B84311760"	2016	5235.873
"B38028692"	2012	5236.302
"B31049273"	2012	5236.505
"B04018495"	2014	5236.72
"A36632875"	2017	5237.285
"A46036380"	2009	5238.215
"A28698884"	2008	5238.856
"B48969877"	2011	5238.891
"A17006479"	2014	5239.965
"A41022609"	2014	5242.351
"B38071155"	2012	5242.654
"A21102157"	2008	5243
"A08262412"	2013	5245.498
"A31061401"	2013	5245.554
"A28427516"	2008	5245.728
"A15032196"	2011	5245.843
"A28749976"	2015	5247.769
"B41058124"	2013	5247.98
"B28623593"	2011	5250.671
"B31744709"	2011	5252
"B08156127"	2008	5252.309
"A43004472"	2012	5254.037
"A14009823"	2014	5256.901
"A08657017"	2009	5258.216
"F50561091"	2011	5263.798
"A61587358"	2015	5264.6
"A08200313"	2008	5264.93
"B17019373"	2008	5265.839
"B28579324"	2007	5267.625
"A60362266"	2013	5269.092
"A08126492"	2009	5270.162
"B84311760"	2013	5270.547
"B08465601"	2014	5271.67
"A34009936"	2015	5272.124
"A07052244"	2008	5272.509
"A21008727"	2009	5272.616
"A35009992"	2010	5273.612
"B28341790"	2009	5274.418
"A28416089"	2009	5274.838
"A07326473"	2011	5275
"A30041719"	2017	5275.934
"A08105702"	2014	5276.126
"A08657017"	2007	5276.46
"A08354441"	2010	5276.792
"A17034505"	2010	5277.601
"A45017241"	2014	5278.1
"B31078058"	2016	5279.42
"A28523470"	2013	5280.631
"A30023204"	2016	5282.81
"B08413247"	2014	5283.293
"B48045942"	2012	5283.911
"A46052809"	2016	5285.06
"A12016549"	2017	5285.527
"A28712479"	2014	5286.514
"A12323408"	2008	5289.49
"A30033898"	2010	5290.135
"A30017883"	2007	5291.497
"A13005384"	2013	5291.767
"A08626939"	2015	5293.887
"A28345148"	2007	5295.675
"A31018799"	2010	5296.068
"A17011297"	2008	5297.393
"A08299406"	2012	5298.51
"A17202375"	2009	5299
"A08438194"	2010	5301.095
"A28049492"	2007	5303.897
"A30013791"	2007	5305.966
"B36009207"	2013	5308.115
"A38024907"	2009	5308.263
"A08105256"	2011	5310.75
"A58393778"	2014	5310.83
"A04119293"	2009	5310.952
"A28749976"	2016	5311.235
"A17021460"	2010	5312.158
"A28416089"	2013	5312.274
"B06007314"	2013	5313.707
"A41920943"	2010	5314.333
"A46052809"	2010	5315
"A28407484"	2012	5315.199
"A08200313"	2007	5315.31
"B30043558"	2013	5316.432
"A28523470"	2014	5316.517
"A46051918"	2008	5317.85
"A39022660"	2007	5318.057
"A43028588"	2013	5318.846
"A12010948"	2010	5319.387
"A48108484"	2013	5322.48
"B30605760"	2014	5322.995
"B37012069"	2009	5323.185
"A08484107"	2015	5323.43
"B31798929"	2015	5324.662
"A80352420"	2016	5324.948
"A08445983"	2013	5326.704
"A30033898"	2009	5327.744
"A28456820"	2007	5330.036
"A09021833"	2014	5331.385
"A12512497"	2017	5332.808
"A08270993"	2010	5334.253
"A28638542"	2010	5334.367
"B58222548"	2015	5334.999
"A08105256"	2007	5335.01
"A08288490"	2013	5335.115
"A46074647"	2007	5337.167
"A43015338"	2011	5337.796
"A45562329"	2014	5337.89
"A28623155"	2012	5338.949
"A07068422"	2009	5340.539
"A28695021"	2009	5340.759
"A33036807"	2013	5341.072
"B31065212"	2015	5343.531
"A28106979"	2010	5343.639
"B81496515"	2010	5343.84
"B08407322"	2016	5344.046
"A03017308"	2013	5344.097
"A08199168"	2012	5346.372
"A28333490"	2012	5346.922
"A28523470"	2007	5349.27
"A28096378"	2013	5350.626
"A03402468"	2017	5350.938
"A31018492"	2017	5351.067
"A28333490"	2016	5351.131
"A04016952"	2011	5351.429
"A30036933"	2008	5352.281
"A29056769"	2010	5353.476
"B03158532"	2012	5353.633
"A28106979"	2009	5354.064
"A23022874"	2013	5354.064
"A30013791"	2012	5357.861
"B12681060"	2013	5358.022
"A08200313"	2009	5359
"A28171601"	2012	5361.791
"A30014047"	2017	5361.824
"V30558738"	2016	5362.513
"F03842671"	2016	5363.435
"A29049509"	2016	5363.866
"A32005746"	2016	5364.286
"A08551590"	2007	5365.669
"A20031126"	2016	5366.182
"A80652423"	2017	5366.963
"B61729737"	2011	5367.044
"A46131520"	2013	5367.157
"A62977186"	2016	5367.29
"A48093538"	2017	5370.13
"B30604565"	2013	5371.694
"A28427516"	2011	5372.61
"A08439291"	2017	5373.573
"A07905573"	2007	5374.18
"B33029729"	2007	5374.527
"B12003554"	2011	5376.234
"A08311995"	2007	5377.5
"B30034573"	2009	5379.08
"A09007089"	2013	5379.385
"A14009823"	2015	5380.667
"A81496382"	2014	5380.913
"B11606761"	2009	5381.435
"B41042698"	2014	5382.021
"A04007811"	2011	5382.924
"A23022874"	2012	5383.024
"A28117026"	2017	5383.614
"A26004093"	2010	5383.888
"A36611903"	2014	5387.194
"B11050176"	2016	5388.046
"A06017040"	2014	5388.924
"B33607466"	2014	5389.032
"A30041719"	2010	5389.482
"A08906208"	2016	5390.545
"A46051918"	2007	5390.63
"A12021390"	2012	5391.654
"A81933772"	2014	5391.948
"B40003550"	2012	5393.865
"A08288490"	2012	5393.981
"A81410227"	2013	5395.911
"A45017241"	2011	5396.887
"A08438194"	2013	5397.694
"A26021527"	2014	5398.382
"A47002878"	2016	5399
"A08257388"	2014	5400.437
"A60016037"	2014	5400.869
"A36005718"	2016	5400.893
"A17034844"	2013	5402.848
"A28662005"	2008	5403.013
"B99029365"	2017	5407
"A43020643"	2014	5411.02
"B31064082"	2014	5412.367
"B60241437"	2009	5414.566
"A08106031"	2007	5414.94
"B08961393"	2014	5415.65
"A08131153"	2012	5416
"A81261430"	2011	5417.013
"B47009626"	2007	5418.02
"A36060754"	2012	5419.276
"A48020200"	2017	5419.574
"B28138196"	2013	5421.695
"A30021877"	2010	5423.158
"A33024084"	2013	5423.912
"A08952012"	2016	5425.073
"A80352420"	2011	5425.594
"A25020629"	2007	5427.65
"A30014047"	2013	5428.221
"A08513749"	2010	5428.56
"A58346305"	2008	5428.62
"A26004093"	2012	5429.122
"A08220014"	2017	5429.269
"A41069352"	2009	5429.516
"B17019373"	2007	5429.853
"A30029862"	2013	5430.296
"A60853413"	2009	5431.06
"A08278731"	2010	5433.139
"A29018207"	2008	5433.73
"A28074078"	2011	5434.366
"A46151973"	2009	5434.767
"A28292084"	2008	5434.847
"A28117026"	2012	5435.409
"B32001687"	2016	5435.605
"A17034505"	2012	5437.326
"A08520629"	2007	5437.55
"B27013556"	2011	5441.084
"A28574044"	2010	5441.221
"B46039061"	2011	5441.459
"A48077184"	2011	5441.638
"A36006021"	2009	5441.966
"A48226047"	2014	5442.977
"B08136905"	2007	5443.36
"A42003368"	2015	5443.397
"B11605862"	2007	5443.809
"A24020562"	2011	5447.166
"B32001687"	2007	5448.23
"A59119917"	2016	5448.901
"A08106031"	2009	5449
"A06244131"	2012	5452.227
"B28307536"	2013	5453.276
"B15031560"	2014	5454.044
"A79259362"	2007	5454.14
"B30034573"	2016	5455.395
"A08331472"	2008	5456.056
"B09417932"	2015	5456.191
"A47005095"	2017	5457.516
"B48771711"	2013	5458.928
"A08513541"	2013	5459.989
"B35329077"	2015	5462.083
"A28019461"	2010	5463
"A31076508"	2008	5463.554
"A28636025"	2010	5463.62
"A29056769"	2009	5466.215
"A30023204"	2010	5466.602
"A26004960"	2016	5468
"A08851321"	2011	5468.988
"A08200313"	2010	5469
"A20049755"	2009	5469.029
"A20039426"	2007	5469.303
"A41050535"	2009	5469.737
"V30558738"	2014	5470.278
"F49006554"	2007	5472.43
"B31798929"	2013	5474.455
"A28612620"	2015	5475.122
"B97751978"	2016	5475.601
"A80200868"	2007	5477.534
"A28202075"	2010	5477.752
"A08131153"	2011	5478
"A28630374"	2009	5479.615
"A02013985"	2016	5482.133
"A21102157"	2009	5484.625
"A04016952"	2017	5486.834
"B08194359"	2009	5487
"A15032196"	2012	5488.772
"A28715316"	2013	5494.686
"A08555344"	2015	5496.541
"B83741835"	2015	5497.531
"A08373102"	2017	5498.235
"A96646880"	2009	5499.802
"A79259339"	2008	5499.921
"A32005746"	2010	5500.194
