nif	year	n_empleados
"A08637829"	2008	97
"A30033898"	2008	97
"A81496382"	2014	97
"A08115578"	2012	97
"A45011103"	2007	97
"B29014826"	2016	97
"A08117806"	2008	97
"A39030200"	2012	97
"A08274987"	2016	97
"A12004180"	2013	97
"A36605038"	2008	97
"A12283388"	2015	97
"A08670929"	2011	97
"A33604406"	2012	97
"B28255016"	2016	97
"A03017308"	2013	97
"A28080489"	2013	97
"A81496382"	2010	97
"B08584989"	2016	97
"A08200032"	2007	97
"B03158532"	2015	97
"B61696944"	2015	97
"A20003042"	2008	97
"A46463311"	2013	97
"B28240075"	2010	97
"A08283798"	2011	97
"A20065744"	2013	97
"A28278596"	2009	97
"B12291167"	2014	97
"A30014047"	2015	97
"A08363400"	2017	97
"A28278596"	2014	97
"A28900975"	2007	97
"A08274987"	2017	97
"A30033898"	2007	97
"A08026635"	2012	97
"B35031665"	2015	97
"A08283798"	2010	97
"B28138196"	2014	97
"A12016093"	2008	97
"A41080144"	2007	97
"A11545795"	2014	97
"A09021833"	2012	97
"B50029263"	2011	97
"B31049273"	2015	97
"A17001322"	2014	97
"A38020525"	2016	97
"A08418030"	2014	97
"A08418030"	2013	97
"A08021768"	2015	97
"A50000355"	2017	97
"A30033898"	2010	97
"A46463311"	2012	97
"A09021833"	2011	97
"B28138196"	2009	97
"A48084909"	2007	97
"A07013055"	2007	97
"B08284002"	2015	97
"A35018696"	2015	97
"A46137352"	2012	97
"A17004763"	2013	97
"A27199140"	2008	97
"B38318572"	2011	97
"A08075293"	2014	97
"B50021658"	2017	97
"A17013947"	2010	97
"A28148898"	2014	97
"A08200651"	2008	97
"A35753094"	2014	97
"A30033898"	2011	97
"A46134748"	2014	97
"A61557641"	2007	97
"B45006616"	2008	97
"A96785225"	2016	97
"A08291973"	2011	97
"A08274987"	2015	98
"A07086515"	2012	98
"A36611903"	2017	98
"B30032445"	2014	98
"A28359073"	2013	98
"A30013627"	2007	98
"A03024809"	2016	98
"A26023606"	2009	98
"A50005156"	2009	98
"A46069456"	2012	98
"B28091486"	2017	98
"A33604406"	2011	98
"A48064182"	2009	98
"B27011477"	2011	98
"A08278731"	2014	98
"A08066300"	2013	98
"A08274987"	2013	98
"A20017604"	2007	98
"B03036712"	2012	98
"A31061401"	2014	98
"A48033526"	2008	98
"A26023606"	2007	98
"A08119752"	2016	98
"A35091057"	2010	98
"B42141176"	2013	98
"A03026697"	2015	98
"A36121176"	2014	98
"A35091057"	2011	98
"A48114318"	2017	98
"A08075293"	2007	98
"A42001305"	2014	98
"A08681264"	2012	98
"A28060515"	2015	98
"B27011477"	2013	98
"B27011477"	2014	98
"A03024809"	2012	98
"A38003133"	2009	98
"B20023982"	2013	98
"A46226122"	2008	98
"B28227866"	2009	98
"A58356213"	2010	98
"A41008301"	2011	98
"B28091486"	2011	98
"A03026697"	2014	98
"A39030200"	2013	98
"A46002069"	2017	98
"A08385395"	2013	98
"B35329077"	2012	98
"A46048815"	2009	98
"A81527095"	2015	98
"A45011103"	2010	98
"B35011675"	2011	98
"A28698884"	2009	98
"B41063355"	2010	98
"A26004093"	2013	98
"A08283798"	2014	98
"A41053927"	2016	98
"B35011675"	2012	98
"A28386225"	2008	98
"A48064182"	2017	98
"B30037204"	2017	98
"A15169535"	2016	98
"B17017237"	2015	98
"A48033526"	2010	98
"A28306868"	2011	98
"A08280240"	2007	98
"A07013055"	2013	98
"F10027423"	2011	98
"A43015338"	2008	98
"B07762099"	2009	98
"B28091486"	2010	98
"A81527095"	2012	98
"A08431090"	2016	98
"A43004472"	2017	98
"A08574881"	2013	98
"A12016093"	2012	98
"A17020645"	2007	98
"B39026265"	2015	98
"A08274987"	2012	98
"A07013055"	2010	98
"A48034110"	2009	98
"B03036712"	2013	98
"A17003757"	2010	98
"B28403194"	2007	98
"B38017554"	2010	98
"B38318572"	2010	98
"B13004924"	2013	98
"A08623928"	2011	98
"A41035742"	2014	98
"A11012572"	2011	98
"A28306868"	2009	98
"B27011477"	2015	98
"A08036709"	2011	98
"A50023423"	2013	98
"A41053927"	2011	98
"A48034110"	2011	98
"A46068284"	2016	98
"A41035742"	2013	98
"A28306868"	2010	99
"B92116979"	2015	99
"A45015872"	2017	99
"A81496382"	2015	99
"A09006859"	2015	99
"A08042764"	2008	99
"A48033526"	2009	99
"A08723926"	2012	99
"B18012831"	2011	99
"A39005095"	2014	99
"A39000187"	2017	99
"A03066909"	2009	99
"A43028588"	2011	99
"B39019468"	2017	99
"B41063355"	2012	99
"A08075293"	2010	99
"A50005156"	2008	99
"B41063355"	2016	99
"A45015872"	2016	99
"A46019063"	2012	99
"A28674968"	2014	99
"B30028187"	2015	99
"A28016947"	2009	99
"A80482334"	2009	99
"A08042764"	2016	99
"B81760829"	2014	99
"B28091486"	2012	99
"A08723926"	2013	99
"A08021768"	2011	99
"A42001305"	2015	99
"A08274987"	2011	99
"A08200651"	2011	99
"A48045199"	2012	99
"A28449569"	2015	99
"A30012959"	2011	99
"B61696944"	2016	99
"A26013714"	2011	99
"B35329077"	2013	99
"A50011980"	2008	99
"A17014879"	2011	99
"A12016549"	2012	99
"A03012614"	2009	99
"A15021843"	2015	99
"A28617801"	2009	99
"B42141176"	2011	99
"B03035854"	2016	99
"A08273898"	2015	99
"A28133023"	2016	99
"A48064182"	2013	99
"B27008408"	2011	99
"A28485761"	2011	99
"A18016709"	2010	99
"A03066909"	2017	99
"A46019063"	2011	99
"A48064182"	2012	99
"A28306868"	2008	99
"B46069654"	2017	99
"A45017241"	2008	99
"A36600518"	2007	99
"A61587358"	2016	99
"B79232096"	2015	99
"A28674968"	2013	99
"B07762099"	2010	99
"A08677700"	2008	99
"A46069456"	2007	99
"A14009823"	2017	99
"A31017106"	2015	99
"B41063355"	2014	99
"A08659617"	2015	99
"B31694912"	2015	99
"B08359705"	2009	99
"A08499568"	2009	99
"A45011103"	2015	99
"A08181067"	2011	99
"A78067188"	2007	99
"A31072325"	2011	99
"A29030848"	2007	99
"B61914883"	2017	99
"A39005095"	2015	99
"B35011675"	2014	99
"B39014709"	2015	99
"A28148898"	2010	99
"A48033526"	2007	99
"A36005718"	2012	99
"A08291973"	2010	99
"B36009207"	2014	99
"A40002701"	2014	99
"B46069654"	2016	99
"A50000355"	2016	99
"B20793956"	2015	99
"A28698884"	2017	99
"B35011675"	2013	99
"A07040090"	2016	99
"A03061314"	2014	99
"A45015872"	2015	99
"A14009823"	2015	99
"A28420602"	2017	99
"A48064182"	2008	99
"B46020541"	2009	100
"A08484107"	2009	100
"A46016374"	2007	100
"A20003042"	2016	100
"A28518819"	2009	100
"A29030848"	2009	100
"A08042764"	2010	100
"A28051597"	2013	100
"A46069456"	2009	100
"A38003133"	2007	100
"A46069456"	2008	100
"A36014595"	2017	100
"B08584989"	2010	100
"A30022958"	2008	100
"A08066300"	2012	100
"A08703803"	2007	100
"A12016549"	2009	100
"B03072493"	2013	100
"A08066300"	2014	100
"A08257214"	2014	100
"A42001305"	2016	100
"A41008301"	2012	100
"B96011283"	2016	100
"A28147197"	2014	100
"A09028184"	2007	100
"A28668127"	2011	100
"A08361644"	2010	100
"A08189359"	2017	100
"A08484107"	2010	100
"A28060515"	2013	100
"A45011103"	2011	100
"A38003133"	2008	100
"A48009328"	2017	100
"B03158532"	2014	100
"B03158532"	2012	100
"B03035854"	2017	100
"A03061314"	2010	100
"A35517671"	2009	100
"B35110410"	2011	100
"B39019468"	2016	100
"B03158532"	2011	100
"B41063355"	2015	100
"A08042764"	2013	100
"A28420602"	2015	100
"A33009630"	2016	100
"B28240075"	2013	100
"A14015788"	2014	100
"A28693166"	2008	100
"A48034110"	2008	100
"A08393571"	2007	100
"B96011283"	2017	100
"A12019295"	2008	100
"A28219541"	2012	100
"A36201259"	2010	100
"B26011627"	2008	100
"B73108755"	2017	100
"A23012719"	2014	100
"B08304610"	2012	100
"B42141176"	2010	100
"B03072493"	2012	100
"A08093015"	2013	100
"B28354355"	2016	100
"B58779018"	2013	100
"A08688095"	2017	100
"A08405490"	2010	100
"A08200651"	2010	100
"B31631062"	2010	100
"B31065212"	2013	100
"A09006859"	2008	100
"B28354355"	2009	100
"A17006792"	2012	100
"A78020732"	2013	100
"A36615896"	2009	100
"B28403194"	2008	100
"A35031343"	2011	100
"B35329077"	2017	100
"B12023065"	2015	100
"A50011980"	2012	100
"A48116420"	2013	100
"B03158532"	2013	100
"A36615896"	2008	100
"B46118303"	2010	100
"B28354355"	2008	100
"A46019063"	2013	100
"A31065915"	2014	100
"A03066909"	2010	100
"A12095295"	2008	100
"A07256100"	2015	100
"A03066909"	2012	100
"B38318572"	2007	100
"A24050015"	2017	100
"B28419703"	2011	100
"B36008555"	2016	100
"B81009151"	2011	100
"A80762602"	2015	100
"B58779018"	2014	100
"A08066300"	2015	100
"A08146730"	2008	100
"A20056248"	2015	100
"A36615896"	2010	100
"A12524278"	2013	101
"A08667370"	2017	101
"B80372220"	2016	101
"A07059058"	2008	101
"A01008069"	2008	101
"A47008487"	2008	101
"A28638542"	2007	101
"A28148898"	2011	101
"B36009207"	2011	101
"A46019063"	2014	101
"A08094435"	2015	101
"A08181067"	2008	101
"B28354355"	2010	101
"A08093015"	2015	101
"A12003950"	2007	101
"A41069352"	2016	101
"A08093015"	2016	101
"B31065212"	2012	101
"A08679060"	2011	101
"A08274987"	2014	101
"A35091057"	2013	101
"A33604406"	2015	101
"A08723926"	2017	101
"A09006859"	2014	101
"B31065212"	2017	101
"A35045681"	2015	101
"A58253816"	2011	101
"B38380473"	2017	101
"A35091057"	2017	101
"A35091057"	2015	101
"B46153292"	2017	101
"A35045681"	2009	101
"A36005718"	2013	101
"A53242152"	2013	101
"A33604406"	2014	101
"A08332256"	2017	101
"A60401585"	2013	101
"A35091057"	2014	101
"A39000187"	2016	101
"A24020828"	2012	101
"A46002069"	2015	101
"A28617801"	2011	101
"A08115578"	2015	101
"A78067188"	2008	101
"A20574372"	2011	101
"A28485761"	2016	101
"A08405490"	2011	101
"A08274805"	2009	101
"A10011641"	2012	101
"A28060515"	2014	101
"B08304610"	2013	101
"A17005968"	2016	101
"A35091057"	2016	101
"B43004852"	2012	101
"A50005156"	2010	101
"B31694912"	2016	101
"A46031845"	2009	101
"A35031343"	2012	101
"A81944324"	2014	101
"A48064182"	2011	101
"A08159816"	2017	101
"A83932475"	2017	101
"A31449002"	2012	101
"A35091057"	2012	101
"B26011627"	2007	101
"A25017880"	2014	101
"A08026072"	2015	101
"B08912669"	2010	101
"B20049615"	2008	101
"A39022660"	2007	101
"A20003042"	2010	101
"A36600518"	2015	101
"B59737882"	2011	101
"A81496382"	2011	101
"A08126492"	2007	101
"A07021256"	2012	101
"B03036712"	2007	101
"B11009917"	2009	101
"A41069352"	2015	101
"B08424855"	2011	101
"B39026265"	2013	101
"A28518090"	2017	101
"A08723926"	2016	101
"A81496382"	2012	101
"A47008487"	2007	101
"A08042764"	2011	102
"A12017760"	2013	102
"A03066909"	2013	102
"A48040034"	2011	102
"A12083002"	2007	102
"A43037191"	2012	102
"A07905573"	2017	102
"A07052244"	2014	102
"A81408817"	2012	102
"B03036712"	2009	102
"A43036052"	2014	102
"A31061401"	2012	102
"A28415487"	2015	102
"A08560179"	2007	102
"A81496382"	2013	102
"B50029263"	2013	102
"A08659617"	2014	102
"A28518819"	2013	102
"A08221582"	2017	102
"A28198356"	2015	102
"A28420602"	2016	102
"A08075293"	2008	102
"A12016093"	2009	102
"A08220014"	2008	102
"B12291167"	2009	102
"A19122209"	2008	102
"A03066909"	2011	102
"A24003873"	2016	102
"A43037191"	2013	102
"A28695021"	2015	102
"A08093015"	2010	102
"B11009917"	2016	102
"A28630374"	2012	102
"A21006911"	2009	102
"A33604406"	2016	102
"A08683864"	2008	102
"A12004180"	2011	102
"A13008461"	2017	102
"A15021843"	2017	102
"A08042764"	2012	102
"A46079380"	2013	102
"B81864894"	2010	102
"B03036712"	2010	102
"A26011320"	2007	102
"A41069352"	2014	102
"A96862933"	2010	102
"B03036712"	2008	102
"A46137352"	2011	102
"A12004180"	2014	102
"A61557641"	2012	102
"A43035401"	2016	102
"A28016947"	2008	102
"A38030680"	2013	102
"B28091486"	2013	102
"A12015673"	2016	102
"A28900975"	2008	102
"A48084909"	2017	102
"A14022099"	2010	102
"A81408817"	2011	102
"A28698884"	2010	102
"A48064182"	2010	102
"A30014047"	2016	102
"A08360844"	2011	102
"B31694912"	2014	102
"A12015673"	2014	102
"A20073508"	2015	102
"A08141038"	2014	102
"A08683864"	2007	102
"A46068284"	2017	102
"A38003679"	2008	102
"A26004093"	2012	102
"A60531688"	2017	102
"B30365712"	2013	102
"B26011627"	2009	102
"A60016037"	2015	102
"A28187672"	2011	102
"B42141176"	2014	102
"A08481632"	2011	102
"A46104485"	2017	102
"A78753514"	2011	102
"A28889939"	2012	103
"B81864894"	2009	103
"A12016549"	2014	103
"A08677700"	2010	103
"A78020732"	2017	103
"A08334906"	2013	103
"A14025902"	2008	103
"A39023759"	2016	103
"A81527095"	2016	103
"A08026635"	2013	103
"A28698884"	2008	103
"A43036052"	2016	103
"A08159816"	2011	103
"A12016549"	2015	103
"A30014047"	2012	103
"B38380473"	2007	103
"A24020828"	2011	103
"A28306868"	2015	103
"B08102881"	2015	103
"B45006616"	2013	103
"A28131274"	2008	103
"A28148898"	2008	103
"A03024809"	2017	103
"A21007950"	2012	103
"A26004093"	2011	103
"A08138042"	2016	103
"A38003133"	2016	103
"B28270411"	2015	103
"B28307536"	2016	103
"A06017040"	2008	103
"A41053927"	2015	103
"A33024621"	2017	103
"A08332256"	2007	103
"A06017040"	2007	103
"B26011627"	2010	103
"B81864894"	2014	103
"A44004059"	2009	103
"A61557641"	2008	103
"B28240075"	2017	103
"A08513178"	2012	103
"B30604565"	2009	103
"B33030305"	2013	103
"A34009936"	2017	103
"A50047505"	2016	103
"A08078719"	2017	103
"A39012638"	2007	103
"A08159816"	2012	103
"A08518979"	2010	103
"A35008168"	2008	103
"B30604565"	2010	103
"B80146517"	2009	103
"B46055943"	2016	103
"A28146579"	2011	103
"A46007548"	2007	103
"A08200651"	2009	103
"A08159816"	2016	103
"B80146517"	2010	103
"A50005156"	2013	103
"A15021843"	2016	103
"A14009823"	2016	103
"A59954487"	2012	103
"B12015210"	2017	103
"A28087583"	2015	103
"B46084695"	2009	103
"A13001730"	2008	103
"A08115578"	2013	103
"A36014595"	2015	103
"A25010430"	2016	103
"A30022958"	2007	103
"A08584062"	2013	103
"A46137352"	2007	103
"A28080489"	2016	103
"A50005156"	2014	103
"B81864894"	2011	103
"B96199807"	2016	103
"A24001661"	2015	103
"B04001848"	2011	103
"B41058124"	2014	103
"B12681060"	2017	103
"B63533095"	2015	103
"B45493707"	2011	103
"A48073274"	2017	103
"B46055943"	2017	103
"A28630374"	2010	103
"A36611903"	2016	103
"A18312041"	2013	104
"A18312041"	2014	104
"A60853413"	2012	104
"A28278596"	2008	104
"A46063731"	2012	104
"B39026265"	2014	104
"A06023477"	2012	104
"A46002069"	2016	104
"A14025902"	2015	104
"A43035401"	2010	104
"A28415487"	2016	104
"A03012614"	2008	104
"B12291167"	2012	104
"A08051526"	2013	104
"A17005968"	2015	104
"V82171133"	2010	104
"A08360844"	2012	104
"A12004180"	2007	104
"A47005095"	2014	104
"B73254898"	2016	104
"A28016947"	2011	104
"A28801942"	2011	104
"A92030402"	2008	104
"A50011980"	2011	104
"B43004852"	2016	104
"B28569127"	2011	104
"A46069456"	2011	104
"A39000187"	2015	104
"A28133023"	2012	104
"A12004180"	2009	104
"A45019916"	2008	104
"A28630374"	2009	104
"A07042088"	2008	104
"A28693166"	2009	104
"A08220014"	2010	104
"A43028588"	2012	104
"A08012601"	2009	104
"A81824047"	2013	104
"A31072325"	2008	104
"B04001848"	2012	104
"A07013055"	2017	104
"A41053927"	2012	104
"B83782169"	2015	104
"B58807645"	2014	104
"A46463311"	2014	104
"A33602905"	2015	104
"A80762602"	2014	104
"A61557641"	2016	104
"B11024262"	2016	104
"A12004180"	2008	104
"A58494048"	2007	104
"A30031769"	2011	104
"A12017760"	2014	104
"A08221582"	2016	104
"B30034730"	2009	104
"A28099356"	2014	104
"A28695021"	2012	104
"B28354355"	2007	104
"A78020732"	2016	104
"B28270411"	2013	104
"A08334906"	2014	104
"A36005718"	2017	104
"B27008408"	2012	104
"A28630374"	2011	104
"A81824047"	2014	104
"A37021631"	2013	104
"A36614691"	2017	104
"B29901469"	2013	104
"A28519932"	2015	104
"B35011675"	2015	104
"A08667370"	2015	104
"A43035401"	2011	104
"A03046125"	2015	105
"A28131274"	2009	105
"A13002134"	2009	105
"A28133023"	2009	105
"A08222465"	2012	105
"A36014595"	2014	105
"B41058124"	2012	105
"A28520757"	2012	105
"A07068422"	2008	105
"B38017554"	2016	105
"A08222465"	2016	105
"B81009151"	2012	105
"A34009936"	2016	105
"A41762386"	2015	105
"A07089592"	2017	105
"A50032309"	2012	105
"A37021631"	2012	105
"B46084695"	2010	105
"A08360844"	2010	105
"A07059058"	2010	105
"A12029039"	2015	105
"A58253816"	2012	105
"A48876874"	2009	105
"B50029263"	2014	105
"A07059058"	2007	105
"A20574372"	2016	105
"A28698884"	2011	105
"A18016709"	2011	105
"A48034110"	2012	105
"B07025315"	2014	105
"A08026627"	2012	105
"A28510246"	2014	105
"B18551226"	2015	105
"A46160701"	2012	105
"A43010974"	2010	105
"A07086515"	2016	105
"A53559530"	2013	105
"A58538414"	2008	105
"A84434224"	2013	105
"A26013714"	2012	105
"A28133023"	2010	105
"A08405490"	2014	105
"A20065744"	2015	105
"B30604565"	2012	105
"A08042764"	2017	105
"A30017883"	2017	105
"A60045903"	2013	105
"A38030680"	2014	105
"A14023139"	2007	105
"A08220014"	2009	105
"A28219541"	2013	105
"A28306868"	2007	105
"B33876459"	2016	105
"A08393571"	2008	105
"A59736686"	2009	105
"B08584989"	2011	105
"A46226122"	2016	105
"B78496759"	2017	105
"A17018276"	2016	105
"A26004093"	2010	105
"A08026627"	2011	105
"A48876874"	2008	105
"A03046125"	2014	105
"A28099356"	2013	105
"A17019316"	2017	105
"A48876874"	2007	105
"A08361644"	2013	105
"A28693166"	2011	105
"B38017554"	2011	105
"A07059058"	2011	105
"A50005156"	2012	105
"B13004924"	2012	105
"A30014047"	2017	105
"A28520757"	2011	105
"A08630063"	2009	105
"A45011103"	2014	105
"B18012831"	2010	105
"A58253816"	2016	105
"A07089592"	2016	105
"A31065915"	2017	105
"B46132387"	2010	105
"A53242152"	2009	105
"A28191088"	2017	105
"B11009917"	2010	105
"B41621038"	2017	105
"A30022958"	2015	105
"A35811272"	2013	105
"A07018112"	2013	105
"A45018223"	2017	105
"A41002544"	2012	105
"A08130254"	2015	106
"B38828687"	2016	106
"B43590272"	2010	106
"A08360844"	2015	106
"A08222465"	2013	106
"A08078719"	2016	106
"A08952012"	2017	106
"A41011271"	2007	106
"A36014595"	2007	106
"A39000849"	2017	106
"B81542813"	2014	106
"B36009207"	2017	106
"A17018276"	2017	106
"A61557641"	2017	106
"A08360844"	2013	106
"B12026183"	2017	106
"A41069352"	2017	106
"F10027423"	2007	106
"A47005095"	2007	106
"A07905573"	2016	106
"A26023606"	2016	106
"A36604882"	2016	106
"B08367948"	2011	106
"A12016549"	2008	106
"A43035401"	2009	106
"A28134534"	2015	106
"A36121176"	2012	106
"A08012601"	2008	106
"B46023677"	2011	106
"A43037191"	2015	106
"A08119752"	2015	106
"A08036709"	2010	106
"A26004093"	2009	106
"A28306868"	2012	106
"A31072325"	2013	106
"A35499318"	2014	106
"A43035401"	2013	106
"B10005932"	2017	106
"A30014047"	2010	106
"B61914883"	2016	106
"A30005524"	2014	106
"A83932475"	2016	106
"A26014035"	2010	106
"A43037191"	2014	106
"A35031343"	2015	106
"B38318572"	2017	106
"A50047505"	2017	106
"A61557641"	2009	106
"A13008461"	2016	106
"A28134534"	2014	106
"A33604851"	2013	106
"A44004059"	2011	106
"A46002697"	2010	106
"B38318572"	2012	106
"A08360844"	2014	106
"B41058124"	2013	106
"A46104485"	2016	106
"A09021833"	2017	106
"A15031800"	2015	106
"A46226122"	2017	106
"A28134534"	2017	106
"A58415779"	2009	106
"B81542813"	2013	106
"A81527095"	2013	106
"A96862933"	2011	106
"A28134534"	2016	106
"A08630063"	2010	106
"A36643450"	2007	106
"B14030720"	2011	106
"A08360844"	2016	106
"B82612904"	2014	106
"A16010126"	2007	106
"A16010126"	2017	106
"A28200384"	2007	106
"A39022660"	2008	106
"A30029862"	2011	106
"A24050015"	2013	106
"A61557641"	2013	106
"B50029263"	2015	106
"B28569127"	2012	106
"A24003873"	2008	107
"A46165304"	2016	107
"A50005156"	2011	107
"A28693166"	2007	107
"A36014595"	2012	107
"A12083002"	2011	107
"A39012638"	2010	107
"A14025902"	2007	107
"A08257529"	2007	107
"A60531688"	2016	107
"A07026651"	2008	107
"A36604882"	2017	107
"B81864894"	2008	107
"A36604882"	2009	107
"A16007064"	2008	107
"B17593633"	2015	107
"A31072325"	2012	107
"B30028187"	2014	107
"A36005718"	2016	107
"B35023068"	2008	107
"A12021556"	2010	107
"A39012638"	2017	107
"B28579506"	2015	107
"A12017760"	2012	107
"A21007950"	2016	107
"A08851321"	2011	107
"A50011980"	2007	107
"A28133023"	2015	107
"A07086515"	2017	107
"A15031800"	2014	107
"A60045903"	2017	107
"A26010413"	2016	107
"B81864894"	2015	107
"A33018425"	2013	107
"A31072325"	2014	107
"A47438262"	2013	107
"A08952012"	2009	107
"A48034110"	2013	107
"A48084909"	2016	107
"A36201259"	2011	107
"A47005095"	2009	107
"A08851321"	2010	107
"A30033898"	2017	107
"A28273043"	2013	107
"A01008069"	2010	107
"A09028184"	2010	107
"A35101732"	2015	107
"A36121176"	2013	107
"A08115578"	2014	107
"A48064521"	2016	107
"A08445983"	2015	107
"A97617773"	2017	107
"A08126492"	2009	107
"A38003133"	2011	107
"B07025315"	2015	107
"A33018425"	2014	107
"A46336152"	2017	107
"A35811272"	2012	107
"A50011980"	2010	107
"A08360844"	2017	107
"A28510246"	2015	107
"A30012959"	2012	107
"A26023606"	2010	107
"B31694912"	2013	107
"B08584989"	2012	107
"B62173604"	2014	107
"A58253816"	2007	107
"B20049615"	2007	107
"A47438262"	2014	107
"A14025902"	2014	107
"A17018276"	2015	107
"F46026829"	2011	107
"A17001322"	2013	108
"B28255016"	2013	108
"A07032030"	2015	108
"A14025902"	2011	108
"A08683864"	2017	108
"A12015673"	2017	108
"A28016947"	2017	108
"A08220428"	2017	108
"A30014047"	2011	108
"A08102410"	2013	108
"A41008301"	2010	108
