nif	year	coste_mercaderias
"A17009598"	2013	9738.816
"B62725320"	2011	9739.696
"A08354441"	2013	9740.196
"A30035679"	2015	9741.329
"B81760829"	2010	9743.385
"A35022987"	2010	9748.299
"A08280240"	2015	9748.513
"B17462961"	2012	9748.623
"A15031800"	2017	9749.859
"B27013556"	2012	9751.075
"A79047916"	2011	9752.45
"B96324983"	2013	9753.252
"B92403716"	2017	9754.617
"A26004978"	2015	9756.055
"B78069259"	2015	9756.187
"A08285157"	2012	9756.342
"A58394941"	2013	9757.081
"A08421190"	2013	9765.288
"B47009626"	2012	9766.966
"B40003550"	2014	9768.423
"A08063372"	2012	9769.62
"A36615896"	2015	9772.647
"B31089071"	2013	9773.683
"A33024852"	2015	9777.045
"B83741835"	2014	9777.147
"B31001696"	2007	9777.707
"A48093538"	2014	9777.882
"A08102410"	2017	9778.393
"A09022963"	2008	9779.54
"A28543809"	2007	9779.777
"A28706091"	2017	9780.472
"A03099405"	2013	9781.909
"B14468292"	2014	9782.255
"A08280240"	2011	9782.28
"A43028588"	2014	9783.687
"A08404212"	2016	9785.628
"A48064182"	2013	9787
"A28555563"	2016	9787.037
"A28325785"	2015	9787.142
"C28863686"	2014	9787.87
"A48047377"	2011	9788.185
"A08146730"	2014	9789.335
"A20806329"	2017	9789.57
"B31089071"	2009	9790.991
"B31065980"	2013	9791.501
"A08149668"	2015	9792.092
"A36605038"	2011	9792.123
"B31078058"	2017	9792.675
"A58348038"	2013	9795.669
"A07012826"	2016	9795.844
"B28126019"	2012	9796.416
"A23022874"	2015	9796.994
"A17006792"	2011	9797.058
"A08477663"	2017	9798.296
"A08477663"	2010	9799.139
"A41031303"	2013	9801
"A08708620"	2013	9801.86
"A11010352"	2007	9801.909
"A01002864"	2009	9802.513
"A33026980"	2010	9803.546
"B28044204"	2007	9805.309
"A04000881"	2009	9805.371
"A11018736"	2013	9806.119
"A25017880"	2017	9806.647
"A08211112"	2017	9808.361
"A07019573"	2012	9808.826
"A08689796"	2008	9808.97
"A34009191"	2010	9810.348
"A26020198"	2011	9810.63
"A30032130"	2009	9811.684
"A78393840"	2009	9813.161
"B08619405"	2013	9813.34
"B37024825"	2014	9813.521
"A28019461"	2010	9815
"A07051253"	2011	9815.621
"A17041708"	2014	9815.912
"A08575672"	2016	9817.14
"B31089071"	2014	9820.798
"A46038519"	2007	9821.654
"A38018404"	2014	9824.21
"A48095822"	2015	9827.562
"A08200651"	2014	9827.672
"A46077053"	2017	9828.44
"B28138196"	2012	9829.468
"A36603421"	2014	9829.646
"A31061401"	2011	9835.187
"A28475770"	2007	9839.213
"A08093254"	2008	9839.404
"B38238788"	2016	9839.784
"A20008579"	2014	9844.099
"A46038519"	2009	9846.226
"A12081790"	2017	9852.83
"A08626939"	2010	9853.4
"A03066933"	2015	9853.513
"A48071369"	2010	9854.162
"A17044546"	2012	9854.616
"A48093421"	2015	9855.688
"B28304129"	2015	9858.651
"A08630808"	2016	9860.961
"A28145191"	2010	9861.081
"B36609485"	2015	9861.786
"A46002069"	2014	9864.889
"A38020905"	2015	9865.222
"A12021267"	2013	9866.031
"A08401820"	2010	9868.716
"A08360844"	2008	9869.409
"A08513749"	2012	9869.871
"B35031665"	2007	9872.081
"A21006507"	2009	9872.63
"A07051253"	2012	9872.899
"A08450421"	2008	9873.3
"A03088580"	2009	9874.023
"B28545994"	2009	9876.801
"B38380473"	2008	9877.714
"B83257295"	2009	9880.47
"A08551590"	2014	9881.627
"A46036380"	2013	9881.678
"A11605409"	2016	9883
"A28662005"	2014	9883.527
"B28670602"	2015	9884.076
"A46089819"	2009	9884.242
"A12011672"	2016	9884.516
"A21006861"	2011	9885.447
"A17020561"	2010	9886.737
"A30032130"	2011	9886.997
"A33008426"	2008	9889.85
"A50011980"	2013	9891.101
"B11469491"	2015	9893.122
"A14012819"	2008	9893.879
"A17475203"	2007	9894.894
"B04018495"	2011	9897.423
"A09006859"	2014	9897.749
"A20049755"	2015	9898.04
"A07802218"	2011	9898.056
"A78393840"	2012	9898.293
"A11000288"	2012	9900.419
"B57208878"	2017	9902.143
"A15052376"	2009	9902.911
"A28202075"	2007	9906.07
"A46074647"	2013	9906.951
"A20034286"	2011	9907.921
"B08584989"	2011	9908.209
"B83156745"	2009	9908.731
"B08271694"	2010	9913.011
"A46066825"	2012	9920.218
"A08646200"	2008	9921.221
"A08591075"	2017	9922.83
"B62236781"	2017	9925
"A48033526"	2010	9925.107
"A04016952"	2014	9928.851
"A38666897"	2016	9929.63
"A78428596"	2016	9930.522
"B28579506"	2011	9930.578
"A78521168"	2010	9930.816
"A48064182"	2011	9934
"A29018207"	2016	9934.575
"A25007105"	2017	9934.583
"B46069654"	2015	9935.45
"A03028461"	2017	9935.889
"A81808966"	2015	9936.025
"A28198356"	2017	9936.535
"B50021658"	2009	9936.568
"A28543809"	2012	9937.162
"B09019548"	2016	9938.874
"A01035807"	2015	9939
"A28695021"	2008	9940.794
"A04000881"	2008	9941.948
"A28051597"	2013	9941.963
"A48034110"	2017	9943.479
"B08499410"	2014	9944.556
"A21006507"	2012	9944.919
"A36600518"	2009	9947.946
"A08688095"	2013	9948.699
"A08723926"	2015	9950.017
"B46164679"	2009	9950.35
"A48073274"	2009	9951.522
"B36853935"	2011	9952.514
"A28695856"	2009	9953.168
"A43029339"	2009	9953.553
"B28170215"	2013	9953.566
"A48073274"	2014	9954.354
"A78320736"	2010	9955
"A30023238"	2010	9957.056
"B29682135"	2013	9958.34
"B05004999"	2013	9961.105
"A41018854"	2007	9965.459
"B31001696"	2009	9966.831
"A12021267"	2014	9966.933
"A59954487"	2009	9967.074
"A41031303"	2009	9968
"A33604406"	2015	9968.26
"A08401820"	2014	9969.65
"A82131913"	2017	9970.181
"B28579506"	2013	9970.859
"A04016952"	2016	9973.612
"A17018276"	2014	9975.083
"A08622938"	2007	9979.1
"B03158532"	2017	9979.645
"B38004966"	2012	9980.231
"A43002450"	2007	9980.33
"A08626939"	2011	9981.07
"A08347452"	2013	9982.247
"B09019548"	2007	9982.969
"A61557641"	2014	9984.571
"A07016256"	2013	9986
"A60453271"	2007	9986.78
"A08354441"	2014	9988.282
"A48876874"	2012	9989.421
"B17462961"	2011	9989.577
"A11018736"	2012	9990.466
"A48084909"	2007	9995.369
"B30010797"	2011	9998.09
"A40005514"	2013	10003.16
"B11469491"	2008	10004.27
"A36615037"	2013	10006.38
"A08285157"	2010	10006.56
"A34003624"	2007	10007.55
"A46068284"	2017	10008
"A15027139"	2012	10012.59
"A08675522"	2009	10012.64
"A23014871"	2015	10015.54
"A79259362"	2012	10016.19
"A20031076"	2007	10017.32
"A28333490"	2011	10017.55
"A34009191"	2013	10019
"A08283798"	2014	10019.84
"A38027637"	2016	10020.05
"A20008579"	2007	10021.67
"A48095822"	2016	10023.17
"A08604159"	2013	10023.27
"B38008983"	2010	10026.72
"B82274135"	2014	10027.22
"A08404212"	2013	10028.21
"A79047916"	2012	10029.9
"B29682135"	2011	10030.88
"A59954487"	2010	10031.13
"A58393778"	2007	10031.24
"A41002841"	2015	10032.06
"A03064102"	2012	10032.5
"B12681060"	2014	10032.6
"A26015503"	2015	10032.89
"A03017886"	2016	10033.37
"B62111018"	2017	10036.54
"B12004818"	2009	10037.76
"A08069809"	2007	10039.32
"B46139143"	2014	10039.8
"A08563769"	2014	10040.73
"A58348038"	2011	10041.05
"A08766099"	2008	10041.32
"A50032309"	2014	10042.74
"A28684512"	2008	10045.36
"B03100831"	2016	10046.92
"A28359073"	2009	10050
"A43028588"	2015	10051
"A48009328"	2016	10051.03
"B31001696"	2010	10053.05
"A21006861"	2010	10053.37
"B08113615"	2015	10056.24
"B61696944"	2015	10056.41
"A08138042"	2008	10057.71
"A22009906"	2017	10059.78
"A28614790"	2007	10062.51
"B50001874"	2016	10063.24
"B03087293"	2009	10063.33
"B33029729"	2015	10064.4
"A79203568"	2012	10065
"B11024262"	2013	10066.03
"A28889939"	2011	10068.28
"A28543809"	2008	10068.88
"A08509788"	2015	10069.39
"B50997949"	2013	10069.65
"B08988149"	2009	10076.83
"A28543809"	2009	10077.86
"A08413403"	2014	10079.54
"B46121000"	2015	10079.57
"A20039426"	2017	10080
"A14015788"	2014	10080.98
"B46191094"	2014	10084.6
"A60016037"	2012	10084.8
"B48033278"	2015	10085.2
"A26023606"	2008	10085.28
"A07068422"	2013	10085.5
"A48006423"	2015	10085.68
"A06244131"	2008	10086.99
"A08217432"	2009	10087.41
"A33034836"	2014	10088.62
"A84434224"	2015	10090
"A08509937"	2008	10092.74
"A33008426"	2007	10093.66
"A59736686"	2017	10094.48
"A28486090"	2015	10094.8
"A48110381"	2013	10094.91
"A08564502"	2007	10095.89
"A45012226"	2012	10096.72
"B08628455"	2016	10098.15
"A08622938"	2017	10100.24
"A12294815"	2015	10100.46
"A08622938"	2009	10102.01
"A59067603"	2016	10102.75
"C08164253"	2015	10103.22
"A08273898"	2007	10103.99
"A31061401"	2010	10104.69
"A28195147"	2013	10105.39
"A33021635"	2014	10107.85
"A48115000"	2015	10108.27
"B28044204"	2016	10109.24
"B30604565"	2016	10109.44
"A12095295"	2010	10109.9
"A08688095"	2014	10111.68
"A48115000"	2017	10112.46
"A25418401"	2017	10113
"A08146474"	2017	10114.3
"B09019548"	2009	10117.08
"A28610863"	2013	10118.37
"B46069654"	2016	10118.55
"A79259339"	2017	10118.83
"B63533095"	2015	10119.63
"A28399715"	2017	10119.71
"A04016952"	2009	10120.15
"A25008046"	2015	10121.34
"B38025920"	2016	10125.46
"A50030543"	2011	10125.81
"A79047916"	2016	10126.18
"A08225278"	2012	10126.43
"A08700197"	2007	10128.34
"B31064082"	2016	10130.74
"A46332995"	2017	10133.77
"A07016256"	2012	10134
"B08688301"	2013	10134.88
"A34003624"	2008	10135.47
"A08720245"	2008	10135.8
"B18006668"	2016	10136.94
"F06402697"	2014	10136.96
"A25008046"	2008	10138.85
"A46002069"	2016	10139.7
"B12004818"	2012	10141.74
"A11000288"	2008	10141.86
"B73108755"	2016	10142.4
"A35499318"	2017	10142.79
"B03030913"	2011	10144.18
"A28441269"	2015	10144.71
"A12081790"	2009	10145.1
"B46441275"	2015	10146.93
"A34003624"	2015	10147.49
"B08584989"	2016	10148.6
"A08300774"	2014	10149.8
"A48064182"	2008	10150.43
"B96011283"	2013	10152.11
"A28060515"	2016	10154
"A08675522"	2013	10154.14
"A38023925"	2007	10156.21
"A14015788"	2011	10157.34
"B63149637"	2014	10158
"A46074647"	2014	10158.86
"B38380473"	2009	10159.37
"B08282337"	2007	10159.98
"A07096886"	2013	10163.37
"B03004801"	2015	10163.94
"A60045903"	2010	10164
"B23015753"	2013	10165.35
"A28375467"	2015	10166.15
"A33609587"	2013	10166.32
"B28419703"	2014	10166.57
"A08508418"	2012	10167.2
"A41038274"	2017	10169.07
"A15000391"	2014	10170.12
"A08551590"	2013	10173.09
"A08577215"	2014	10173.68
"B11024262"	2015	10175.33
"B08292054"	2008	10179.51
"B01003581"	2017	10181.75
"A08189359"	2013	10181.85
"A46151973"	2013	10184.39
"A08720245"	2014	10186.44
"A79047916"	2010	10188.47
"A46002069"	2008	10189.48
"B29053808"	2012	10190.57
"A08675522"	2014	10191.69
"A07019573"	2016	10192.32
"A03012614"	2009	10192.35
"A08564502"	2011	10192.6
"C28863686"	2013	10195.08
"A08425902"	2008	10195.96
"A28610863"	2014	10196.51
"A43010974"	2010	10196.97
"B28341790"	2016	10197.21
"B43241769"	2012	10198.27
"A46126686"	2013	10198.71
"B30010797"	2012	10200.59
"A23020043"	2015	10202.48
"A50022698"	2017	10203.35
"A08477663"	2016	10206.2
"A08311995"	2015	10209.27
"A08262065"	2012	10210.42
"A08283798"	2015	10212.24
"A28675908"	2013	10212.47
"B09019548"	2008	10212.81
"A08689796"	2011	10213.04
"A36615474"	2015	10215.52
"A28623155"	2009	10216.16
"A11010352"	2009	10217.36
"B41058124"	2015	10217.63
"A08428658"	2007	10220.15
"A07066467"	2011	10220.63
"B30558290"	2015	10223.07
"B46084695"	2013	10224
"A08568057"	2009	10224.51
"B73212417"	2012	10225.72
"A08477663"	2011	10226.03
"A79259339"	2015	10226.13
"A07018112"	2017	10226.38
"A33689530"	2007	10226.97
"A43702745"	2013	10227.26
"B28044204"	2009	10227.63
"B32001687"	2008	10228.39
"A08332363"	2016	10228.58
"A28193209"	2012	10230.16
"A53288478"	2011	10230.25
"A07042435"	2016	10230.55
"A48033526"	2011	10231.76
"B11024262"	2014	10232.29
"A28618890"	2013	10233.15
"A36615896"	2007	10235.53
"A12081790"	2010	10235.75
"A17021460"	2016	10235.91
"A28651222"	2013	10239.79
"A46122065"	2017	10241.74
"B28170215"	2014	10246.25
"A20034286"	2012	10248.34
"A36604882"	2014	10250.08
"B38238788"	2011	10252.18
"A28106979"	2011	10252.52
"A11010352"	2008	10253.53
"A28543809"	2011	10257.5
"A32002644"	2007	10257.85
"A14022099"	2009	10257.93
"B33615493"	2015	10258.29
"A08513749"	2011	10258.44
"A25022369"	2012	10261.34
"B37020179"	2014	10265.71
"A08197022"	2014	10265.75
"A08723926"	2017	10265.92
"A34003624"	2014	10269.64
"A31501901"	2017	10271.55
"A08513749"	2015	10273.46
"A08193591"	2009	10274.71
"A28552149"	2014	10276.04
"A28543809"	2010	10279.92
"B35065788"	2012	10280.99
"A28410850"	2017	10288.64
"B29053808"	2014	10293.79
"B46160842"	2008	10294.02
"A43011196"	2013	10294.02
"A12021390"	2013	10296.71
"A35026590"	2009	10298.64
"B41058124"	2014	10298.94
"A30013247"	2014	10299.28
"A12524278"	2010	10301.67
"A81722712"	2017	10302
"B46108403"	2017	10302.86
"B41042698"	2015	10304.64
"A97617773"	2015	10305.09
"A45007614"	2007	10306.01
"A03063583"	2012	10307.66
"A28695021"	2009	10307.92
"A38003133"	2016	10309.05
"A81722712"	2016	10313.92
"A08075293"	2008	10315.71
"A17006479"	2012	10316.23
"A46105508"	2016	10316.23
"B17229675"	2013	10317.42
"A08646101"	2011	10318.17
"A28193209"	2013	10319.49
"A31189350"	2012	10321.31
"A21006861"	2016	10321.61
"A33006644"	2016	10322.73
"A08197022"	2013	10322.83
"B30034573"	2016	10323.81
"A08360844"	2010	10323.89
"A08568057"	2010	10324.41
"A08131112"	2014	10327.11
"A30032619"	2016	10332.93
"B82852831"	2009	10333.79
"A08689796"	2009	10335.6
"B46164679"	2010	10335.81
"A28096378"	2016	10338.32
"B27013713"	2013	10340.67
"B81760829"	2011	10341.23
"A09022963"	2009	10343.6
"A45007614"	2011	10343.64
"B28218287"	2015	10343.67
"B46171518"	2014	10343.94
"B24013799"	2014	10345.49
"A15169535"	2017	10347.8
"A36615474"	2016	10350.11
"B41058124"	2010	10352.33
"A08723926"	2013	10353.8
"A08394157"	2017	10354.16
"A28106979"	2012	10354.22
"B17011511"	2014	10354.26
"B30605760"	2012	10355.32
"A08257388"	2014	10359.4
"A08013898"	2011	10360.04
"B38028692"	2011	10360.05
"B31089071"	2008	10363.75
"A15020480"	2007	10371.21
"A08146730"	2011	10373.91
"A28577864"	2011	10373.98
"B45020351"	2017	10376.48
"A17012626"	2011	10376.51
"A06141345"	2015	10378.39
"A28357903"	2012	10379.64
"A08146730"	2012	10379.72
"B08113615"	2012	10379.92
"B46084695"	2015	10381.66
"A28381564"	2014	10381.77
"A41018854"	2008	10384.31
"A20036083"	2017	10384.75
"A41006891"	2017	10384.78
"B38028692"	2015	10385.64
"A78393840"	2010	10385.92
"A09018730"	2016	10386.29
"B24013799"	2012	10386.58
"A28410850"	2011	10387.71
"A30112221"	2014	10389.05
"A43002450"	2008	10390.09
"A15031800"	2013	10390.6
"A50032309"	2015	10391.88
"A28145191"	2013	10393.64
"A08181067"	2014	10396.68
"A59382762"	2009	10396.75
"B12018008"	2014	10397.37
"A09007089"	2013	10399.13
"A08720708"	2009	10401.71
"B28489748"	2008	10403.11
"B97131155"	2017	10403.63
"A36600518"	2012	10403.88
"A08568057"	2008	10404.05
"A11010352"	2017	10405.91
"A78393840"	2015	10408.06
"B46191094"	2015	10408.56
"A08700197"	2009	10408.57
"A08425902"	2009	10410.32
"A20034286"	2014	10411.75
"A48110381"	2017	10414.77
"A08193591"	2010	10414.92
"B28044204"	2017	10415.08
"A08514028"	2008	10415.13
"B28545994"	2010	10415.18
"B12003554"	2010	10416.34
"A01013077"	2009	10416.94
"B50029263"	2012	10417.88
"A26020198"	2010	10419.22
"A30005524"	2016	10420.78
"B50021658"	2015	10422.65
"A30036214"	2013	10425.41
"B36853935"	2010	10427.28
"B37020179"	2015	10430.47
"A08646200"	2009	10430.57
"A08262065"	2016	10432.88
"A45002839"	2017	10433.24
"A78753514"	2009	10433.32
"A53288478"	2012	10433.88
"B15031560"	2014	10435.34
"B82393778"	2013	10436.46
"A08277014"	2009	10437.33
"A46002069"	2013	10437.9
"C08164253"	2012	10439.63
"B84309616"	2017	10439.97
"A17001678"	2016	10440
"A48064521"	2014	10442.8
"A46031027"	2017	10443.3
"A36600518"	2010	10444.5
"B31064082"	2017	10445.36
"B45493418"	2015	10445.36
"A08591075"	2014	10450.72
"A07061161"	2012	10454.54
"A39031406"	2016	10455.09
"A43011196"	2012	10456.15
"A28579373"	2014	10456.56
"A46031761"	2007	10456.77
"B08688301"	2010	10457.39
"B03087293"	2008	10458.65
"A11209749"	2014	10459.62
"A28034031"	2014	10460.84
"B39019468"	2015	10461.71
"B30605760"	2017	10463.5
"A20031126"	2012	10466.65
"A48115000"	2013	10466.96
"A28547115"	2015	10468.85
"A08329831"	2014	10469.65
"B50057330"	2012	10470.19
"A08217432"	2007	10474.98
"A24013864"	2015	10474.99
"B50031749"	2017	10476.4
"B12004818"	2013	10477.96
"B38005377"	2007	10478.68
"A15012305"	2012	10479.24
"A46126439"	2016	10480.39
"A17041708"	2013	10482.44
"A08277014"	2016	10485.39
"A08270993"	2008	10485.61
"B28579506"	2009	10486.3
"B08688301"	2009	10487.61
"A28070167"	2015	10488.13
"A34003624"	2013	10488.46
"A28712479"	2016	10489.06
"A30014047"	2008	10491.17
"A24013864"	2016	10491.51
"A08393571"	2011	10492.78
"A08285157"	2014	10497.95
"A08622938"	2015	10498.21
"A79290565"	2012	10501.42
"A41695149"	2017	10502
"A08568057"	2007	10504.04
"A08209538"	2009	10504.86
"B35031665"	2008	10506.49
"B12003554"	2009	10507.43
"A08283798"	2017	10507.79
"A30021877"	2014	10507.94
"B83741835"	2015	10508.04
"A41018854"	2009	10508.88
"A41002544"	2007	10509.61
"A35499318"	2015	10513.78
"A12003950"	2009	10514.82
"A28579373"	2015	10515.29
"A08421190"	2017	10516.55
"A46131769"	2015	10520.57
"A06244131"	2014	10526.38
"A08413403"	2013	10526.88
"A33689530"	2008	10527
"A50000876"	2011	10528.36
"B12004818"	2011	10528.5
"A43010974"	2011	10529.57
"A20557294"	2012	10532.7
"A03017886"	2017	10533.41
"B06007314"	2007	10535.87
"B14484612"	2012	10538.47
"A08502635"	2015	10539.59
"A14026199"	2016	10539.99
"B35031665"	2011	10543.25
"B30331573"	2008	10550.8
"A28164374"	2015	10552.99
"A08851321"	2007	10554.1
"B73108755"	2014	10554.67
"B27007897"	2012	10555.69
"A15027139"	2015	10556.93
"A30032130"	2012	10558.18
"A08622938"	2011	10559.29
"A48064182"	2010	10560
"A28357903"	2013	10560.36
"B30721237"	2012	10560.78
"A06141345"	2017	10563.17
"A06014930"	2007	10563.25
"A48006423"	2014	10563.31
"A28111342"	2008	10564.74
"B37015526"	2014	10566.33
"A08450421"	2010	10567.35
"B28307536"	2013	10570.03
"A36605038"	2012	10571.95
"A08489007"	2009	10573.09
"A17014879"	2016	10573.44
"A80352420"	2016	10574.48
"B03044641"	2014	10574.7
"A08388811"	2016	10576.59
"A46038519"	2013	10579
"A80771116"	2010	10579
"A39022124"	2007	10580.08
"A08526345"	2007	10580.2
"A30012041"	2007	10580.74
"A08401820"	2011	10582
"A50889955"	2017	10586.05
"A08181067"	2012	10586.57
"A79290565"	2010	10586.97
"B24007049"	2015	10596.28
"A50036037"	2015	10597.41
"A41920943"	2012	10597.62
"A08526345"	2009	10597.92
"A48062418"	2009	10598.93
"A48092886"	2007	10600.5
"B28670602"	2016	10601.99
"B08628455"	2015	10602.79
"A43029339"	2011	10606.6
"A22013072"	2016	10609.26
"A78355278"	2008	10609.53
"A78355278"	2014	10609.68
"B58779018"	2012	10612.25
"A08200040"	2015	10613.93
"A17013913"	2011	10618
"A12029039"	2012	10618.34
"A46126686"	2010	10618.63
"A08564502"	2010	10618.93
"A04016952"	2013	10619.51
"A41002544"	2008	10619.66
"B60171162"	2017	10620
"B46146080"	2011	10622.46
"A34003624"	2009	10624.7
"A79259339"	2016	10626.71
"A44003663"	2012	10627.64
"A08646200"	2007	10627.78
"B36008555"	2013	10629.03
"A03028461"	2016	10629.55
"A30036933"	2016	10629.82
"A48062418"	2007	10632.32
"A34009191"	2009	10632.75
"B08407322"	2007	10632.9
"B08190654"	2017	10634.27
"A02003465"	2015	10636.15
"A17009598"	2014	10637.62
"B50021658"	2012	10638.48
"A12014346"	2007	10639.64
"A39022124"	2017	10641.27
"B50997949"	2016	10641.85
"A14015101"	2017	10643.33
"A21102157"	2011	10645.26
"B17011511"	2016	10645.56
"B46142485"	2015	10649.34
"A48121826"	2013	10652.32
"A01013077"	2007	10653.01
"B28579506"	2014	10653.07
"A47010194"	2010	10653.22
"A28638542"	2010	10653.5
"B46132387"	2009	10656.34
"A44003663"	2015	10658.63
"B01003581"	2016	10659.3
"A03099405"	2014	10659.47
"A50066562"	2013	10663.01
"A45002839"	2012	10664.16
"A35022987"	2013	10664.83
"A07326473"	2009	10666.44
"A08720245"	2015	10667.13
"A28039469"	2014	10667.48
"A17013947"	2012	10668.84
"F35006451"	2007	10669.24
"A12011672"	2017	10669.43
"A28552149"	2013	10669.72
"B82424276"	2015	10670.63
"A33689530"	2009	10677.8
"A48073274"	2015	10678.66
"A48073274"	2017	10679.97
"A08626939"	2012	10680.99
"B62236781"	2015	10681
"A28173573"	2014	10683.21
"A36615896"	2009	10683.38
"A39030200"	2017	10683.41
"A15169535"	2016	10684.03
"A36615896"	2014	10684.11
"B46070728"	2017	10688.28
"A11209749"	2015	10689.46
