nif	year	clientes
"A08094567"	2017	6972.955
"B27013713"	2017	6973.267
"B37012069"	2012	6974.277
"A09021833"	2011	6976.825
"B03158532"	2011	6977.389
"A08304628"	2015	6978.143
"A08564502"	2013	6979.557
"A48093538"	2012	6979.709
"B08013963"	2008	6979.799
"A08431090"	2007	6980
"A35040831"	2015	6980.012
"A12016093"	2008	6981.01
"A08493306"	2011	6983.245
"B17017237"	2014	6984.016
"A28106797"	2017	6984.074
"A58907015"	2007	6984.94
"A20031126"	2012	6984.986
"A28202075"	2011	6985.099
"B12015210"	2009	6985.147
"B28670602"	2015	6986.089
"A08679060"	2013	6987.385
"B46114724"	2016	6989.865
"A78521168"	2010	6990.719
"B46070728"	2008	6991.223
"B41007576"	2009	6991.96
"A79047916"	2015	6993.561
"A28195147"	2012	6993.752
"B30044440"	2012	6994.883
"A33126244"	2008	6996.545
"A08091894"	2016	6996.96
"A48025845"	2008	6997.142
"A28324630"	2014	6997.431
"B31064082"	2015	6998.121
"A30012009"	2007	6998.311
"A08509937"	2011	6998.481
"A48050728"	2017	6998.556
"A48047377"	2016	6998.591
"A08952012"	2015	7000.235
"A33606534"	2008	7000.849
"A50027929"	2009	7001.563
"A08509937"	2007	7001.825
"A46139937"	2009	7003.922
"B46140885"	2013	7004.664
"A08277014"	2009	7005.13
"A28273043"	2012	7005.399
"A08577215"	2014	7006.04
"A12004180"	2008	7008.15
"A09010661"	2017	7009.292
"A28720795"	2009	7012.939
"A38018404"	2007	7014.44
"B08147696"	2007	7014.58
"A04012258"	2012	7015.645
"B28113991"	2013	7016.063
"B08284002"	2016	7016.58
"A08277014"	2014	7017.865
"A03064102"	2017	7019.675
"B11469491"	2015	7020
"A28400323"	2007	7020.66
"A46087565"	2011	7022.402
"A46078267"	2012	7023.364
"A01000249"	2009	7023.522
"A17013269"	2010	7024.538
"A08270993"	2011	7025.05
"A36614691"	2017	7025.219
"B47506811"	2015	7026.101
"A33606534"	2012	7026.679
"A08737249"	2015	7026.863
"B08292054"	2011	7027.071
"B82274135"	2016	7027.126
"B08147696"	2012	7027.371
"A28577864"	2014	7028.55
"B28044204"	2014	7029.659
"A43110337"	2009	7030.306
"A12004180"	2009	7031.479
"A11355526"	2015	7031.53
"F50561091"	2009	7032.388
"A50027929"	2007	7033.104
"B41042698"	2016	7034.329
"A30012645"	2011	7035.743
"A41050980"	2011	7037.189
"B03036720"	2016	7037.867
"B08292054"	2014	7038.254
"B45006616"	2009	7039.003
"A46131769"	2014	7041.3
"A04017497"	2016	7042
"A46151973"	2009	7042.236
"B46070728"	2009	7042.937
"A36001063"	2011	7043.538
"B30605760"	2012	7044.717
"A15007727"	2017	7045.227
"A36614691"	2008	7045.818
"A28636025"	2008	7048.46
"B46071080"	2009	7050.494
"B35388867"	2013	7053.37
"A28720795"	2017	7054.661
"A81527095"	2017	7054.97
"B45493707"	2012	7055.978
"B45006616"	2007	7056.15
"A08688095"	2012	7057.116
"A38024345"	2007	7058.39
"A36001063"	2008	7059.681
"A08572729"	2012	7061.392
"A28712479"	2007	7061.69
"A28642122"	2011	7062.865
"B96990015"	2010	7069.197
"B43004852"	2016	7070.861
"B03036720"	2012	7071.152
"A28668127"	2017	7072.614
"A18484360"	2013	7073.137
"B46070728"	2011	7073.749
"B07883457"	2010	7074.156
"A16010126"	2011	7074.16
"A80352420"	2012	7074.665
"A31069321"	2017	7074.727
"A82683434"	2009	7075.029
"A08372351"	2017	7075.64
"A08157737"	2014	7075.695
"A28577864"	2012	7076.107
"A20039426"	2017	7079
"A50005156"	2011	7079.03
"A30005920"	2011	7080.448
"A41920943"	2016	7084.772
"A38003679"	2013	7085.317
"A48020200"	2007	7086.095
"A58393778"	2008	7088.322
"A08154650"	2007	7091.06
"B48059786"	2009	7091.352
"A78521168"	2009	7091.466
"A08299406"	2007	7092.18
"B28341790"	2008	7092.42
"B96990015"	2012	7093.093
"A46075206"	2011	7093.509
"A48073274"	2015	7094.68
"A78020732"	2012	7096.933
"A30023204"	2008	7097.053
"B79863288"	2011	7097.564
"B80146517"	2008	7098
"B46115838"	2015	7099.259
"A28112555"	2016	7099.355
"A08952012"	2011	7100.217
"A41048489"	2015	7100.235
"B03158532"	2010	7100.848
"B58075136"	2013	7101.288
"A08644932"	2017	7101.314
"B36007904"	2011	7102.687
"A08146870"	2007	7103.863
"A08704520"	2016	7104.388
"B35665991"	2012	7107.86
"A28167443"	2012	7108.083
"F43393065"	2011	7108.446
"A11606134"	2012	7109.733
"A08563769"	2014	7111.407
"A08639643"	2007	7112.5
"A45018223"	2013	7113.245
"A38003844"	2007	7113.521
"A30032619"	2008	7115.851
"A28524726"	2009	7119.219
"A30033898"	2011	7120.838
"A24022196"	2007	7121.1
"A07042435"	2013	7121.624
"B24007049"	2011	7121.799
"B38004966"	2014	7122.819
"A28614790"	2012	7125.28
"A36614691"	2016	7125.661
"A48155352"	2017	7126
"A08220014"	2008	7129.475
"B63805295"	2017	7130
"B24007049"	2010	7130.222
"F06305007"	2017	7130.827
"B28555001"	2013	7133.343
"A46965034"	2013	7133.825
"A05007687"	2014	7135.347
"A48073274"	2009	7135.421
"A59382762"	2012	7136.181
"A48073274"	2013	7136.655
"B39026604"	2017	7137
"A79047916"	2013	7138.104
"B28148773"	2015	7139.252
"A29030715"	2009	7139.817
"A08186074"	2016	7140.334
"B28341790"	2013	7141.186
"A31189350"	2011	7141.201
"B96906375"	2015	7143.349
"B46102364"	2014	7143.986
"B11469491"	2010	7145.288
"B36008555"	2012	7148.562
"A39003025"	2009	7149.086
"B41094459"	2013	7150.337
"A38000485"	2012	7151
"A30023204"	2011	7153.798
"A29049509"	2011	7153.977
"A08372351"	2013	7154.997
"A28132959"	2007	7155.75
"A28145191"	2011	7157.265
"A29027901"	2012	7158.051
"A08149668"	2013	7160.48
"A08042764"	2016	7160.874
"B28623593"	2015	7162.662
"B28307536"	2012	7162.862
"A08572729"	2011	7164.831
"A28693166"	2015	7165.583
"A31076508"	2016	7165.881
"A15027139"	2012	7166.178
"B41058124"	2013	7167.602
"A39003025"	2008	7168.576
"A21006911"	2010	7168.948
"B31065980"	2013	7169.216
"A14023139"	2009	7170.762
"A50000876"	2017	7171.197
"B08292054"	2010	7173.208
"A12001418"	2015	7175.75
"A48006423"	2014	7176.764
"A47438262"	2008	7177.317
"A30032130"	2012	7177.851
"F25002338"	2013	7178.749
"A09007089"	2010	7181.02
"A46087565"	2012	7181.137
"A28132959"	2010	7183.167
"A35040831"	2016	7186.638
"A30023204"	2017	7186.928
"A45017241"	2014	7187.115
"A21006911"	2017	7188.616
"A08564502"	2008	7188.957
"A05007687"	2012	7189.361
"B36623148"	2014	7189.679
"A15032196"	2015	7190
"A28662005"	2017	7190.023
"A48047377"	2014	7190.427
"A28404614"	2013	7192.753
"A08851321"	2010	7193.876
"B03087293"	2013	7194.075
"B73212417"	2010	7195.527
"A08094567"	2015	7196.712
"A03046125"	2015	7198.636
"A31138761"	2009	7199.329
"A08551061"	2010	7205.375
"B81760829"	2014	7205.779
"B46160842"	2009	7206.024
"A43621416"	2012	7208
"A35009992"	2011	7208.908
"A08290405"	2017	7209.389
"B92217975"	2012	7212.248
"B46140885"	2014	7213.182
"B58779018"	2014	7213.24
"A08136806"	2015	7215
"A08277014"	2010	7215.535
"A08016255"	2008	7218
"A28145191"	2010	7218.683
"A48095822"	2016	7220.96
"A50032002"	2014	7224.363
"A45017241"	2012	7224.925
"A38018404"	2008	7225.02
"F43393065"	2008	7225.22
"A08630063"	2015	7225.382
"A33006644"	2013	7226.442
"A46075206"	2010	7226.962
"A03024809"	2012	7227
"F20025441"	2008	7229
"A20165650"	2015	7230.788
"A04012258"	2011	7231.349
"B57208878"	2016	7232.038
"A26021527"	2013	7233.298
"B80397409"	2016	7234.624
"A50005156"	2010	7234.739
"A08007056"	2011	7237.947
"B38028692"	2012	7239.21
"A31082712"	2010	7239.541
"A46047965"	2009	7239.984
"A12029039"	2011	7240.27
"A08572729"	2015	7243.406
"A48093421"	2014	7243.614
"B60241437"	2008	7245.999
"A78020732"	2013	7246.237
"A81593808"	2012	7248.035
"B46039061"	2009	7249.943
"A28400323"	2010	7250.24
"A08126492"	2011	7252.567
"A09028184"	2012	7253.202
"A12004180"	2013	7255.707
"B08573909"	2013	7256.484
"A28359073"	2007	7256.78
"A11606134"	2010	7256.892
"A08851321"	2009	7257.09
"A28145191"	2009	7259.828
"A43621416"	2013	7260
"A28333490"	2011	7260.119
"A60016037"	2017	7260.724
"A30033898"	2010	7261.318
"A08146870"	2008	7263.147
"A36011385"	2008	7264.38
"A36600500"	2010	7265.324
"A28674968"	2013	7266.249
"A48077184"	2010	7266.351
"A08440323"	2016	7268.377
"A08091894"	2013	7269.092
"A08572729"	2016	7269.201
"A08270993"	2010	7270.316
"F50561091"	2008	7270.674
"A46047965"	2008	7271.773
"A08296790"	2008	7274.203
"A12016093"	2007	7274.43
"A08189359"	2010	7275.926
"B27013713"	2016	7276.183
"A17020561"	2008	7276.217
"A41022609"	2015	7279.253
"A48092886"	2016	7279.451
"F20025441"	2017	7281
"B30034573"	2016	7282.908
"A38000485"	2010	7283
"B83541912"	2017	7283.114
"B04028734"	2017	7283.212
"A08135139"	2014	7283.373
"A28579373"	2015	7283.589
"A46139937"	2014	7283.951
"A06003800"	2012	7284.238
"B04028734"	2016	7284.851
"A28112555"	2009	7286.864
"A08513541"	2012	7288.385
"A08436214"	2016	7288.532
"B41058124"	2010	7288.65
"A09007089"	2012	7288.875
"A28617801"	2011	7289.826
"A08189359"	2011	7290.949
"A08574881"	2016	7291.586
"B50029263"	2011	7292.292
"A36036739"	2013	7292.347
"A12018354"	2014	7292.541
"A28145191"	2013	7292.681
"B24007049"	2008	7293.02
"A08280240"	2015	7293.821
"A33601899"	2011	7294
"B33119983"	2011	7295.36
"B30044440"	2011	7296.755
"B08282337"	2013	7300.604
"A31394356"	2012	7301.428
"A81957367"	2009	7301.958
"A28173573"	2007	7302.224
"B50475839"	2008	7303.66
"B79863288"	2014	7305.52
"B12015210"	2010	7307.772
"A31076508"	2017	7307.835
"B50047091"	2014	7308.237
"A28357903"	2012	7310.369
"A47010095"	2009	7311.742
"A18024919"	2012	7311.878
"A43621416"	2010	7312.074
"A46036380"	2012	7312.626
"A08555344"	2013	7313.027
"A09007089"	2015	7313.465
"B46023677"	2011	7313.658
"A41050980"	2012	7314.09
"A08657017"	2008	7314.096
"A22001721"	2010	7314.705
"A18431064"	2009	7315.917
"A03033164"	2008	7316.75
"A08425902"	2009	7318.512
"F25002338"	2009	7319.875
"A17018052"	2009	7323.608
"A08296790"	2007	7324.531
"A48064182"	2008	7324.85
"A46068284"	2009	7325
"A36600500"	2014	7326.784
"A46051918"	2011	7328.063
"A07013055"	2016	7328.16
"A08209538"	2011	7328.564
"B61395497"	2009	7331.556
"A35009992"	2009	7331.557
"A01013077"	2007	7332.769
"B01267277"	2012	7332.793
"A46047965"	2015	7333.888
"A48062418"	2017	7333.908
"A33604406"	2016	7335.374
"A04012258"	2013	7342.631
"A08075293"	2012	7343.654
"A12004180"	2007	7343.97
"A59119917"	2016	7344.357
"A39022124"	2013	7345.398
"B83616920"	2012	7346
"A12001418"	2011	7346.223
"A01007442"	2013	7346.458
"B46115838"	2011	7351
"A28399434"	2008	7352.196
"A41022609"	2012	7353.627
"A28374148"	2013	7353.731
"B28543023"	2015	7354.773
"B28044204"	2013	7357.442
"B38028692"	2011	7363.749
"A33009630"	2013	7365.519
"B30044440"	2010	7366.55
"A36611903"	2010	7368.38
"B41007576"	2014	7370.235
"A41048489"	2016	7371.02
"B82175001"	2010	7371.867
"A08291924"	2007	7372.521
"A12081790"	2016	7372.549
"A28292084"	2014	7374.82
"A08222465"	2014	7375.052
"B46102364"	2015	7375.837
"A38019543"	2015	7376.972
"A28193209"	2016	7379.97
"A08189359"	2007	7380.87
"B38028692"	2014	7381.132
"A08493306"	2012	7381.657
"A08138042"	2011	7382.393
"A46007548"	2010	7384.874
"A46066825"	2011	7387.001
"A30033898"	2017	7387.374
"A23010200"	2016	7387.512
"B12006623"	2011	7387.56
"A22009492"	2012	7391.178
"A28427516"	2008	7392.049
"A08094567"	2013	7392.188
"A80316672"	2010	7393
"A30033898"	2008	7393.86
"A26023606"	2016	7395.832
"F03842671"	2008	7395.97
"A28410850"	2017	7397.822
"B78459815"	2008	7400.055
"A39003025"	2010	7400.222
"A38019543"	2010	7402.956
"F25002338"	2012	7404.702
"B32001687"	2011	7405.892
"B31744709"	2016	7406
"A12323408"	2016	7407.97
"A08257529"	2010	7409.438
"A48080881"	2010	7415.397
"B28126019"	2013	7418.11
"B43004852"	2013	7420.19
"B19001551"	2015	7422.074
"B48059786"	2010	7422.72
"A08094567"	2008	7425.6
"A12001418"	2012	7426.862
"A39000450"	2016	7428
"A08189359"	2012	7428.956
"B46069654"	2010	7431.739
"F50561091"	2012	7432.633
"A31076508"	2013	7433.008
"A30023204"	2009	7433.083
"A41920943"	2011	7434.838
"A46005484"	2012	7435.013
"B14030720"	2010	7435.131
"A08560179"	2009	7435.572
"A30005920"	2008	7437.788
"B39026604"	2014	7438
"A31076508"	2015	7438.414
"A24056319"	2013	7441.133
"A28051597"	2017	7445.978
"A08189359"	2009	7448.335
"A23008857"	2010	7448.503
"A03033164"	2009	7449.835
"V12465118"	2013	7450.81
"A08334906"	2011	7452.255
"A28112555"	2007	7453.166
"B50001874"	2016	7454.031
"A08646200"	2013	7458.747
"A35005743"	2011	7460.656
"A48175699"	2010	7460.942
"B64055445"	2017	7462
"A08138042"	2015	7463.267
"A46007548"	2011	7463.598
"A20034286"	2007	7465.3
"A36632875"	2016	7467.956
"A59202853"	2013	7468.272
"A17018052"	2007	7471.39
"B28569127"	2008	7471.665
"B59737882"	2016	7471.899
"A09007089"	2011	7473.546
"B28341790"	2011	7476.32
"A17020561"	2010	7479.801
"A03035417"	2012	7480.417
"A07018112"	2009	7480.653
"A07044530"	2015	7481.404
"F38008579"	2007	7482.305
"A03063583"	2012	7482.566
"A50042027"	2013	7482.926
"A08209538"	2012	7483.92
"A46047965"	2010	7483.929
"A28216992"	2010	7484.733
"A48077184"	2011	7486.633
"A12081790"	2009	7487.065
"A08189359"	2015	7487.483
"B08423246"	2015	7488.658
"A30013791"	2011	7489.154
"A31061401"	2011	7489.271
"A06003800"	2010	7491.192
"A48073274"	2010	7492.7
"A36611903"	2016	7493.909
"A36602381"	2015	7494.001
"A26297663"	2007	7496.551
"A15000391"	2010	7497
"B28255016"	2007	7497.493
"A29049509"	2015	7499.071
"A36001063"	2010	7499.573
"A04119293"	2008	7499.635
"A03021276"	2012	7500.261
"A28552149"	2012	7503.728
"A18484360"	2017	7503.855
"A46066825"	2010	7504.384
"A28110971"	2017	7506.863
"A17013913"	2014	7506.95
"F03842671"	2015	7507.955
"B41042698"	2014	7508.056
"B19179662"	2015	7508.536
"A08016255"	2010	7509
"B59737882"	2013	7512.469
"B60241437"	2011	7512.629
"A48108484"	2015	7513
"A08340267"	2017	7513.323
"A18431064"	2012	7513.403
"A41048489"	2017	7516.121
"A08657017"	2011	7516.193
"A28420602"	2012	7516.9
"B45006616"	2010	7518.312
"A41048489"	2014	7520.334
"A36036739"	2011	7521.255
"A80652423"	2015	7522.434
"A33126244"	2013	7522.678
"B46135364"	2009	7524.083
"B82175001"	2008	7525.686
"B28222487"	2017	7529.093
"B28543023"	2014	7531.717
"A36614691"	2013	7533.904
"A28013894"	2017	7534.343
"A61427183"	2016	7534.394
"B28341790"	2009	7535.828
"A38019543"	2011	7536.007
"A79047916"	2014	7538.232
"A46965034"	2014	7539.362
"A46151973"	2008	7539.534
"A05007687"	2016	7540.241
"A08657017"	2012	7540.247
"A08363400"	2011	7540.759
"A07044530"	2014	7542.832
"A08117806"	2007	7542.89
"A28475770"	2017	7543.203
"B39008404"	2014	7544.875
"B32001687"	2008	7546.84
"B60171162"	2017	7549
"A03033164"	2011	7550.421
"A34009936"	2015	7550.923
"B28255016"	2008	7551.181
"A46078267"	2014	7552.013
"B46012324"	2009	7553.592
"B28059012"	2012	7554
"A01013077"	2017	7554.616
"A58816554"	2013	7555.371
"B30365712"	2016	7557.38
"A08906208"	2008	7557.608
"B08194359"	2009	7558
"B08292054"	2013	7558.021
"A14030027"	2011	7559.124
"A58349929"	2012	7560.848
"B38004966"	2015	7562.859
"A03036373"	2012	7563.298
"A08094567"	2011	7563.301
"A08149668"	2015	7563.607
"A50000876"	2013	7563.7
"A12461802"	2017	7563.734
"B60653466"	2009	7566.269
"A08639643"	2009	7569.321
"B28255016"	2012	7570.091
"A03021276"	2009	7570.996
"B73212417"	2011	7571.727
"A28670313"	2016	7572.658
"B38004966"	2016	7575.437
"A41010521"	2008	7576.579
"B60171162"	2008	7577.779
"A04007811"	2010	7577.79
"A28494896"	2014	7578.889
"A28614790"	2014	7578.97
"B35031665"	2013	7579.038
"B12004818"	2007	7579.536
"A03040854"	2011	7582.168
"A28600278"	2015	7585
"B48969877"	2014	7585.226
"A03021276"	2010	7585.439
"A33036880"	2017	7585.496
"A17013913"	2010	7586.409
"A36226645"	2009	7586.863
"B41007576"	2013	7588.721
"A08555344"	2014	7590.255
"A28058758"	2011	7593.109
"A31038839"	2007	7594.5
"B19001551"	2008	7595.004
"A33601899"	2008	7596.55
"A08445983"	2012	7596.798
"A30033898"	2012	7596.961
"A59990580"	2015	7597.002
"A36600500"	2015	7598.206
"A38666897"	2014	7599.67
"A48175699"	2008	7604
"A06003800"	2013	7604.352
"B08282337"	2014	7605.723
"A28399434"	2009	7606.396
"A01012103"	2009	7606.726
"A36600518"	2016	7609.616
"A48020200"	2008	7609.728
"A46139937"	2015	7611.267
"A20031126"	2014	7613.723
"A30033898"	2009	7614.217
"A38019543"	2009	7615.387
"A07036569"	2007	7615.64
"B19001551"	2007	7615.739
"A31138761"	2017	7616.543
"A48084909"	2015	7617.145
"B38380473"	2013	7618.892
"A28096378"	2015	7620.382
"B59737882"	2012	7621.782
"B28670602"	2017	7622.268
"A12512497"	2011	7629.244
"A28475770"	2012	7630.716
"F25002338"	2011	7632.527
"A32226037"	2009	7633.043
"G38004297"	2007	7633.415
"B28249431"	2009	7633.766
"A08340267"	2012	7634.035
"A17003757"	2012	7637.846
"A28030062"	2011	7638.02
"B12018008"	2014	7638.578
"B08292054"	2012	7639.082
"A46111654"	2016	7642.207
"A48020358"	2009	7644.127
"A29027901"	2013	7644.128
"B01267277"	2009	7644.455
"A08551061"	2017	7646.23
"A30012645"	2014	7647.995
"A31076508"	2012	7648.128
"A45011103"	2017	7650.095
"A41010521"	2009	7652.518
"A29049509"	2009	7656.755
"A03033164"	2010	7657.987
"B31798929"	2014	7659.343
"A20031126"	2013	7660.09
"A31138761"	2011	7661.059
"A22271209"	2015	7662.422
"B79863288"	2009	7663.704
"A08574881"	2013	7663.801
"A30013791"	2009	7664.598
"A36602381"	2012	7664.827
"A16010126"	2013	7666.697
"A28547115"	2010	7667.046
"A12029039"	2015	7667.274
"A28016947"	2011	7672.12
"A81410227"	2017	7673
"B08619405"	2015	7673.899
"B58779018"	2016	7675.761
"A07061161"	2012	7677.244
"A33689530"	2013	7678.13
"A43621416"	2009	7681.538
"A28614790"	2013	7681.88
"A48031686"	2013	7682
"B17017237"	2016	7685.624
"A28374148"	2009	7686.032
"A28057008"	2016	7687.34
"A46051918"	2010	7687.746
"A09021833"	2015	7688.077
"A29507456"	2012	7693.447
"A08091894"	2017	7694.579
"A03017308"	2008	7695.223
"B79863288"	2015	7695.448
"A28133023"	2014	7696.391
"A08135139"	2015	7697.449
"A08198392"	2010	7698.051
"F50561091"	2011	7698.406
"A28712479"	2010	7700.39
"A28112555"	2010	7701.69
"B80146517"	2007	7702
"B08125940"	2017	7703.176
"A09092305"	2014	7704
"A08126492"	2013	7705.855
"B02011641"	2017	7706.11
"A31038839"	2011	7706.795
"A28117026"	2007	7708.63
"B32001687"	2013	7711.059
"B08642324"	2016	7716.546
"A30603716"	2013	7721.381
"A36121176"	2010	7721.898
"B27007897"	2009	7724.605
"A28329480"	2009	7725.444
"A28333490"	2013	7725.531
"B59886531"	2008	7727
"A48077184"	2012	7728.695
"A38666897"	2015	7729
"A08445983"	2015	7731.007
"A50057322"	2014	7731.096
"A46151973"	2010	7732.479
"A28112555"	2015	7732.519
"A28019461"	2017	7736
"A15052376"	2008	7736.82
"A59119917"	2013	7737.924
"B08584989"	2014	7738.514
"A12081790"	2017	7740.017
"A12029039"	2014	7741.008
"A15012305"	2010	7745.447
"A30032130"	2013	7745.459
"A78521168"	2016	7745.567
"A08078719"	2016	7747.443
"A08404212"	2012	7749.977
"A30023295"	2013	7753.903
"B78459815"	2009	7754.47
"B78459815"	2010	7754.47
"B46114724"	2012	7754.606
"B12003554"	2011	7754.682
"B31065980"	2014	7754.709
"A38024907"	2008	7754.767
"A31038839"	2009	7756.07
"A46131769"	2012	7756.18
"A28306868"	2016	7756.235
"A17003757"	2011	7757.806
"A33024852"	2014	7758.585
"A12029039"	2008	7759.264
"A12329223"	2009	7762.398
"A08704520"	2012	7762.576
"A08334906"	2017	7762.713
"A08102410"	2016	7766.561
"A31038839"	2010	7767.522
"A36036739"	2012	7768.444
"A81496382"	2007	7772.16
"A46047965"	2011	7774.069
"A04325494"	2017	7775.228
"A08657017"	2007	7776.44
"B08642324"	2017	7776.824
"A46078267"	2009	7777.301
"A12011672"	2016	7777.792
"A03036373"	2007	7780.915
"A08509937"	2013	7782.479
"B12003554"	2013	7782.509
"B41621038"	2015	7782.517
"B46115838"	2017	7782.554
"A08042764"	2014	7783.742
"B07883457"	2013	7785.847
"A43028588"	2017	7786.795
"B12003554"	2012	7786.845
"A10011641"	2012	7788.185
"A08595324"	2016	7788.879
"A32006413"	2015	7789.057
"A08657017"	2009	7789.323
"A36600518"	2013	7789.325
"A41035742"	2008	7789.463
"B46114724"	2011	7793.483
"B31083199"	2017	7793.788
"A08146870"	2009	7795.343
"A59119917"	2017	7796.114
"A08551590"	2011	7797.121
"A35009992"	2007	7797.157
"F43393065"	2015	7797.959
"A47025895"	2014	7798.818
"B08584989"	2015	7800.492
"A32226037"	2012	7800.664
"B07883457"	2009	7801.865
"B46012324"	2008	7804.818
